資料日期,股票代號,股票名稱,本週餘額,上週餘額,增減數額,增減比率,發行比率
1090529,709335,泰博永豐98購01,500,500,0,0.00,100.00
1090529,709336,博智永豐98購01,500,500,0,0.00,100.00
1090529,709337,緯軟永豐98購01,1000,1000,0,0.00,100.00
1090529,709338,環宇永豐98購02,1000,1000,0,0.00,100.00
1090529,709339,VHQ統一99購01,5000,5000,0,0.00,100.00
1090529,709340,大學光統一9A購01,5000,5000,0,0.00,100.00
1090529,709341,廣明統一99購01,5000,5000,0,0.00,100.00
1090529,709342,穩懋統一98購04,15000,15000,0,0.00,100.00
1090529,709343,凡甲元大98購03,600,600,0,0.00,100.00
1090529,709344,中美晶元大98購03,10000,10000,0,0.00,100.00
1090529,709345,宇峻元大99購02,1000,1000,0,0.00,100.00
1090529,709346,博智元大98購01,800,800,0,0.00,100.00
1090529,709347,群聯元大98購06,800,800,0,0.00,100.00
1090529,709348,網家元大98購01,1000,1000,0,0.00,100.00
1090529,709349,廣明元大98購01,1000,1000,0,0.00,100.00
1090529,709350,中美晶兆豐99購01,5000,5000,0,0.00,100.00
1090529,709351,泰博兆豐98購01,5000,5000,0,0.00,100.00
1090529,709352,精華兆豐99購01,5000,5000,0,0.00,100.00
1090529,709353,頎邦兆豐98購01,5000,5000,0,0.00,100.00
1090529,709354,M31群益9A購01,1600,1600,0,0.00,100.00
1090529,709355,中美晶群益98購02,1164,1164,0,0.00,100.00
1090529,709356,宜鼎群益98購02,1500,1500,0,0.00,100.00
1090529,709357,原相群益98購03,2427,2427,0,0.00,100.00
1090529,709358,譜瑞群益98購01,500,500,0,0.00,100.00
1090529,709359,璟德國泰99購01,1500,1500,0,0.00,100.00
1090529,709360,神盾富邦9A購01,10000,10000,0,0.00,100.00
1090529,709361,群聯凱基98購05,500,500,0,0.00,100.00
1090529,709362,網家凱基99購01,500,500,0,0.00,100.00
1090529,709363,晟德凱基98購01,500,500,0,0.00,100.00
1090529,709364,神盾統一98購02,5000,5000,0,0.00,100.00
1090529,709365,VHQ元大99購02,1000,1000,0,0.00,100.00
1090529,709366,中美晶元大98購04,10000,10000,0,0.00,100.00
1090529,709367,兆利元大99購01,1000,1000,0,0.00,100.00
1090529,709368,原相元大9A購02,5000,5000,0,0.00,100.00
1090529,709369,群聯元大98購07,500,500,0,0.00,100.00
1090529,709370,碩禾元大99購03,1000,1000,0,0.00,100.00
1090529,709371,廣明元大98購02,1000,1000,0,0.00,100.00
1090529,709372,神盾第一9C購01,5000,5000,0,0.00,100.00
1090529,709373,三貝德永豐99購01,3031,3031,0,0.00,100.00
1090529,709374,大田永豐98購01,1500,1500,0,0.00,100.00
1090529,709375,大江永豐98購03,1000,1000,0,0.00,100.00
1090529,709376,旺矽永豐98購01,1000,1000,0,0.00,100.00
1090529,709377,勝麗永豐98購01,1000,1000,0,0.00,100.00
1090529,709378,宜鼎兆豐99購01,5000,5000,0,0.00,100.00
1090529,709379,神盾兆豐99購01,5000,5000,0,0.00,100.00
1090529,709380,穩懋兆豐99購01,5000,5000,0,0.00,100.00
1090529,709381,網家康和98購01,5000,5000,0,0.00,100.00
1090529,709382,大學光群益99購01,2300,2300,0,0.00,100.00
1090529,709383,六角群益98購03,500,500,0,0.00,100.00
1090529,709384,迅得群益9A購01,500,500,0,0.00,100.00
1090529,709385,環宇群益99購01,1600,1600,0,0.00,100.00
1090529,709386,鈺太群益98購02,5000,5000,0,0.00,100.00
1090529,709387,大學光統一99購02,5000,5000,0,0.00,100.00
1090529,709388,穩懋統一98購05,5000,5000,0,0.00,100.00
1090529,709389,原相中信9A購01,5000,5000,0,0.00,100.00
1090529,709390,大學光凱基98購01,500,500,0,0.00,100.00
1090529,709391,六角凱基98購01,500,500,0,0.00,100.00
1090529,709392,穩懋凱基98購07,500,500,0,0.00,100.00
1090529,709393,宜鼎元富98購01,3500,3500,0,0.00,100.00
1090529,709394,群聯元富98購02,5000,5000,0,0.00,100.00
1090529,709395,譜瑞元富98購02,3500,3500,0,0.00,100.00
1090529,709396,台燿元大98購01,6000,6000,0,0.00,100.00
1090529,709397,神盾元大99購03,1000,1000,0,0.00,100.00
1090529,709398,精測元大99購01,1500,1500,0,0.00,100.00
1090529,709399,穩懋元大98購05,5000,5000,0,0.00,100.00
1090529,709400,穩懋元大98購06,5000,5000,0,0.00,100.00
1090529,709401,穩懋元大98購07,5000,5000,0,0.00,100.00
1090529,709402,前鼎國票99購02,3000,3000,0,0.00,100.00
1090529,709403,雙美國票9B購01,4000,4000,0,0.00,100.00
1090529,709404,雙鴻國票9A購01,1000,1000,0,0.00,100.00
1090529,709405,譜瑞國票99購01,500,500,0,0.00,100.00
1090529,709406,博智國泰9A購01,500,500,0,0.00,100.00
1090529,709407,大學光富邦9C購01,15000,15000,0,0.00,100.00
1090529,709408,VHQ永豐99購01,2044,2044,0,0.00,100.00
1090529,709409,力致永豐99購01,2000,2000,0,0.00,100.00
1090529,709410,大學光永豐98購01,1000,1500,-500,-33.33,100.00
1090529,709411,台燿永豐98購01,1000,1000,0,0.00,100.00
1090529,709412,立端永豐98購01,1000,1000,0,0.00,100.00
1090529,709413,合晶永豐98購03,1000,1000,0,0.00,100.00
1090529,709414,東隆興永豐98購02,2000,2000,0,0.00,100.00
1090529,709415,群聯永豐98購01,1000,1000,0,0.00,100.00
1090529,709416,緯軟永豐98購02,1000,1000,0,0.00,100.00
1090529,709417,穩懋永豐98購01,1000,1000,0,0.00,100.00
1090529,709418,頎邦永豐98購01,1000,1000,0,0.00,100.00
1090529,709419,泰博兆豐98購02,5000,5000,0,0.00,100.00
1090529,709420,群聯兆豐99購01,5000,5000,0,0.00,100.00
1090529,709421,大江群益98購02,500,500,0,0.00,100.00
1090529,709422,中美晶群益99購01,735,735,0,0.00,100.00
1090529,709423,亞泰群益98購01,2300,2300,0,0.00,100.00
1090529,709424,南光群益98購01,1900,1900,0,0.00,100.00
1090529,709425,璟德群益98購02,800,800,0,0.00,100.00
1090529,709426,智擎中信98購01,5000,5000,0,0.00,100.00
1090529,709427,力旺凱基98購01,500,500,0,0.00,100.00
1090529,709428,三貝德凱基99購02,500,500,0,0.00,100.00
1090529,709429,環球晶凱基99購03,500,500,0,0.00,100.00
1090529,709430,穩懋凱基99購01,500,500,0,0.00,100.00
1090529,709431,M31永豐99購01,2500,3000,-500,-16.66,100.00
1090529,709432,力旺永豐98購01,1000,1000,0,0.00,100.00
1090529,709433,大學光永豐98購02,1000,1500,-500,-33.33,100.00
1090529,709434,宣德永豐98購02,1000,1000,0,0.00,100.00
1090529,709435,元太亞東99購01,1000,1000,0,0.00,100.00
1090529,709436,穩懋麥證98購01,10000,10000,0,0.00,100.00
1090529,709437,M31元富98購01,5000,5000,0,0.00,100.00
1090529,709438,光頡元富98購01,5000,5000,0,0.00,100.00
1090529,709439,優群元富98購01,3000,3000,0,0.00,100.00
1090529,709440,三貝德元大99購01,1500,1500,0,0.00,100.00
1090529,709441,神盾元大9A購03,5000,5000,0,0.00,100.00
1090529,709442,神準元大98購01,10000,10000,0,0.00,100.00
1090529,709443,統新元大99購01,1000,1000,0,0.00,100.00
1090529,709444,博智元大98購02,6000,6000,0,0.00,100.00
1090529,709445,雍智元大98購01,600,800,-200,-25.00,100.00
1090529,709446,網家元大98購02,2000,2000,0,0.00,100.00
1090529,709447,緯軟元大99購01,1000,1000,0,0.00,100.00
1090529,709448,環球晶元大98購13,8000,8000,0,0.00,100.00
1090529,709449,穩懋元大98購08,5000,5000,0,0.00,100.00
1090529,709450,宇峻國票99購01,1000,1000,0,0.00,100.00
1090529,709451,大學光兆豐99購01,5000,5000,0,0.00,100.00
1090529,709452,原相兆豐99購01,5000,5000,0,0.00,100.00
1090529,709453,穩懋兆豐98購02,5000,5000,0,0.00,100.00
1090529,709454,網家群益98購01,1500,1500,0,0.00,100.00
1090529,709455,網家群益98購02,1000,1000,0,0.00,100.00
1090529,709456,穩懋統一9A購01,7500,7500,0,0.00,100.00
1090529,709457,譜瑞中信9A購01,5000,5000,0,0.00,100.00
1090529,709458,大江凱基99購01,500,500,0,0.00,100.00
1090529,709459,中美晶凱基99購01,500,500,0,0.00,100.00
1090529,709460,穩懋凱基99購02,500,500,0,0.00,100.00
1090529,709461,譜瑞麥證98購01,10000,10000,0,0.00,100.00
1090529,709462,環球晶元富98購02,500,500,0,0.00,100.00
1090529,709463,環球晶元富98購03,5000,5000,0,0.00,100.00
1090529,709464,中美晶元大98購05,6000,6000,0,0.00,100.00
1090529,709465,精測元大99購02,6000,6000,0,0.00,100.00
1090529,709466,環球晶元大98購14,8000,8000,0,0.00,100.00
1090529,709467,譜瑞元大98購04,5000,5000,0,0.00,100.00
1090529,709468,穩懋日盛99購01,10000,10000,0,0.00,100.00
1090529,709469,久元永豐98購01,1000,1000,0,0.00,100.00
1090529,709470,原相永豐99購01,2500,2500,0,0.00,100.00
1090529,709471,環球晶永豐98購02,1000,1000,0,0.00,100.00
1090529,709472,譜瑞永豐98購02,1000,1000,0,0.00,100.00
1090529,709473,網家台新98購01,5000,5000,0,0.00,100.00
1090529,709474,台燿兆豐98購01,5000,5000,0,0.00,100.00
1090529,709475,晟德兆豐99購01,5000,5000,0,0.00,100.00
1090529,709476,旺矽國票99購01,700,1000,-300,-30.00,100.00
1090529,709477,璟德國票99購01,500,500,0,0.00,100.00
1090529,709478,聯亞國票99購02,800,800,0,0.00,100.00
1090529,709479,譜瑞國票99購02,500,500,0,0.00,100.00
1090529,709480,宇峻康和98購01,5000,5000,0,0.00,100.00
1090529,709481,凡甲群益98購02,500,500,0,0.00,100.00
1090529,709482,大宇資群益9A購01,5000,5000,0,0.00,100.00
1090529,709483,迅得群益9A購02,5000,5000,0,0.00,100.00
1090529,709484,金居群益9A購01,3000,3000,0,0.00,100.00
1090529,709485,晶焱群益9A購01,2000,2000,0,0.00,100.00
1090529,709486,群聯群益98購02,500,500,0,0.00,100.00
1090529,709487,環球晶群益98購02,500,500,0,0.00,100.00
1090529,709488,大江國泰9A購02,2000,2000,0,0.00,100.00
1090529,709489,譜瑞國泰9A購01,500,500,0,0.00,100.00
1090529,709490,穩懋富邦9A購01,15000,15000,0,0.00,100.00
1090529,709491,譜瑞富邦9A購01,20000,20000,0,0.00,100.00
1090529,709492,同致元富9B購01,5000,5000,0,0.00,100.00
1090529,709493,博智元富98購01,3500,3500,0,0.00,100.00
1090529,709494,威剛統一9A購02,5000,5000,0,0.00,100.00
1090529,709495,譜瑞統一99購01,15000,15000,0,0.00,100.00
1090529,709496,中美晶凱基99購02,500,500,0,0.00,100.00
1090529,709497,網家凱基98購01,500,500,0,0.00,100.00
1090529,709498,網龍凱基98購02,500,500,0,0.00,100.00
1090529,709499,環球晶凱基98購07,500,500,0,0.00,100.00
1090529,709500,環球晶凱基99購04,764,764,0,0.00,100.00
1090529,709501,譜瑞凱基98購01,500,500,0,0.00,100.00
1090529,709502,譜瑞凱基99購01,500,500,0,0.00,100.00
1090529,709503,譜瑞凱基9A購01,500,500,0,0.00,100.00
1090529,709504,合晶兆豐98購01,5000,5000,0,0.00,100.00
1090529,709505,威剛兆豐99購01,5000,5000,0,0.00,100.00
1090529,709506,聚積兆豐99購01,5000,5000,0,0.00,100.00
1090529,709507,中美晶永豐98購02,1000,1000,0,0.00,100.00
1090529,709508,尼克森永豐98購01,2000,2000,0,0.00,100.00
1090529,709509,安勤永豐98購01,1500,1500,0,0.00,100.00
1090529,709510,信驊永豐98購01,500,1500,-1000,-66.66,100.00
1090529,709511,博智永豐98購02,1500,1500,0,0.00,100.00
1090529,709512,網家永豐98購01,1000,1000,0,0.00,100.00
1090529,709513,中美晶國票98購02,1000,1000,0,0.00,100.00
1090529,709514,網家國票99購01,700,1000,-300,-30.00,100.00
1090529,709515,穩懋國票99購01,500,500,0,0.00,100.00
1090529,709516,中美晶國泰9A購01,3000,3000,0,0.00,100.00
1090529,709517,太景*國泰9A購02,500,500,0,0.00,100.00
1090529,709518,宇峻國泰9A購01,1000,1000,0,0.00,100.00
1090529,709519,威剛國泰99購01,500,500,0,0.00,100.00
1090529,709520,原相國泰99購01,500,500,0,0.00,100.00
1090529,709521,博智國泰9A購02,3000,3000,0,0.00,100.00
1090529,709522,環球晶國泰99購02,510,510,0,0.00,100.00
1090529,709523,環球晶國泰9A購01,1600,1600,0,0.00,100.00
1090529,709524,鈊象國泰9A購01,1000,1000,0,0.00,100.00
1090529,709525,譜瑞台新98購01,5000,5000,0,0.00,100.00
1090529,709526,大學光富邦98購01,15000,15000,0,0.00,100.00
1090529,709527,力旺群益99購01,1500,1500,0,0.00,100.00
1090529,709528,中美晶群益99購02,2300,2300,0,0.00,100.00
1090529,709529,宜鼎群益98購03,1500,1500,0,0.00,100.00
1090529,709530,神盾群益9A購03,2300,2300,0,0.00,100.00
1090529,709531,碩禾群益98購01,1000,1000,0,0.00,100.00
1090529,709532,精測群益98購01,1650,1650,0,0.00,100.00
1090529,709533,譜瑞群益98購02,1600,1600,0,0.00,100.00
1090529,709534,M31元大9A購01,1000,1000,0,0.00,100.00
1090529,709535,宣德元大99購02,1000,1000,0,0.00,100.00
1090529,709536,網家元大98購03,1000,1000,0,0.00,100.00
1090529,709537,環球晶元大9A購01,8000,8000,0,0.00,100.00
1090529,709538,穩懋元大98購09,5000,5000,0,0.00,100.00
1090529,709539,鈺太元大99購03,1000,1000,0,0.00,100.00
1090529,709540,雍智元富98購01,4000,4000,0,0.00,100.00
1090529,709541,環球晶中信99購03,5000,5000,0,0.00,100.00
1090529,709542,大江凱基9A購01,1049,1049,0,0.00,100.00
1090529,709543,中美晶凱基9A購02,500,500,0,0.00,100.00
1090529,709544,台半凱基98購02,500,500,0,0.00,100.00
1090529,709545,安勤凱基98購01,500,500,0,0.00,100.00
1090529,709546,環球晶凱基99購05,500,500,0,0.00,100.00
1090529,709547,穩懋凱基98購09,500,500,0,0.00,100.00
1090529,709548,威剛統一99購01,5500,5500,0,0.00,100.00
1090529,709549,網家統一9A購01,5000,5000,0,0.00,100.00
1090529,709550,環球晶統一99購03,17000,17000,0,0.00,100.00
1090529,709551,大江元大99購02,1000,1000,0,0.00,100.00
1090529,709552,神盾元大99購04,1000,1000,0,0.00,100.00
1090529,709553,博智元大98購03,1000,1000,0,0.00,100.00
1090529,709554,群聯元大99購03,500,500,0,0.00,100.00
1090529,709555,譜瑞元大98購06,5000,5000,0,0.00,100.00
1090529,709556,威剛國票99購01,1000,1000,0,0.00,100.00
1090529,709557,神盾國票99購01,2000,2000,0,0.00,100.00
1090529,709558,廣明國票99購01,1000,1000,0,0.00,100.00
1090529,709559,環球晶國票99購01,1000,1000,0,0.00,100.00
1090529,709560,雙美國票99購02,500,500,0,0.00,100.00
1090529,709561,聚積國泰99購01,3000,3000,0,0.00,100.00
1090529,709562,中美晶群益98購03,500,500,0,0.00,100.00
1090529,709563,合晶群益98購02,1600,1600,0,0.00,100.00
1090529,709564,旺矽群益99購01,1600,1600,0,0.00,100.00
1090529,709565,宣德群益98購02,5000,5000,0,0.00,100.00
1090529,709566,鈺太群益98購03,5000,5000,0,0.00,100.00
1090529,709567,穩懋台新98購02,5000,5000,0,0.00,100.00
1090529,709568,原相亞東99購02,800,800,0,0.00,100.00
1090529,709569,群聯亞東98購01,500,500,0,0.00,100.00
1090529,709570,直得永豐98購01,500,500,0,0.00,100.00
1090529,709571,網龍永豐98購02,2000,2000,0,0.00,100.00
1090529,709572,聚積永豐98購01,1054,1054,0,0.00,100.00
1090529,709573,鈺太永豐98購01,1000,1000,0,0.00,100.00
1090529,709574,元太台新98購02,5000,5000,0,0.00,100.00
1090529,709575,中美晶元大98購06,10000,10000,0,0.00,100.00
1090529,709576,原相元大9A購03,5000,5000,0,0.00,100.00
1090529,709577,泰博元大98購01,600,600,0,0.00,100.00
1090529,709578,聚積元大9A購01,1000,1000,0,0.00,100.00
1090529,709579,環球晶元大98購15,10000,10000,0,0.00,100.00
1090529,709580,宇峻中信98購01,5000,5000,0,0.00,100.00
1090529,709581,原相統一99購02,5000,5000,0,0.00,100.00
1090529,709582,雙鴻統一99購02,5000,5000,0,0.00,100.00
1090529,709583,大宇資凱基99購01,500,500,0,0.00,100.00
1090529,709584,威剛凱基98購01,500,500,0,0.00,100.00
1090529,709585,博智凱基9A購01,5609,609,5000,821.01,100.00
1090529,709586,精測凱基99購02,500,500,0,0.00,100.00
1090529,709587,譜瑞凱基98購02,541,541,0,0.00,100.00
1090529,709588,中美晶群益98購04,1700,1700,0,0.00,100.00
1090529,709589,元太群益99購01,1500,1500,0,0.00,100.00
1090529,709590,網家群益98購03,1500,1500,0,0.00,100.00
1090529,709591,譜瑞群益98購03,1600,1600,0,0.00,100.00
1090529,709592,泰博國票99購03,600,600,0,0.00,100.00
1090529,709593,合晶國泰99購02,1500,1500,0,0.00,100.00
1090529,709594,保瑞國泰9A購01,4000,4000,0,0.00,100.00
1090529,709595,璟德兆豐99購01,10000,10000,0,0.00,100.00
1090529,709596,亞泰永豐99購02,1500,1500,0,0.00,100.00
1090529,709597,保瑞永豐98購01,1000,1000,0,0.00,100.00
1090529,709598,建榮永豐99購03,5000,5000,0,0.00,100.00
1090529,709599,神盾永豐98購01,5000,5000,0,0.00,100.00
1090529,709600,新鉅科永豐98購02,1300,1300,0,0.00,100.00
1090529,709601,雙美永豐99購02,5000,5000,0,0.00,100.00
1090529,709602,穩懋永豐98購03,1500,1500,0,0.00,100.00
1090529,709603,晟德永豐98購01,1000,1000,0,0.00,100.00
1090529,709604,鈊象永豐98購03,5000,5000,0,0.00,100.00
1090529,709605,中美晶元富99購02,5000,5000,0,0.00,100.00
1090529,709606,尼克森元富98購01,5000,5000,0,0.00,100.00
1090529,709607,博智元富98購02,5000,5000,0,0.00,100.00
1090529,709608,網龍元富98購01,5000,5000,0,0.00,100.00
1090529,709609,穩懋元富02購01,4500,4500,0,0.00,100.00
1090529,709610,穩懋元富02購02,3500,3500,0,0.00,100.00
1090529,709611,穩懋元富02購03,3500,3500,0,0.00,100.00
1090529,709612,穩懋元富02購04,3500,3500,0,0.00,100.00
1090529,709613,凡甲凱基98購02,500,500,0,0.00,100.00
1090529,709614,中美晶凱基99購03,500,500,0,0.00,100.00
1090529,709615,緯軟凱基98購04,500,500,0,0.00,100.00
1090529,709616,大江兆豐99購01,5000,5000,0,0.00,100.00
1090529,709617,大江群益98購03,1600,1600,0,0.00,100.00
1090529,709618,安勤群益98購01,2500,2500,0,0.00,100.00
1090529,709619,杰力群益98購01,5000,5000,0,0.00,100.00
1090529,709620,群聯群益98購03,500,500,0,0.00,100.00
1090529,709621,環球晶群益98購04,1550,1550,0,0.00,100.00
1090529,709622,M31永豐98購02,1500,2000,-500,-25.00,100.00
1090529,709623,尼克森永豐98購02,3000,3000,0,0.00,100.00
1090529,709624,泰博永豐99購01,2000,2000,0,0.00,100.00
1090529,709625,力旺國票99購01,1000,1000,0,0.00,100.00
1090529,709626,建榮國票9A購01,500,500,0,0.00,100.00
1090529,709627,博智國票99購01,800,800,0,0.00,100.00
1090529,709628,優群國票99購01,500,500,0,0.00,100.00
1090529,709629,環球晶國票99購02,500,500,0,0.00,100.00
1090529,709630,聯亞國票99購03,500,500,0,0.00,100.00
1090529,709631,大中元大98購01,1500,1500,0,0.00,100.00
1090529,709632,合晶元大99購01,8000,8000,0,0.00,100.00
1090529,709633,宜鼎元大99購01,1000,1000,0,0.00,100.00
1090529,709634,保瑞元大98購02,8000,8000,0,0.00,100.00
1090529,709635,譜瑞元大98購07,8000,8000,0,0.00,100.00
1090529,709636,晟德元大98購01,1000,1000,0,0.00,100.00
1090529,709637,安勤元富98購01,4000,4000,0,0.00,100.00
1090529,709638,威剛富邦9A購01,10000,10000,0,0.00,100.00
1090529,709639,雙鴻富邦99購01,9000,9000,0,0.00,100.00
1090529,709640,博智台新98購01,5000,5000,0,0.00,100.00
1090529,709641,久元群益98購01,1600,1600,0,0.00,100.00
1090529,709642,群聯群益98購04,500,500,0,0.00,100.00
1090529,709643,聖暉群益98購01,2000,2000,0,0.00,100.00
1090529,709644,璟德中信98購01,5000,5000,0,0.00,100.00
1090529,709645,合晶統一9A購01,5000,5000,0,0.00,100.00
1090529,709646,神盾統一99購01,5000,5000,0,0.00,100.00
1090529,709647,環球晶統一99購04,15000,15000,0,0.00,100.00
1090529,709648,穩懋統一98購06,20000,20000,0,0.00,100.00
1090529,709649,中美晶凱基99購04,500,500,0,0.00,100.00
1090529,709650,精測凱基98購05,500,500,0,0.00,100.00
1090529,709651,聯亞凱基99購04,500,500,0,0.00,100.00
1090529,709652,大學光國票99購01,500,500,0,0.00,100.00
1090529,709653,原相國票99購02,1500,1500,0,0.00,100.00
1090529,709654,安勤國泰99購01,1400,1400,0,0.00,100.00
1090529,709655,大江元大98購03,1000,1000,0,0.00,100.00
1090529,709656,中美晶元大99購03,6000,6000,0,0.00,100.00
1090529,709657,宇峻元大99購03,1000,1000,0,0.00,100.00
1090529,709658,博智元大99購01,1000,1000,0,0.00,100.00
1090529,709659,網家元大99購02,5000,5000,0,0.00,100.00
1090529,709660,環球晶元大98購16,8000,8000,0,0.00,100.00
1090529,709661,環球晶元大99購02,8000,8000,0,0.00,100.00
1090529,709662,穩懋元大98購10,5000,5000,0,0.00,100.00
1090529,709663,譜瑞元大98購08,5000,5000,0,0.00,100.00
1090529,709664,神盾第一9C購02,5000,5000,0,0.00,100.00
1090529,709665,台半永豐98購01,1000,1000,0,0.00,100.00
1090529,709666,兆利永豐98購02,1000,1000,0,0.00,100.00
1090529,709667,金居永豐98購02,1000,1000,0,0.00,100.00
1090529,709668,宣德永豐98購03,1000,1000,0,0.00,100.00
1090529,709669,博智永豐99購01,2500,2500,0,0.00,100.00
1090529,709670,晶焱永豐98購03,1500,1500,0,0.00,100.00
1090529,709671,雍智永豐99購01,2075,2075,0,0.00,100.00
1090529,709672,環宇永豐98購03,1000,1000,0,0.00,100.00
1090529,709673,環球晶元富98購04,500,500,0,0.00,100.00
1090529,709674,力旺元大98購01,5000,5000,0,0.00,100.00
1090529,709675,力旺元大98購02,6000,6000,0,0.00,100.00
1090529,709676,中美晶元大98購08,6000,6000,0,0.00,100.00
1090529,709677,聚積元大99購01,1000,1000,0,0.00,100.00
1090529,709678,聯亞元大98購05,1000,1000,0,0.00,100.00
1090529,709679,譜瑞元大98購09,8000,8000,0,0.00,100.00
1090529,709680,中美晶國票99購01,1000,1000,0,0.00,100.00
1090529,709681,宣德國票98購02,3000,3000,0,0.00,100.00
1090529,709682,建榮國票9A購02,500,500,0,0.00,100.00
1090529,709683,網家國票99購02,600,800,-200,-25.00,100.00
1090529,709684,雍智國泰9A購01,4000,4000,0,0.00,100.00
1090529,709685,安勤統一98購01,5000,5000,0,0.00,100.00
1090529,709686,元太中信9A購01,5000,5000,0,0.00,100.00
1090529,709687,台燿中信9A購01,5000,5000,0,0.00,100.00
1090529,709688,合晶中信9A購02,10000,10000,0,0.00,100.00
1090529,709689,中美晶凱基99購05,500,500,0,0.00,100.00
1090529,709690,六角凱基99購03,500,500,0,0.00,100.00
1090529,709691,智崴凱基98購01,500,500,0,0.00,100.00
1090529,709692,昇達科永豐98購01,1000,1000,0,0.00,100.00
1090529,709693,建榮永豐99購04,5000,5000,0,0.00,100.00
1090529,709694,順達永豐98購01,500,700,-200,-28.57,100.00
1090529,709695,精測永豐98購01,1000,1000,0,0.00,100.00
1090529,709696,穩懋永豐98購04,2000,2000,0,0.00,100.00
1090529,709697,鈊象永豐99購01,5000,5000,0,0.00,100.00
1090529,709698,力旺中信99購01,5000,5000,0,0.00,100.00
1090529,709699,凡甲元大9A購02,500,500,0,0.00,100.00
1090529,709700,安勤元大99購01,1000,1000,0,0.00,100.00
1090529,709701,宏捷科元大99購01,5000,5000,0,0.00,100.00
1090529,709702,宜鼎元大9A購01,1200,1500,-300,-20.00,100.00
1090529,709703,直得元大99購01,1000,1000,0,0.00,100.00
1090529,709704,南光元大99購01,3500,3500,0,0.00,100.00
1090529,709705,原相元大99購03,1500,1500,0,0.00,100.00
1090529,709706,新鉅科元大99購01,8000,8000,0,0.00,100.00
1090529,709707,穩懋元大99購02,5000,5000,0,0.00,100.00
1090529,709708,晟德元大99購01,10000,10000,0,0.00,100.00
1090529,709709,大宇資國票9A購01,5000,5000,0,0.00,100.00
1090529,709710,宏捷科國票9A購01,500,500,0,0.00,100.00
1090529,709711,穩懋國泰9A購01,4000,4000,0,0.00,100.00
1090529,709712,穩懋國泰9B購01,500,500,0,0.00,100.00
1090529,709713,亞泰元富99購01,3500,3500,0,0.00,100.00
1090529,709714,合晶統一9A購02,5000,5000,0,0.00,100.00
1090529,709715,宏捷科統一9A購01,5000,5000,0,0.00,100.00
1090529,709716,泰博統一9A購01,5000,5000,0,0.00,100.00
1090529,709717,神盾統一9A購01,5000,5000,0,0.00,100.00
1090529,709718,雙鴻統一9A購01,5000,5000,0,0.00,100.00
1090529,709719,宏捷科日盛99購01,10000,10000,0,0.00,100.00
1090529,709720,VHQ凱基9A購01,500,500,0,0.00,100.00
1090529,709721,三貝德凱基9A購01,500,500,0,0.00,100.00
1090529,709722,太景*凱基99購01,500,500,0,0.00,100.00
1090529,709723,宏捷科凱基99購01,500,500,0,0.00,100.00
1090529,709724,晶焱凱基99購01,500,500,0,0.00,100.00
1090529,709725,大學光永豐99購01,1000,1500,-500,-33.33,100.00
1090529,709726,宏捷科永豐99購01,4000,4000,0,0.00,100.00
1090529,709727,信驊永豐99購01,500,2000,-1500,-75.00,100.00
1090529,709728,威剛永豐99購02,3000,3000,0,0.00,100.00
1090529,709729,環球晶永豐99購01,1000,1000,0,0.00,100.00
1090529,709730,宏捷科康和99購01,5000,5000,0,0.00,100.00
1090529,709731,宏捷科群益99購01,1400,1400,0,0.00,100.00
1090529,709732,宏捷科元富99購01,5000,5000,0,0.00,100.00
1090529,709733,智擎元富99購01,3500,3500,0,0.00,100.00
1090529,709734,中美晶統一9B購02,14000,14000,0,0.00,100.00
1090529,709735,宏捷科統一9B購01,5000,5000,0,0.00,100.00
1090529,709736,宏捷科凱基9B購01,500,500,0,0.00,100.00
1090529,709737,威剛凱基9B購01,650,650,0,0.00,100.00
1090529,709738,建榮凱基9A購02,500,500,0,0.00,100.00
1090529,709739,神盾凱基9A購01,500,500,0,0.00,100.00
1090529,709740,新鉅科凱基99購01,5977,5977,0,0.00,100.00
1090529,709741,聚積凱基9A購01,500,500,0,0.00,100.00
1090529,709742,久元元大99購01,1500,1500,0,0.00,100.00
1090529,709743,久元元大99購02,2000,2000,0,0.00,100.00
1090529,709744,光頡元大99購01,8000,8000,0,0.00,100.00
1090529,709745,合晶元大99購02,1000,1000,0,0.00,100.00
1090529,709746,宏捷科元大99購03,5000,5000,0,0.00,100.00
1090529,709747,迅得元大9B購01,1000,1000,0,0.00,100.00
1090529,709748,勝麗元大99購01,1000,1000,0,0.00,100.00
1090529,709749,宏捷科群益99購02,2000,2000,0,0.00,100.00
1090529,709750,信昌電群益99購01,1300,1300,0,0.00,100.00
1090529,709751,安勤國票99購01,800,800,0,0.00,100.00
1090529,709752,中美晶富邦9B購01,10000,10000,0,0.00,100.00
1090529,709753,宏捷科富邦9B購01,10000,10000,0,0.00,100.00
1090529,709754,穩懋富邦9B購01,15000,15000,0,0.00,100.00
1090529,709755,力致永豐99購02,3000,3000,0,0.00,100.00
1090529,709756,大學光永豐99購02,1500,2000,-500,-25.00,100.00
1090529,709757,宏捷科永豐99購02,10000,10000,0,0.00,100.00
1090529,709758,精華永豐99購01,1000,1000,0,0.00,100.00
1090529,709759,鈺太永豐99購01,2000,2000,0,0.00,100.00
1090529,709760,合晶凱基9A購01,500,500,0,0.00,100.00
1090529,709761,雙鴻凱基9A購01,677,677,0,0.00,100.00
1090529,709762,宏捷科統一9B購02,5000,5000,0,0.00,100.00
