,證券代號,證券名稱,本週股額(A),上週股額(B),增減數額(A-B),增減比率(A-B)/B,發行比率(%)
908,6569  ,醫揚,"22,008","22,008",0,0.00,100.00
909,6570  ,維田,"27,104","27,104",0,0.00,100.00
910,65731 ,虹揚一KY,"5,000","5,000",0,0.00,100.00
911,6574  ,霈方,"21,990","21,990",0,0.00,100.00
912,6576  ,逸達,"100,383","100,383",0,0.00,100.00
913,6577  ,勁豐,"38,254","38,254",0,0.00,100.00
914,6578  ,達邦蛋白,"29,362","29,362",0,0.00,100.00
915,6589  ,台康生技,"169,329","169,329",0,0.00,100.00
916,6590  ,普鴻,"18,291","18,291",0,0.00,100.00
917,65911 ,動力一KY,674,674,0,0.00,44.93
918,6593  ,台灣銘板,"20,170","20,170",0,0.00,100.00
919,6594  ,展匯科,"20,552","20,552",0,0.00,100.00
920,6596  ,寬宏藝術,"27,830","27,830",0,0.00,100.00
921,6603  ,富強鑫,"148,708","147,679","1,029",0.69,100.00
922,66032 ,富強鑫二,"1,073","1,173",-100,-8.52,35.76
923,6609  ,瀧澤科,"72,456","72,456",0,0.00,100.00
924,6612  ,奈米醫材,"33,731","33,731",0,0.00,100.00
925,6613  ,朋億,"33,928","33,928",0,0.00,100.00
926,6615  ,慧智,"21,219","21,219",0,0.00,100.00
927,6616  ,特昇-KY,"23,625","23,625",0,0.00,100.00
928,66161 ,特昇一KY,"2,000","2,000",0,0.00,100.00
929,6624  ,萬年清,"18,000","18,000",0,0.00,100.00
930,6629  ,泰金-KY,"33,530","33,530",0,0.00,100.00
931,6640  ,均華,"28,276","28,276",0,0.00,100.00
932,6642  ,富致,"31,399","31,399",0,0.00,100.00
933,6643  ,M31,"31,318","31,318",0,0.00,100.00
934,6649  ,台生材,"33,000","33,000",0,0.00,100.00
935,6654  ,天正國際,"33,102","33,102",0,0.00,100.00
936,6662  ,樂斯科,"25,612","25,612",0,0.00,100.00
937,6664  ,群翊,"55,000","55,000",0,0.00,100.00
938,6667  ,信紘科,"35,142","35,142",0,0.00,100.00
939,66681 ,中揚光一,"4,000","4,000",0,0.00,100.00
940,66682 ,中揚光二,"2,500","2,500",0,0.00,100.00
941,6679  ,鈺太,"41,273","41,273",0,0.00,100.00
942,6680  ,鑫創電子,"17,500","17,500",0,0.00,100.00
943,6683  ,雍智科技,"27,075","27,075",0,0.00,100.00
944,6690  ,安碁資訊,"16,339","16,339",0,0.00,100.00
945,6697  ,東捷資訊,"22,239","22,239",0,0.00,100.00
946,67021 ,興航一,"1,804","1,804",0,0.00,18.04
947,6803  ,崑鼎,"67,105","67,105",0,0.00,100.00
948,702038,中光電台新97購01,"10,000","10,000",0,0.00,100.00
949,702039,群聯台新97購01,"3,000","6,000",-3000,-50.00,100.00
950,703576,由田群益94購01,0,"10,000",-10000,-100.00,100.00
951,704444,原相中信95購01,"1,000","1,000",0,0.00,100.00
952,704484,元太中信95購01,"5,000","5,000",0,0.00,100.00
953,704875,穩懋中信95購01,"3,000","3,000",0,0.00,100.00
954,704999,神盾元大94購03,0,"1,050",-1050,-100.00,100.00
955,705010,穩懋中信95購02,"10,000","10,000",0,0.00,100.00
956,705060,大宇資元大94購01,0,"1,000",-1000,-100.00,100.00
957,705174,神盾元大95購01,"6,250","6,250",0,0.00,100.00
958,705203,緯軟元大95購01,"2,300","2,300",0,0.00,100.00
959,705503,保瑞國泰98購01,"3,100","3,100",0,0.00,100.00
960,705507,由田統一94購01,0,500,-500,-100.00,100.00
961,705510,穩懋中信94購02,0,"1,000",-1000,-100.00,100.00
962,705523,威剛國泰94購01,0,500,-500,-100.00,100.00
963,705525,昇達科富邦94購01,0,"1,500",-1500,-100.00,100.00
964,705571,大宇資凱基94購01,0,500,-500,-100.00,100.00
965,705579,大江富邦94購01,0,"2,225",-2225,-100.00,100.00
966,705580,昂寶富邦95購01,"1,016","1,016",0,0.00,100.00
967,705583,雙鴻中信94購01,0,"6,000",-6000,-100.00,100.00
968,705585,神盾國票94購01,0,"2,500",-2500,-100.00,83.33
969,705587,神盾國泰94購01,0,500,-500,-100.00,100.00
970,705588,大江富邦94購02,0,"3,000",-3000,-100.00,100.00
971,705608,威剛元富95購01,"1,000","1,000",0,0.00,100.00
972,705609,神盾國票94購02,0,"1,000",-1000,-100.00,100.00
973,705611,昂寶國泰94購01,0,500,-500,-100.00,100.00
974,705612,網龍國泰94購01,0,500,-500,-100.00,100.00
975,705629,建榮永豐94購02,0,"3,000",-3000,-100.00,100.00
976,705636,譜瑞凱基94購01,0,500,-500,-100.00,100.00
977,705661,大江群益95購01,700,700,0,0.00,100.00
978,705683,建榮統一95購01,"15,000","15,000",0,0.00,100.00
979,705684,建榮統一96購01,"10,000","10,000",0,0.00,100.00
980,705685,建榮統一96購02,"1,000","1,000",0,0.00,100.00
981,705695,建榮國票95購01,800,800,0,0.00,100.00
982,705696,鈺太國票95購01,500,500,0,0.00,100.00
983,705698,保瑞國泰95購01,"1,000","1,000",0,0.00,100.00
984,705701,建榮永豐95購01,"1,000","1,000",0,0.00,100.00
985,705702,宣德富邦95購01,"1,000","1,000",0,0.00,100.00
986,705730,群聯元富96購01,"2,000","2,000",0,0.00,100.00
987,705736,建榮國泰95購01,500,500,0,0.00,100.00
988,705741,富喬統一96購01,"6,000","6,000",0,0.00,100.00
989,705744,宣德元大95購01,500,500,0,0.00,100.00
990,705767,環球晶元大95購01,500,500,0,0.00,100.00
991,705775,宜鼎群益96購01,500,"1,000",-500,-50.00,100.00
992,705776,原相群益96購01,500,"5,000",-4500,-90.00,100.00
993,705781,群聯統一95購01,"3,000","3,000",0,0.00,100.00
994,705788,緯軟元大96購01,"1,750","1,750",0,0.00,100.00
995,705802,金居富邦95購01,"2,000","2,000",0,0.00,100.00
996,705803,原相富邦97購01,"2,000","2,000",0,0.00,100.00
997,705804,晶焱富邦95購01,"3,000","3,000",0,0.00,100.00
998,705805,環球晶富邦97購01,"10,000","10,000",0,0.00,100.00
999,705846,台燿統一95購01,"2,900","2,900",0,0.00,100.00
1000,705847,環球晶統一99購01,"1,000","1,000",0,0.00,100.00
1001,705848,禾昌元富96購01,"5,000","5,000",0,0.00,100.00
1002,705869,穩懋元大96購01,"6,000","6,000",0,0.00,100.00
1003,705901,建榮國票95購02,500,500,0,0.00,100.00
1004,705904,六角富邦97購01,"9,000","9,000",0,0.00,100.00
1005,705905,昇達科富邦97購01,"10,000","10,000",0,0.00,100.00
1006,705924,大江元富96購01,"1,000","1,000",0,0.00,100.00
1007,705937,中美晶元富95購01,"1,500","1,500",0,0.00,100.00
1008,705954,網龍國泰95購01,"1,730","1,730",0,0.00,100.00
1009,705955,聯亞國泰95購01,500,500,0,0.00,100.00
1010,705969,皇田國泰95購01,500,500,0,0.00,100.00
1011,705994,環球晶台新95購01,"5,000","5,000",0,0.00,100.00
1012,706003,神盾國票95購01,"1,000","1,000",0,0.00,100.00
1013,706005,中美晶元大95購01,"1,000","1,000",0,0.00,100.00
1014,706023,原相國票95購01,500,500,0,0.00,100.00
1015,706024,建榮國泰95購02,500,500,0,0.00,100.00
1016,706025,建榮國泰95購03,"1,000","1,000",0,0.00,100.00
1017,706026,雙鴻國泰95購01,"1,995","1,995",0,0.00,100.00
1018,706054,穩懋中信95購03,"5,000","5,000",0,0.00,100.00
1019,706056,穩懋元富95購01,"2,000","2,000",0,0.00,100.00
1020,706099,雙鴻兆豐94購01,0,"5,000",-5000,-100.00,100.00
1021,706100,穩懋兆豐94購01,0,"1,500",-1500,-100.00,100.00
1022,706107,網龍國票94購01,0,800,-800,-100.00,100.00
1023,706108,威剛富邦97購01,"5,000","5,000",0,0.00,100.00
1024,706109,雙鴻富邦97購01,"10,000","10,000",0,0.00,100.00
1025,706112,原相元大95購01,500,500,0,0.00,100.00
1026,706124,群聯兆豐94購02,0,"1,000",-1000,-100.00,100.00
1027,706125,聚積兆豐94購01,0,"1,000",-1000,-100.00,100.00
1028,706130,雙美群益95購01,"10,000","10,000",0,0.00,100.00
1029,706133,鈺太國票95購02,500,500,0,0.00,100.00
1030,706134,穩懋富邦95購01,"1,366","1,366",0,0.00,100.00
1031,706150,聖暉凱基94購01,0,500,-500,-100.00,100.00
1032,706154,波若威永豐94購01,0,500,-500,-100.00,100.00
1033,706157,穩懋永豐94購01,0,"1,000",-1000,-100.00,100.00
1034,706164,博智元大95購01,600,600,0,0.00,100.00
1035,706166,神盾台新94購01,0,"1,000",-1000,-100.00,100.00
1036,706167,三貝德國票95購01,500,500,0,0.00,100.00
1037,706168,大田國票94購01,0,800,-800,-100.00,100.00
1038,706169,精華國票94購01,0,800,-800,-100.00,100.00
1039,706170,廣明國票94購01,0,500,-500,-100.00,100.00
1040,706171,鐿鈦國票95購01,800,800,0,0.00,100.00
1041,706172,金居國泰94購01,0,950,-950,-100.00,100.00
1042,706173,神盾國泰95購01,500,500,0,0.00,100.00
1043,706174,晶焱國泰94購01,0,500,-500,-100.00,100.00
1044,706175,譜瑞國泰95購01,500,500,0,0.00,100.00
1045,706178,建榮群益94購03,"1,100","1,100",0,0.00,100.00
1046,706182,閎康凱基94購01,500,500,0,0.00,100.00
1047,706183,聚積凱基94購01,500,500,0,0.00,100.00
1048,706184,神盾統一94購01,"10,000","10,000",0,0.00,100.00
1049,706186,中美晶元富94購02,500,500,0,0.00,100.00
1050,706190,大江國票94購01,"1,000","1,000",0,0.00,100.00
1051,706192,同致國票94購01,800,800,0,0.00,100.00
1052,706193,良維國票94購01,500,500,0,0.00,100.00
1053,706194,博智國票95購01,500,500,0,0.00,100.00
1054,706195,順達國票94購01,500,500,0,0.00,100.00
1055,706197,聯亞國票94購01,500,500,0,0.00,100.00
1056,706198,中美晶國泰94購01,510,510,0,0.00,100.00
1057,706199,昇達科國泰95購01,500,500,0,0.00,100.00
1058,706200,保瑞國泰95購02,700,700,0,0.00,100.00
1059,706207,直得元大94購01,"5,000","5,000",0,0.00,100.00
1060,706210,神盾元大94購05,"1,000","1,000",0,0.00,100.00
1061,706212,廣明元大94購01,"1,000","1,000",0,0.00,100.00
1062,706213,緯軟元大94購04,"1,000","1,000",0,0.00,100.00
1063,706215,神盾統一94購02,500,500,0,0.00,100.00
1064,706223,立端國票94購01,800,800,0,0.00,100.00
1065,706224,昂寶國票94購01,500,500,0,0.00,100.00
1066,706226,金可國票94購01,500,500,0,0.00,100.00
1067,706227,信昌電國票94購01,800,800,0,0.00,100.00
1068,706228,威剛國票94購01,500,500,0,0.00,100.00
1069,706229,智擎國票94購01,"6,000","6,000",0,0.00,100.00
1070,706234,神盾元富94購01,500,500,0,0.00,100.00
1071,706235,環球晶元富94購02,500,500,0,0.00,100.00
1072,706241,碩禾永豐94購01,500,500,0,0.00,100.00
1073,706242,宜鼎兆豐94購01,"1,000","1,000",0,0.00,100.00
1074,706243,神盾兆豐94購01,"5,000","5,000",0,0.00,100.00
1075,706244,網龍群益94購01,"1,200","1,200",0,0.00,100.00
1076,706254,宣德國票95購01,500,500,0,0.00,100.00
1077,706255,泰博國票95購01,"1,000","1,000",0,0.00,100.00
1078,706256,神盾富邦96購01,"1,000","1,000",0,0.00,100.00
1079,706259,晟德兆豐95購01,"5,000","5,000",0,0.00,100.00
1080,706262,美琪瑪麥證95購01,"5,000","5,000",0,0.00,100.00
1081,706267,合晶元大96購01,"1,000","1,000",0,0.00,100.00
1082,706269,良維元大95購01,"1,000","1,000",0,0.00,100.00
1083,706270,宜鼎元大95購01,"1,000","1,000",0,0.00,100.00
1084,706272,杰力元大95購01,500,500,0,0.00,100.00
1085,706274,群聯元大95購01,"1,000","1,000",0,0.00,100.00
1086,706285,金可兆豐95購01,"5,000","5,000",0,0.00,100.00
1087,706286,緯軟兆豐95購01,"1,000","1,000",0,0.00,100.00
1088,706287,環球晶兆豐95購01,"5,000","5,000",0,0.00,100.00
1089,706288,譜瑞兆豐95購01,"5,000","5,000",0,0.00,100.00
1090,706293,杰力中信95購01,"5,000","5,000",0,0.00,100.00
1091,706296,穩懋統一96購01,"1,000","1,000",0,0.00,100.00
1092,706302,三貝德國票96購01,500,500,0,0.00,100.00
1093,706306,昂寶國票95購01,500,500,0,0.00,100.00
1094,706307,勝麗國票95購01,500,500,0,0.00,100.00
1095,706309,新揚科國票95購01,500,500,0,0.00,100.00
1096,706310,聯亞國票95購01,500,500,0,0.00,100.00
1097,706312,大學光國泰95購01,630,630,0,0.00,100.00
1098,706313,宇峻國泰95購01,500,500,0,0.00,100.00
1099,706314,安勤國泰95購01,580,580,0,0.00,100.00
1100,706325,群聯元大95購02,500,500,0,0.00,100.00
1101,706345,雙鴻永豐95購01,500,500,0,0.00,100.00
1102,706357,網家元富96購01,"13,500","13,500",0,0.00,100.00
1103,706360,東洋統一95購01,"2,200","2,200",0,0.00,100.00
1104,706369,優群國票95購01,500,500,0,0.00,100.00
1105,706370,穩懋國票95購01,500,500,0,0.00,100.00
1106,706371,迅得國泰95購01,500,500,0,0.00,100.00
1107,706372,新揚科國泰95購01,"1,000","1,000",0,0.00,100.00
1108,706373,雙鴻國泰96購01,790,790,0,0.00,100.00
1109,706374,中美晶富邦95購01,"1,000","1,000",0,0.00,100.00
1110,706375,晶焱兆豐95購01,"5,000","5,000",0,0.00,100.00
1111,706379,宏觀群益95購01,"5,000","5,000",0,0.00,100.00
1112,706383,群聯群益96購01,500,"1,000",-500,-50.00,100.00
1113,706385,大學光永豐95購01,500,500,0,0.00,100.00
1114,706386,迅得永豐95購01,500,500,0,0.00,100.00
1115,706387,新揚科永豐95購01,500,500,0,0.00,100.00
1116,706389,金居元富95購01,500,500,0,0.00,100.00
1117,706390,大江元大95購01,"1,000","1,000",0,0.00,100.00
1118,706393,昇達科元大96購01,500,500,0,0.00,100.00
1119,706395,威剛元大95購01,685,685,0,0.00,100.00
1120,706396,神盾元大95購02,"1,400","1,400",0,0.00,100.00
1121,706398,優群元大95購01,500,500,0,0.00,100.00
1122,706405,原相元富95購01,500,500,0,0.00,100.00
1123,706408,昂寶元大96購01,500,"1,000",-500,-50.00,100.00
1124,706409,金居元大95購01,550,550,0,0.00,100.00
1125,706410,信昌電元大96購01,600,600,0,0.00,100.00
1126,706411,保瑞元大95購01,"1,000","1,000",0,0.00,100.00
1127,706412,宣德元大95購02,"1,000","1,000",0,0.00,100.00
1128,706414,晶焱元大95購01,500,500,0,0.00,100.00
1129,706415,緯軟元大96購02,"1,150","1,150",0,0.00,100.00
1130,706417,雙鴻元大97購01,"10,000","10,000",0,0.00,100.00
1131,706419,鈺太元大96購01,"1,000","1,000",0,0.00,100.00
1132,706423,宏觀群益96購01,"5,000","5,000",0,0.00,100.00
1133,706427,雙鴻群益96購01,"2,000","2,000",0,0.00,100.00
1134,706428,鐿鈦群益95購01,"3,500","3,500",0,0.00,100.00
1135,706429,宇峻國票95購01,700,700,0,0.00,100.00
1136,706430,建榮國票96購01,500,500,0,0.00,100.00
1137,706432,環球晶國票95購01,500,500,0,0.00,100.00
1138,706434,宏捷科國泰95購01,"1,600","1,600",0,0.00,100.00
1139,706435,保瑞國泰95購03,500,500,0,0.00,100.00
1140,706436,穩懋富邦96購01,"1,176","1,371",-195,-14.22,100.00
1141,706440,宏捷科永豐95購01,"1,128","1,128",0,0.00,100.00
1142,706445,緯軟麥證95購01,"1,000","1,000",0,0.00,100.00
1143,706446,雙鴻麥證96購01,"1,000","1,000",0,0.00,100.00
1144,706447,中美晶元富95購02,"1,000","1,000",0,0.00,100.00
1145,706448,威剛元富97購01,"2,000","2,000",0,0.00,100.00
1146,706453,美琪瑪元大95購01,500,500,0,0.00,100.00
1147,706456,神盾元大95購03,"1,250","1,250",0,0.00,100.00
1148,706458,群聯元大95購03,"1,000","1,000",0,0.00,100.00
1149,706461,元太富邦96購01,"15,000","15,000",0,0.00,100.00
1150,706462,鐿鈦國票95購02,800,800,0,0.00,100.00
1151,706475,元太兆豐95購01,"5,000","5,000",0,0.00,100.00
1152,706477,雙鴻兆豐95購01,"1,500","1,500",0,0.00,100.00
1153,706481,雙鴻群益96購02,"1,000","1,000",0,0.00,100.00
1154,706488,雙鴻永豐95購02,500,500,0,0.00,100.00
1155,706501,網龍永豐95購01,700,700,0,0.00,100.00
1156,706502,雙鴻永豐95購03,500,500,0,0.00,100.00
1157,706508,大江兆豐95購01,"5,000","5,000",0,0.00,100.00
1158,706511,精華兆豐95購01,"5,000","5,000",0,0.00,100.00
1159,706513,金居群益96購01,"1,500","1,500",0,0.00,100.00
1160,706516,大田元大96購01,500,500,0,0.00,100.00
1161,706517,大江元大95購02,"1,000","1,000",0,0.00,100.00
1162,706518,杰力元大96購01,500,500,0,0.00,100.00
1163,706523,M31國票95購01,500,500,0,0.00,100.00
1164,706527,晶焱國票95購01,"1,000","1,000",0,0.00,100.00
1165,706528,廣明國票95購01,"1,000","1,000",0,0.00,100.00
1166,706529,M31國泰96購01,"2,600","2,600",0,0.00,100.00
1167,706530,群聯國泰96購01,500,500,0,0.00,100.00
1168,706531,雙鴻國泰96購02,675,675,0,0.00,100.00
1169,706536,大中元大95購01,"1,000","1,000",0,0.00,100.00
1170,706537,元太元大95購01,"5,000","5,000",0,0.00,100.00
1171,706538,宏觀元大95購01,500,500,0,0.00,100.00
1172,706539,信昌電元大95購01,"5,000","5,000",0,0.00,100.00
1173,706540,保瑞元大95購02,"1,000","1,000",0,0.00,100.00
1174,706541,神盾元大95購05,"2,250","2,250",0,0.00,100.00
1175,706542,精華元大95購01,"1,000","1,000",0,0.00,100.00
1176,706543,聯亞元大95購01,700,700,0,0.00,100.00
1177,706544,譜瑞元大95購01,500,500,0,0.00,100.00
1178,706546,建榮元富95購01,"1,000","1,000",0,0.00,100.00
1179,706547,昇達科兆豐95購01,"5,000","5,000",0,0.00,100.00
1180,706548,M31國票95購02,500,500,0,0.00,100.00
1181,706549,大江國票95購01,"1,000","1,000",0,0.00,100.00
1182,706550,宏捷科國票95購02,"2,380","2,380",0,0.00,100.00
1183,706551,雙鴻國票95購01,500,500,0,0.00,100.00
1184,706554,神盾群益96購01,"5,000","5,000",0,0.00,100.00
1185,706556,由田富邦96購01,545,545,0,0.00,100.00
1186,706561,雙美永豐95購01,500,500,0,0.00,100.00
1187,706564,元太群益95購01,"1,500","1,500",0,0.00,100.00
1188,706569,金居國票95購01,500,500,0,0.00,100.00
1189,706570,泰博國票95購02,500,500,0,0.00,100.00
1190,706572,宏捷科元大95購01,"2,800","2,800",0,0.00,100.00
1191,706574,建榮元大97購01,"1,000","1,000",0,0.00,100.00
1192,706584,神盾國票95購02,"1,000","1,000",0,0.00,100.00
1193,706585,宏捷科國泰95購03,"5,000","5,000",0,0.00,100.00
1194,706586,凡甲統一95購01,"1,000","1,000",0,0.00,100.00
1195,706587,凡甲統一95購02,"1,000","1,000",0,0.00,100.00
1196,706588,雙美統一95購01,"15,000","15,000",0,0.00,100.00
1197,706596,建榮永豐96購01,500,500,0,0.00,100.00
1198,706598,碩禾永豐95購01,500,500,0,0.00,100.00
1199,706602,大江元大96購01,"6,500","6,500",0,0.00,100.00
1200,706604,勝麗元大95購01,600,600,0,0.00,100.00
1201,706607,中美晶兆豐95購02,"1,500","1,500",0,0.00,100.00
1202,706610,昂寶群益95購01,600,600,0,0.00,100.00
1203,706612,原相群益97購01,500,800,-300,-37.50,100.00
1204,706614,櫃200永昌96購01,500,500,0,0.00,100.00
1205,706615,櫃200永昌96購02,500,500,0,0.00,100.00
1206,706616,櫃200永昌96購03,501,501,0,0.00,100.00
1207,706617,M31中信95購01,"1,000","1,000",0,0.00,100.00
1208,706618,原相國泰96購01,500,500,0,0.00,100.00
1209,706619,環球晶國泰95購01,500,500,0,0.00,100.00
1210,706624,雙鴻凱基96購01,647,647,0,0.00,100.00
1211,706631,櫃200第一96購01,"5,000","5,000",0,0.00,100.00
1212,706633,合晶台新95購01,"5,000","5,000",0,0.00,100.00
1213,706642,中美晶元大95購02,500,500,0,0.00,100.00
1214,706645,昂寶元大97購01,600,"1,000",-400,-40.00,100.00
1215,706646,昇達科元大96購02,500,500,0,0.00,100.00
1216,706647,金居元大95購02,540,540,0,0.00,100.00
1217,706651,雙美元大96購01,"3,000","3,000",0,0.00,100.00
1218,706653,環球晶麥證95購01,"10,000","10,000",0,0.00,100.00
1219,706656,緯軟兆豐95購02,"5,000","5,000",0,0.00,100.00
1220,706657,環球晶兆豐95購02,"5,000","5,000",0,0.00,100.00
1221,706658,穩懋兆豐95購01,"15,000","15,000",0,0.00,100.00
1222,706659,中美晶台新95購01,"1,000","1,000",0,0.00,100.00
1223,706666,雙鴻群益95購02,"5,000","5,000",0,0.00,100.00
1224,706668,昂寶元大96購02,500,"1,000",-500,-50.00,100.00
1225,706690,環球晶富邦98購01,"10,000","10,000",0,0.00,100.00
1226,706698,大學光永豐95購02,500,500,0,0.00,100.00
1227,706703,信昌電兆豐95購01,"5,000","5,000",0,0.00,100.00
1228,706704,保瑞兆豐95購01,"1,000","1,000",0,0.00,100.00
1229,706705,建榮兆豐95購01,"1,000","1,000",0,0.00,100.00
1230,706726,M31元大96購01,"1,500","1,500",0,0.00,100.00
1231,706731,良維元大97購01,500,500,0,0.00,100.00
1232,706733,神盾元大96購01,"3,000","3,000",0,0.00,100.00
1233,706739,新鉅科國泰95購01,500,500,0,0.00,100.00
1234,706740,新鉅科國泰95購02,500,500,0,0.00,100.00
1235,706741,精華國泰95購01,500,500,0,0.00,100.00
1236,706742,群聯富邦95購01,"1,000","1,000",0,0.00,100.00
1237,706747,安勤統一95購01,"1,000","1,000",0,0.00,100.00
1238,706748,安勤統一95購02,"1,000","1,000",0,0.00,100.00
1239,706751,同致國票95購01,800,800,0,0.00,100.00
1240,706752,波若威國票95購01,500,500,0,0.00,100.00
1241,706754,碩禾台新96購01,"1,000","5,000",-4000,-80.00,100.00
1242,706758,六角國泰96購01,500,500,0,0.00,100.00
1243,706759,雙美國泰95購01,"5,700","5,700",0,0.00,100.00
1244,706760,鈺太國泰95購01,510,540,-30,-5.55,100.00
1245,706761,鐿鈦國泰96購01,500,500,0,0.00,100.00
1246,706762,大江兆豐95購02,"5,000","5,000",0,0.00,100.00
1247,706763,勝麗兆豐95購01,"5,000","5,000",0,0.00,100.00
1248,706765,六角元大96購01,500,500,0,0.00,100.00
1249,706767,群聯元大95購04,500,500,0,0.00,100.00
1250,706769,環球晶元大95購02,600,600,0,0.00,100.00
1251,706773,優群群益95購01,500,500,0,0.00,100.00
1252,706774,雙美群益96購01,"5,000","5,000",0,0.00,100.00
1253,706787,博智國票95購02,500,500,0,0.00,100.00
1254,706788,大學光國泰96購01,510,510,0,0.00,100.00
1255,706792,威剛元大96購01,539,"1,000",-461,-46.10,100.00
1256,706796,鈺太元大96購02,"1,000","1,000",0,0.00,100.00
1257,706797,昂寶元大94購01,0,500,-500,-100.00,100.00
1258,706798,杰力元大94購02,0,500,-500,-100.00,100.00
1259,706799,茂達元大94購02,0,500,-500,-100.00,100.00
1260,706800,原相元大96購01,500,725,-225,-31.03,100.00
1261,706801,環球晶元大94購16,0,500,-500,-100.00,100.00
1262,706802,環球晶統一94購04,0,"2,000",-2000,-100.00,100.00
1263,706803,環球晶中信97購01,"15,000","15,000",0,0.00,100.00
1264,706804,由田國泰96購01,500,500,0,0.00,100.00
1265,706805,宣德凱基94購02,0,500,-500,-100.00,100.00
1266,706806,雙美凱基94購01,0,500,-500,-100.00,100.00
1267,706807,精華麥證94購01,0,"10,000",-10000,-100.00,100.00
1268,706808,泰博元富94購01,0,500,-500,-100.00,100.00
1269,706809,神盾元富95購01,"1,000","1,000",0,0.00,100.00
1270,706810,緯軟元富94購01,0,500,-500,-100.00,100.00
1271,706811,環球晶元富95購03,"5,000","5,000",0,0.00,100.00
1272,706812,凡甲台新94購01,0,"1,000",-1000,-100.00,100.00
1273,706813,台燿第一94購01,0,"15,000",-15000,-100.00,100.00
1274,706814,由田永豐94購02,0,500,-500,-100.00,100.00
1275,706815,金居永豐94購01,0,500,-500,-100.00,100.00
1276,706816,原相永豐94購03,0,500,-500,-100.00,100.00
1277,706817,廣明永豐94購01,0,"1,000",-1000,-100.00,100.00
1278,706818,廣積永豐94購01,0,500,-500,-100.00,100.00
1279,706819,優群永豐94購03,0,500,-500,-100.00,100.00
1280,706820,櫃200永豐94購01,0,"5,000",-5000,-100.00,100.00
1281,706821,雙鴻永豐95購04,500,500,0,0.00,100.00
1282,706822,立端群益95購01,600,600,0,0.00,100.00
1283,706823,勝麗群益94購01,0,"1,500",-1500,-100.00,100.00
1284,706824,群聯群益94購03,0,700,-700,-100.00,100.00
1285,706825,穩懋統一96購02,"1,000","1,000",0,0.00,100.00
1286,706826,凡甲中信94購01,0,"1,000",-1000,-100.00,100.00
1287,706827,凡甲元大94購03,0,"1,000",-1000,-100.00,100.00
1288,706828,世界元大94購02,0,"1,000",-1000,-100.00,100.00
1289,706829,台半元大94購01,0,"1,000",-1000,-100.00,100.00
1290,706830,迅得元大95購01,700,700,0,0.00,100.00
1291,706831,聖暉元大94購01,0,600,-600,-100.00,100.00
1292,706832,環球晶元大94購18,0,500,-500,-100.00,100.00
1293,706833,鈺太元大96購03,"1,000","1,000",0,0.00,100.00
1294,706834,昇達科永豐94購02,0,500,-500,-100.00,100.00
1295,706835,東隆興永豐94購01,0,500,-500,-100.00,100.00
1296,706836,振曜永豐94購01,0,500,-500,-100.00,100.00
1297,706837,網家永豐94購02,0,500,-500,-100.00,100.00
1298,706838,聚積永豐94購01,0,500,-500,-100.00,100.00
1299,706839,鈺太永豐94購04,0,535,-535,-100.00,100.00
1300,706840,良維國票95購01,800,800,0,0.00,100.00
1301,706841,保瑞國票95購01,500,500,0,0.00,100.00
1302,706842,群聯國票94購03,0,500,-500,-100.00,100.00
1303,706843,碩禾國票95購01,500,500,0,0.00,100.00
1304,706844,新鉅科富邦98購01,"10,000","10,000",0,0.00,100.00
1305,706845,中美晶凱基94購06,0,500,-500,-100.00,100.00
1306,706846,金可凱基94購02,0,500,-500,-100.00,100.00
1307,706847,神盾凱基94購01,0,500,-500,-100.00,100.00
1308,706848,碩禾凱基94購01,0,500,-500,-100.00,100.00
1309,706849,精華凱基94購03,0,500,-500,-100.00,100.00
1310,706850,廣明凱基94購06,0,500,-500,-100.00,100.00
1311,706851,穩懋凱基94購10,0,500,-500,-100.00,100.00
1312,706852,穩懋麥證94購01,0,"1,000",-1000,-100.00,100.00
1313,706853,神盾元富95購02,"1,000","1,000",0,0.00,100.00
1314,706854,聯亞台新94購01,0,"1,000",-1000,-100.00,100.00
1315,706855,原相兆豐95購02,"1,000","1,000",0,0.00,100.00
1316,706856,環球晶兆豐95購04,"5,000","5,000",0,0.00,100.00
1317,706857,凡甲康和94購01,0,"1,000",-1000,-100.00,100.00
1318,706858,由田群益96購01,600,600,0,0.00,100.00
1319,706859,環球晶群益94購07,0,600,-600,-100.00,100.00
1320,706860,原相中信94購01,0,"1,000",-1000,-100.00,100.00
1321,706861,金居凱基94購01,0,500,-500,-100.00,100.00
1322,706862,泰博凱基94購03,0,500,-500,-100.00,100.00
1323,706863,環宇凱基94購01,0,500,-500,-100.00,100.00
1324,706864,環球晶凱基94購09,0,991,-991,-100.00,100.00
1325,706865,環球晶統一94購05,0,"2,100",-2100,-100.00,100.00
1326,706866,凡甲國票95購01,"1,000","1,000",0,0.00,100.00
1327,706867,中美晶國票95購01,500,500,0,0.00,100.00
1328,706868,神盾國票96購01,500,500,0,0.00,100.00
1329,706869,環球晶國票95購02,729,729,0,0.00,100.00
1330,706870,原相群益97購02,"1,500","1,500",0,0.00,100.00
1331,706871,台半永豐94購01,0,500,-500,-100.00,100.00
1332,706872,波若威永豐95購01,500,500,0,0.00,100.00
1333,706873,宣德永豐94購03,0,500,-500,-100.00,100.00
1334,706874,閎康永豐94購02,0,500,-500,-100.00,100.00
