,證券代號,證券名稱,本週股額(A),上週股額(B),增減數額(A-B),增減比率(A-B)/B,發行比率(%)
1170,706193,良維國票94購01,500,500,0,0.00,100.00
1171,706194,博智國票95購01,500,500,0,0.00,100.00
1172,706195,順達國票94購01,500,500,0,0.00,100.00
1173,706197,聯亞國票94購01,500,500,0,0.00,100.00
1174,706198,中美晶國泰94購01,510,510,0,0.00,100.00
1175,706199,昇達科國泰95購01,500,500,0,0.00,100.00
1176,706200,保瑞國泰95購02,700,700,0,0.00,100.00
1177,706207,直得元大94購01,"5,000","5,000",0,0.00,100.00
1178,706210,神盾元大94購05,"1,000","1,000",0,0.00,100.00
1179,706212,廣明元大94購01,"1,000","1,000",0,0.00,100.00
1180,706213,緯軟元大94購04,"1,000","1,000",0,0.00,100.00
1181,706215,神盾統一94購02,500,500,0,0.00,100.00
1182,706223,立端國票94購01,800,800,0,0.00,100.00
1183,706224,昂寶國票94購01,500,500,0,0.00,100.00
1184,706226,金可國票94購01,800,800,0,0.00,100.00
1185,706227,信昌電國票94購01,800,800,0,0.00,100.00
1186,706228,威剛國票94購01,500,500,0,0.00,100.00
1187,706229,智擎國票94購01,"6,000","6,000",0,0.00,100.00
1188,706234,神盾元富94購01,"1,000","1,000",0,0.00,100.00
1189,706235,環球晶元富94購02,"5,000","5,000",0,0.00,100.00
1190,706241,碩禾永豐94購01,500,500,0,0.00,100.00
1191,706242,宜鼎兆豐94購01,"1,000","1,000",0,0.00,100.00
1192,706243,神盾兆豐94購01,"5,000","5,000",0,0.00,100.00
1193,706244,網龍群益94購01,"1,200","1,200",0,0.00,100.00
1194,706245,穩懋統一94購04,0,"10,000",-10000,-100.00,100.00
1195,706246,譜瑞統一94購01,0,"2,100",-2100,-100.00,100.00
1196,706247,由田凱基94購01,0,500,-500,-100.00,100.00
1197,706248,宜鼎凱基94購01,0,500,-500,-100.00,100.00
1198,706249,美琪瑪凱基94購01,0,500,-500,-100.00,100.00
1199,706250,廣明凱基94購05,0,500,-500,-100.00,100.00
1200,706251,環球晶凱基94購01,0,500,-500,-100.00,100.00
1201,706252,穩懋凱基94購03,0,500,-500,-100.00,100.00
1202,706253,鈺太凱基94購01,0,500,-500,-100.00,100.00
1203,706254,宣德國票95購01,500,500,0,0.00,100.00
1204,706255,泰博國票95購01,"1,000","1,700",-700,-41.17,100.00
1205,706256,神盾富邦96購01,"1,000","10,000",-9000,-90.00,100.00
1206,706257,新普富邦94購01,0,"10,000",-10000,-100.00,100.00
1207,706258,穩懋兆豐94購02,0,"1,000",-1000,-100.00,100.00
1208,706259,晟德兆豐95購01,"5,000","5,000",0,0.00,100.00
1209,706260,大江群益94購02,0,600,-600,-100.00,100.00
1210,706261,神盾麥證94購01,0,"1,000",-1000,-100.00,100.00
1211,706262,美琪瑪麥證95購01,"5,000","5,000",0,0.00,100.00
1212,706263,良維元富94購01,0,"1,000",-1000,-100.00,100.00
1213,706264,中美晶台新94購01,0,"1,000",-1000,-100.00,100.00
1214,706265,合晶台新94購01,0,"1,000",-1000,-100.00,100.00
1215,706266,中美晶元大94購01,0,600,-600,-100.00,100.00
1216,706267,合晶元大96購01,"1,000","1,000",0,0.00,100.00
1217,706268,宏觀元大94購02,0,600,-600,-100.00,100.00
1218,706269,良維元大95購01,"1,000","1,000",0,0.00,100.00
1219,706270,宜鼎元大95購01,"1,000","1,000",0,0.00,100.00
1220,706271,昇達科元大94購01,0,500,-500,-100.00,100.00
1221,706272,杰力元大95購01,500,500,0,0.00,100.00
1222,706273,勝麗元大94購01,0,500,-500,-100.00,100.00
1223,706274,群聯元大95購01,"1,000","1,000",0,0.00,100.00
1224,706275,聚積元大94購01,0,500,-500,-100.00,100.00
1225,706276,中美晶日盛94購01,0,"1,000",-1000,-100.00,100.00
1226,706277,三貝德永豐94購01,0,500,-500,-100.00,100.00
1227,706278,上詮永豐94購01,0,500,-500,-100.00,100.00
1228,706279,大宇資永豐94購01,0,500,-500,-100.00,100.00
1229,706280,信昌電永豐94購01,0,500,-500,-100.00,100.00
1230,706281,原相永豐94購02,0,500,-500,-100.00,100.00
1231,706282,勝麗永豐94購01,0,500,-500,-100.00,100.00
1232,706283,緯軟永豐94購01,0,500,-500,-100.00,100.00
1233,706284,鐿鈦永豐94購01,0,"1,000",-1000,-100.00,100.00
1234,706285,金可兆豐95購01,"5,000","5,000",0,0.00,100.00
1235,706286,緯軟兆豐95購01,"1,000","1,000",0,0.00,100.00
1236,706287,環球晶兆豐95購01,"5,000","5,000",0,0.00,100.00
1237,706288,譜瑞兆豐95購01,"5,000","5,000",0,0.00,100.00
1238,706289,宜鼎群益94購01,0,700,-700,-100.00,100.00
1239,706290,信昌電群益94購01,0,600,-600,-100.00,100.00
1240,706291,弘塑中信94購01,0,"1,000",-1000,-100.00,100.00
1241,706292,兆利中信94購01,0,"1,000",-1000,-100.00,100.00
1242,706293,杰力中信95購01,"5,000","5,000",0,0.00,100.00
1243,706294,原相統一94購01,0,"1,000",-1000,-100.00,100.00
1244,706295,雙鴻統一94購01,0,"1,000",-1000,-100.00,100.00
1245,706296,穩懋統一96購01,"1,000","1,000",0,0.00,100.00
1246,706297,大宇資凱基94購02,0,500,-500,-100.00,100.00
1247,706298,立端凱基94購01,0,500,-500,-100.00,100.00
1248,706299,宇峻凱基94購01,0,500,-500,-100.00,100.00
1249,706300,穩懋凱基94購04,0,500,-500,-100.00,100.00
1250,706301,譜瑞凱基94購02,0,500,-500,-100.00,100.00
1251,706302,三貝德國票96購01,"1,000","1,000",0,0.00,100.00
1252,706303,大學光國票94購01,0,"1,500",-1500,-100.00,100.00
1253,706304,迅得國票94購01,0,500,-500,-100.00,100.00
1254,706305,迅得國票94購02,0,500,-500,-100.00,100.00
1255,706306,昂寶國票95購01,500,500,0,0.00,100.00
1256,706307,勝麗國票95購01,500,500,0,0.00,100.00
1257,706308,新揚科國票94購01,0,"5,500",-5500,-100.00,100.00
1258,706309,新揚科國票95購01,800,800,0,0.00,100.00
1259,706310,聯亞國票95購01,500,500,0,0.00,100.00
1260,706311,大學光國泰94購01,0,"1,000",-1000,-100.00,100.00
1261,706312,大學光國泰95購01,630,630,0,0.00,100.00
1262,706313,宇峻國泰95購01,500,500,0,0.00,100.00
1263,706314,安勤國泰95購01,580,580,0,0.00,100.00
1264,706315,晟德富邦94購01,0,"2,000",-2000,-100.00,100.00
1265,706316,大學光元大94購01,0,"1,000",-1000,-100.00,100.00
1266,706317,大學光元大94購02,0,"1,000",-1000,-100.00,100.00
1267,706318,大學光元大94購03,0,"1,000",-1000,-100.00,100.00
1268,706319,六角元大94購01,0,"1,000",-1000,-100.00,100.00
1269,706320,光頡元大94購01,0,"1,100",-1100,-100.00,100.00
1270,706321,宇峻元大94購01,0,600,-600,-100.00,100.00
1271,706322,良維元大94購01,0,500,-500,-100.00,100.00
1272,706323,迅得元大94購01,0,600,-600,-100.00,100.00
1273,706324,新揚科元大94購01,0,500,-500,-100.00,100.00
1274,706325,群聯元大95購02,500,500,0,0.00,100.00
1275,706326,網家元大94購01,0,"1,000",-1000,-100.00,100.00
1276,706327,網龍元大94購01,0,"8,000",-8000,-100.00,100.00
1277,706328,環球晶元大94購02,0,"5,000",-5000,-100.00,100.00
1278,706329,雙美元大94購02,0,"2,300",-2300,-100.00,100.00
1279,706330,穩懋元大94購01,0,600,-600,-100.00,100.00
1280,706331,大學光永豐94購01,0,500,-500,-100.00,100.00
1281,706332,中美晶永豐94購01,0,500,-500,-100.00,100.00
1282,706333,光頡永豐94購01,0,500,-500,-100.00,100.00
1283,706334,宇峻永豐94購01,0,500,-500,-100.00,100.00
1284,706335,安勤永豐94購01,0,500,-500,-100.00,100.00
1285,706336,迅得永豐94購01,0,700,-700,-100.00,100.00
1286,706337,協益永豐94購01,0,500,-500,-100.00,100.00
1287,706338,東洋永豐94購01,0,500,-500,-100.00,100.00
1288,706339,長科*永豐94購01,0,"1,400",-1400,-100.00,100.00
1289,706340,保瑞永豐94購01,0,500,-500,-100.00,100.00
1290,706341,博智永豐94購01,0,500,-500,-100.00,100.00
1291,706342,新揚科永豐94購01,0,500,-500,-100.00,100.00
1292,706343,碩禾永豐94購02,0,500,-500,-100.00,100.00
1293,706344,網家永豐94購01,0,500,-500,-100.00,100.00
1294,706345,雙鴻永豐95購01,500,700,-200,-28.57,100.00
1295,706346,弘塑康和94購01,0,"3,000",-3000,-100.00,100.00
1296,706347,安勤康和94購01,0,"1,000",-1000,-100.00,100.00
1297,706348,江興鍛康和94購01,0,"5,000",-5000,-100.00,100.00
1298,706349,長科*康和94購01,0,"3,000",-3000,-100.00,100.00
1299,706350,威剛康和94購01,0,"1,000",-1000,-100.00,100.00
1300,706351,網家康和94購01,0,"1,000",-1000,-100.00,100.00
1301,706352,穩懋日盛94購01,0,"1,000",-1000,-100.00,100.00
1302,706353,雙鴻第一94購01,0,"1,000",-1000,-100.00,100.00
1303,706354,同致元富94購01,0,"1,000",-1000,-100.00,100.00
1304,706355,新漢元富94購01,0,"1,000",-1000,-100.00,100.00
1305,706356,業強元富94購01,0,"2,000",-2000,-100.00,100.00
1306,706357,網家元富96購01,"13,500","13,500",0,0.00,100.00
1307,706358,網家中信94購01,0,"10,000",-10000,-100.00,100.00
1308,706359,中美晶統一94購01,0,"1,000",-1000,-100.00,100.00
1309,706360,東洋統一95購01,"2,200","2,200",0,0.00,100.00
1310,706361,環球晶統一94購01,0,"2,200",-2200,-100.00,100.00
1311,706362,台燿凱基94購01,0,500,-500,-100.00,100.00
1312,706363,新普凱基94購01,0,500,-500,-100.00,100.00
1313,706364,榮剛凱基94購01,0,500,-500,-100.00,100.00
1314,706365,精華凱基94購01,0,500,-500,-100.00,100.00
1315,706366,環球晶凱基94購03,0,500,-500,-100.00,100.00
1316,706367,宇峻國票94購01,0,"1,000",-1000,-100.00,100.00
1317,706368,廣明國票94購02,0,"1,000",-1000,-100.00,100.00
1318,706369,優群國票95購01,500,500,0,0.00,100.00
1319,706370,穩懋國票95購01,"3,200","3,200",0,0.00,100.00
1320,706371,迅得國泰95購01,500,500,0,0.00,100.00
1321,706372,新揚科國泰95購01,"1,000","1,000",0,0.00,100.00
1322,706373,雙鴻國泰96購01,790,790,0,0.00,100.00
1323,706374,中美晶富邦95購01,"1,000","1,000",0,0.00,100.00
1324,706375,晶焱兆豐95購01,"5,000","5,000",0,0.00,100.00
1325,706376,合晶群益94購01,0,600,-600,-100.00,100.00
1326,706377,宇峻群益94購01,0,500,-500,-100.00,100.00
1327,706378,安勤群益94購01,0,"1,600",-1600,-100.00,100.00
1328,706379,宏觀群益95購01,"5,000","5,000",0,0.00,100.00
1329,706380,佳邦群益94購01,0,"1,000",-1000,-100.00,100.00
1330,706381,協益群益94購01,0,"1,000",-1000,-100.00,100.00
1331,706382,皇田群益94購01,0,500,-500,-100.00,100.00
1332,706383,群聯群益96購01,"1,000","1,300",-300,-23.07,100.00
1333,706384,網家群益94購01,0,"1,380",-1380,-100.00,100.00
1334,706385,大學光永豐95購01,500,500,0,0.00,100.00
1335,706386,迅得永豐95購01,500,500,0,0.00,100.00
1336,706387,新揚科永豐95購01,500,500,0,0.00,100.00
1337,706388,雙美永豐94購01,0,"5,022",-5022,-100.00,100.00
1338,706389,金居元富95購01,"2,000","2,000",0,0.00,100.00
1339,706390,大江元大95購01,"1,000","1,000",0,0.00,100.00
1340,706391,中美晶元大94購02,0,600,-600,-100.00,100.00
1341,706392,元太元大94購01,0,"5,000",-5000,-100.00,100.00
1342,706393,昇達科元大96購01,500,500,0,0.00,100.00
1343,706394,直得元大94購02,0,"1,500",-1500,-100.00,100.00
1344,706395,威剛元大95購01,685,685,0,0.00,100.00
1345,706396,神盾元大95購02,"1,400","1,400",0,0.00,100.00
1346,706397,順達元大94購01,0,"8,000",-8000,-100.00,100.00
1347,706398,優群元大95購01,"1,000","1,000",0,0.00,100.00
1348,706399,環球晶元大94購04,0,"5,000",-5000,-100.00,100.00
1349,706400,環球晶中信94購01,0,"5,000",-5000,-100.00,100.00
1350,706401,大學光凱基94購01,0,500,-500,-100.00,100.00
1351,706402,立端凱基94購02,0,500,-500,-100.00,100.00
1352,706403,穩懋凱基94購05,0,500,-500,-100.00,100.00
1353,706404,宏捷科元富94購01,0,"5,000",-5000,-100.00,100.00
1354,706405,原相元富95購01,"1,000","1,000",0,0.00,100.00
1355,706406,大中元大94購01,0,"1,000",-1000,-100.00,100.00
1356,706407,中美晶元大94購03,0,"1,000",-1000,-100.00,100.00
1357,706408,昂寶元大96購01,"1,000","1,000",0,0.00,100.00
1358,706409,金居元大95購01,"1,150","1,150",0,0.00,100.00
1359,706410,信昌電元大96購01,600,600,0,0.00,100.00
1360,706411,保瑞元大95購01,"1,000","1,000",0,0.00,100.00
1361,706412,宣德元大95購02,"1,000","1,000",0,0.00,100.00
1362,706413,建榮元大94購02,0,"1,000",-1000,-100.00,100.00
1363,706414,晶焱元大95購01,"1,000","1,000",0,0.00,100.00
1364,706415,緯軟元大96購02,"1,150","1,150",0,0.00,100.00
1365,706416,優群元大94購01,0,500,-500,-100.00,100.00
1366,706417,雙鴻元大97購01,"10,000","10,000",0,0.00,100.00
1367,706418,穩懋元大94購04,0,"1,000",-1000,-100.00,100.00
1368,706419,鈺太元大96購01,"1,000","1,000",0,0.00,100.00
1369,706420,宏捷科台新94購01,0,"1,000",-1000,-100.00,100.00
1370,706421,大江兆豐94購01,0,"1,000",-1000,-100.00,100.00
1371,706422,大江群益94購04,0,900,-900,-100.00,100.00
1372,706423,宏觀群益96購01,"5,000","5,000",0,0.00,100.00
1373,706424,泰博群益94購01,0,"1,100",-1100,-100.00,100.00
1374,706425,新揚科群益94購01,0,"1,000",-1000,-100.00,100.00
1375,706426,群聯群益94購01,0,600,-600,-100.00,100.00
1376,706427,雙鴻群益96購01,"2,000","2,000",0,0.00,100.00
1377,706428,鐿鈦群益95購01,"3,500","3,500",0,0.00,100.00
1378,706429,宇峻國票95購01,700,700,0,0.00,100.00
1379,706430,建榮國票96購01,"2,500","2,500",0,0.00,100.00
1380,706431,神盾國票94購03,0,"2,500",-2500,-100.00,100.00
1381,706432,環球晶國票95購01,500,500,0,0.00,100.00
1382,706433,譜瑞國票94購01,0,500,-500,-100.00,100.00
1383,706434,宏捷科國泰95購01,"1,600","2,800",-1200,-42.85,100.00
1384,706435,保瑞國泰95購03,500,500,0,0.00,100.00
1385,706436,穩懋富邦96購01,"1,371","1,371",0,0.00,100.00
1386,706437,新普第一94購01,0,"15,000",-15000,-100.00,100.00
1387,706438,櫃200第一94購01,0,"5,000",-5000,-100.00,100.00
1388,706439,上詮永豐94購02,0,500,-500,-100.00,100.00
1389,706440,宏捷科永豐95購01,"1,528","3,028",-1500,-49.53,100.00
1390,706441,神盾永豐94購01,0,500,-500,-100.00,100.00
1391,706442,安勤中信94購01,0,"1,000",-1000,-100.00,100.00
1392,706443,璟德統一94購01,0,500,-500,-100.00,100.00
1393,706444,雙鴻統一94購02,0,"5,000",-5000,-100.00,100.00
1394,706445,緯軟麥證95購01,"1,000","1,000",0,0.00,100.00
1395,706446,雙鴻麥證96購01,"1,500","5,000",-3500,-70.00,100.00
1396,706447,中美晶元富95購02,"1,000","1,000",0,0.00,100.00
1397,706448,威剛元富97購01,"2,000","2,000",0,0.00,100.00
1398,706449,大江元大94購02,0,"1,000",-1000,-100.00,100.00
1399,706450,中美晶元大94購04,0,"1,000",-1000,-100.00,100.00
1400,706451,中美晶元大94購05,0,"1,000",-1000,-100.00,100.00
1401,706452,保瑞元大94購01,0,500,-500,-100.00,100.00
1402,706453,美琪瑪元大95購01,500,500,0,0.00,100.00
1403,706454,茂達元大94購01,0,600,-600,-100.00,100.00
1404,706455,原相元大94購03,0,500,-500,-100.00,100.00
1405,706456,神盾元大95購03,"1,250","1,250",0,0.00,100.00
1406,706457,晶焱元大94購02,0,500,-500,-100.00,100.00
1407,706458,群聯元大95購03,"1,000","1,000",0,0.00,100.00
1408,706459,環球晶元大94購05,0,"5,000",-5000,-100.00,100.00
1409,706460,穩懋元大94購05,0,"1,000",-1000,-100.00,100.00
1410,706461,元太富邦96購01,"15,000","15,000",0,0.00,100.00
1411,706462,鐿鈦國票95購02,800,800,0,0.00,100.00
1412,706463,中美晶凱基94購01,0,500,-500,-100.00,100.00
1413,706464,由田凱基94購02,0,500,-500,-100.00,100.00
1414,706465,立端凱基94購03,0,500,-500,-100.00,100.00
1415,706466,良維凱基94購01,0,500,-500,-100.00,100.00
1416,706467,迅得凱基94購01,0,500,-500,-100.00,100.00
1417,706468,波若威凱基94購01,0,500,-500,-100.00,100.00
1418,706469,宣德凱基94購01,0,500,-500,-100.00,100.00
1419,706470,博智凱基94購01,0,500,-500,-100.00,100.00
1420,706471,群聯凱基94購01,0,500,-500,-100.00,100.00
1421,706472,精華凱基94購02,0,500,-500,-100.00,100.00
1422,706473,優群凱基94購01,0,500,-500,-100.00,100.00
1423,706474,聯亞凱基94購02,0,500,-500,-100.00,100.00
1424,706475,元太兆豐95購01,"5,000","5,000",0,0.00,100.00
1425,706476,雙美兆豐94購01,0,"1,000",-1000,-100.00,100.00
1426,706477,雙鴻兆豐95購01,"1,500","1,500",0,0.00,100.00
1427,706478,大田群益94購01,0,"5,000",-5000,-100.00,100.00
1428,706479,中美晶群益94購01,0,600,-600,-100.00,100.00
1429,706480,宏捷科群益94購01,0,"5,000",-5000,-100.00,100.00
1430,706481,雙鴻群益96購02,"1,000","3,000",-2000,-66.66,100.00
1431,706482,中美晶亞東94購01,0,"1,000",-1000,-100.00,100.00
1432,706483,元太亞東94購01,0,"5,000",-5000,-100.00,100.00
1433,706484,大江永豐94購02,0,500,-500,-100.00,100.00
1434,706485,宏觀永豐94購01,0,500,-500,-100.00,100.00
1435,706486,威剛永豐94購01,0,500,-500,-100.00,100.00
1436,706487,雙美永豐94購02,0,"1,000",-1000,-100.00,100.00
1437,706488,雙鴻永豐95購02,500,500,0,0.00,100.00
1438,706489,譜瑞永豐94購01,0,500,-500,-100.00,100.00
1439,706490,鈺太中信94購01,"1,000","1,000",0,0.00,100.00
1440,706491,六角凱基94購01,500,500,0,0.00,100.00
1441,706492,立端凱基94購04,500,500,0,0.00,100.00
1442,706493,合晶凱基94購01,500,500,0,0.00,100.00
1443,706494,昇達科凱基94購01,500,500,0,0.00,100.00
1444,706495,新普凱基94購02,500,500,0,0.00,100.00
1445,706496,穩懋凱基94購06,500,500,0,0.00,100.00
1446,706497,譜瑞凱基94購03,500,500,0,0.00,100.00
1447,706498,晟德凱基94購01,500,500,0,0.00,100.00
1448,706499,大中永豐94購01,500,500,0,0.00,100.00
1449,706500,信驊永豐94購01,500,500,0,0.00,100.00
1450,706501,網龍永豐95購01,700,700,0,0.00,100.00
1451,706502,雙鴻永豐95購03,500,500,0,0.00,100.00
1452,706503,鈺太永豐94購02,800,800,0,0.00,100.00
1453,706504,精華日盛94購01,"10,000","10,000",0,0.00,100.00
1454,706505,雙美日盛94購01,"1,000","1,000",0,0.00,100.00
1455,706506,元太統一94購01,"2,100","2,100",0,0.00,100.00
1456,706507,譜瑞統一94購02,"1,000","1,000",0,0.00,100.00
1457,706508,大江兆豐95購01,"5,000","5,000",0,0.00,100.00
1458,706509,台燿兆豐94購02,"5,000","5,000",0,0.00,100.00
1459,706510,新普兆豐94購01,"5,000","5,000",0,0.00,100.00
1460,706511,精華兆豐95購01,"5,000","5,000",0,0.00,100.00
1461,706512,直得群益94購01,700,700,0,0.00,100.00
1462,706513,金居群益96購01,"1,500","1,500",0,0.00,100.00
1463,706514,鈺太元富94購01,"1,000","1,000",0,0.00,100.00
1464,706515,保瑞台新94購01,"1,000","1,000",0,0.00,100.00
1465,706516,大田元大96購01,500,500,0,0.00,100.00
1466,706517,大江元大95購02,"1,000","1,000",0,0.00,100.00
1467,706518,杰力元大96購01,500,500,0,0.00,100.00
1468,706519,雙美元大94購03,"1,000","1,000",0,0.00,100.00
1469,706520,穩懋元大94購06,"1,000","1,000",0,0.00,100.00
1470,706521,譜瑞元大94購01,"5,000","5,000",0,0.00,100.00
1471,706522,鈺太元大94購01,"1,000","1,000",0,0.00,100.00
1472,706523,M31國票95購01,"1,000","1,000",0,0.00,100.00
1473,706524,中美晶國票94購02,500,500,0,0.00,100.00
1474,706525,信昌電國票94購02,"1,000","1,000",0,0.00,100.00
1475,706526,是方國票94購01,800,800,0,0.00,100.00
1476,706527,晶焱國票95購01,"1,000","1,000",0,0.00,100.00
1477,706528,廣明國票95購01,"1,000","1,000",0,0.00,100.00
1478,706529,M31國泰96購01,"5,000","5,000",0,0.00,100.00
1479,706530,群聯國泰96購01,"1,530","1,530",0,0.00,100.00
1480,706531,雙鴻國泰96購02,675,675,0,0.00,100.00
1481,706532,勝麗凱基94購01,500,500,0,0.00,100.00
1482,706533,凡甲統一94購01,"2,600","2,600",0,0.00,100.00
1483,706534,元太統一94購02,"2,100","2,100",0,0.00,100.00
1484,706535,東洋統一94購01,"2,100","2,100",0,0.00,100.00
1485,706536,大中元大95購01,"1,000","1,000",0,0.00,100.00
1486,706537,元太元大95購01,"5,000","5,000",0,0.00,100.00
1487,706538,宏觀元大95購01,500,500,0,0.00,100.00
1488,706539,信昌電元大95購01,"5,000","5,000",0,0.00,100.00
1489,706540,保瑞元大95購02,"1,000","1,000",0,0.00,100.00
1490,706541,神盾元大95購05,"2,250","2,250",0,0.00,100.00
1491,706542,精華元大95購01,"1,000","1,000",0,0.00,100.00
1492,706543,聯亞元大95購01,"1,000","1,000",0,0.00,100.00
1493,706544,譜瑞元大95購01,"5,000","5,000",0,0.00,100.00
1494,706545,元太元富94購01,"2,500","2,500",0,0.00,100.00
1495,706546,建榮元富95購01,"1,000","1,000",0,0.00,100.00
1496,706547,昇達科兆豐95購01,"5,000","5,000",0,0.00,100.00
1497,706548,M31國票95購02,"1,200","1,200",0,0.00,100.00
1498,706549,大江國票95購01,"1,000","1,000",0,0.00,100.00
1499,706550,宏捷科國票95購02,"5,000","5,000",0,0.00,100.00
1500,706551,雙鴻國票95購01,"3,000","3,000",0,0.00,100.00
1501,706552,同致群益94購01,"1,500","1,500",0,0.00,100.00
1502,706553,信驊群益94購01,600,600,0,0.00,100.00
1503,706554,神盾群益96購01,"5,000","5,000",0,0.00,100.00
1504,706555,鈺太群益94購01,600,600,0,0.00,100.00
1505,706556,由田富邦96購01,545,545,0,0.00,100.00
1506,706557,櫃200永昌94購01,"5,000","5,000",0,0.00,100.00
1507,706558,櫃200永昌94購02,"5,000","5,000",0,0.00,100.00
1508,706559,閎康永豐94購01,500,500,0,0.00,100.00
1509,706560,優群永豐94購02,500,500,0,0.00,100.00
1510,706561,雙美永豐95購01,500,500,0,0.00,100.00
1511,706562,鈺太永豐94購03,500,500,0,0.00,100.00
1512,706563,凡甲永豐94購01,500,500,0,0.00,100.00
1513,706564,元太群益95購01,"1,500","1,500",0,0.00,100.00
1514,706565,環球晶群益94購02,500,500,0,0.00,100.00
1515,706566,雙美群益94購01,500,500,0,0.00,100.00
1516,706567,建榮麥證94購01,"1,000","1,000",0,0.00,100.00
1517,706568,大江台新94購01,"1,000","1,000",0,0.00,100.00
1518,706569,金居國票95購01,"1,000","1,000",0,0.00,100.00
1519,706570,泰博國票95購02,500,800,-300,-37.50,100.00
1520,706571,大江元大94購03,"1,000","1,000",0,0.00,100.00
1521,706572,宏捷科元大95購01,"5,000","5,000",0,0.00,100.00
1522,706573,金可元大94購01,"1,000","1,000",0,0.00,100.00
1523,706574,建榮元大97購01,"1,000","1,000",0,0.00,100.00
1524,706575,上詮凱基94購02,500,500,0,0.00,100.00
1525,706576,金可凱基94購01,"1,105","1,105",0,0.00,100.00
1526,706577,信昌電凱基94購01,500,500,0,0.00,100.00
1527,706578,聚積凱基94購02,500,500,0,0.00,100.00
1528,706579,晟德凱基94購03,500,500,0,0.00,100.00
1529,706580,櫃200富邦94購01,"1,000","1,000",0,0.00,100.00
1530,706581,櫃200富邦94購02,"1,000","1,000",0,0.00,100.00
1531,706582,櫃200富邦94購03,"1,000","1,000",0,0.00,100.00
1532,706583,櫃200富邦94購04,"1,000","1,000",0,0.00,100.00
1533,706584,神盾國票95購02,"1,000","1,000",0,0.00,100.00
1534,706585,宏捷科國泰95購03,"5,000","5,000",0,0.00,100.00
1535,706586,凡甲統一95購01,"1,000","1,000",0,0.00,100.00
1536,706587,凡甲統一95購02,"1,000","1,000",0,0.00,100.00
1537,706588,雙美統一95購01,"15,000","15,000",0,0.00,100.00
1538,706589,VHQ凱基94購01,500,500,0,0.00,100.00
1539,706590,宏捷科凱基94購01,"3,946","4,000",-54,-1.35,100.00
1540,706591,宏捷科凱基94購02,"4,396","4,400",-4,-0.09,100.00
1541,706592,環球晶凱基94購05,500,500,0,0.00,100.00
1542,706593,均豪永豐94購01,500,500,0,0.00,100.00
1543,706594,杰力永豐94購01,500,500,0,0.00,100.00
1544,706595,宣德永豐94購01,500,500,0,0.00,100.00
1545,706596,建榮永豐96購01,500,"1,000",-500,-50.00,100.00
1546,706597,神準永豐94購01,500,500,0,0.00,100.00
1547,706598,碩禾永豐95購01,500,500,0,0.00,100.00
1548,706599,環宇永豐94購01,500,500,0,0.00,100.00
1549,706600,環球晶永豐94購02,500,500,0,0.00,100.00
1550,706601,聯亞永豐94購02,500,500,0,0.00,100.00
1551,706602,大江元大96購01,"6,500","6,500",0,0.00,100.00
1552,706603,信驊元大94購01,"5,000","5,000",0,0.00,100.00
1553,706604,勝麗元大95購01,"1,000","1,000",0,0.00,100.00
1554,706605,環球晶元富94購03,"5,000","5,000",0,0.00,100.00
1555,706606,M31兆豐94購01,"1,500","1,500",0,0.00,100.00
1556,706607,中美晶兆豐95購02,"1,500","1,500",0,0.00,100.00
1557,706608,六角台新94購02,"1,000","1,000",0,0.00,100.00
1558,706609,威剛台新94購01,"1,000","1,000",0,0.00,100.00
1559,706610,昂寶群益95購01,600,600,0,0.00,100.00
1560,706611,杰力群益94購01,"2,500","2,500",0,0.00,100.00
1561,706612,原相群益97購01,800,800,0,0.00,100.00
1562,706613,環球晶群益94購03,600,600,0,0.00,100.00
1563,706614,櫃200永昌96購01,500,"5,000",-4500,-90.00,100.00
1564,706615,櫃200永昌96購02,500,"5,000",-4500,-90.00,100.00
1565,706616,櫃200永昌96購03,501,"5,000",-4499,-89.98,100.00
1566,706617,M31中信95購01,"5,000","5,000",0,0.00,100.00
1567,706618,原相國泰96購01,500,500,0,0.00,100.00
1568,706619,環球晶國泰95購01,500,500,0,0.00,100.00
1569,706620,宜鼎凱基94購02,500,500,0,0.00,100.00
1570,706621,泰博凱基94購01,500,500,0,0.00,100.00
1571,706622,優群凱基94購02,500,500,0,0.00,100.00
1572,706623,雙鴻凱基94購01,500,500,0,0.00,100.00
1573,706624,雙鴻凱基96購01,647,700,-53,-7.57,100.00
1574,706625,大宇資永豐94購02,"2,000","2,000",0,0.00,100.00
1575,706626,立端永豐94購01,500,500,0,0.00,100.00
1576,706627,同致永豐94購01,500,500,0,0.00,100.00
1577,706628,安勤永豐94購02,500,500,0,0.00,100.00
1578,706629,信昌電永豐94購03,500,500,0,0.00,100.00
1579,706630,威剛永豐94購02,500,500,0,0.00,100.00
1580,706631,櫃200第一96購01,"5,000","5,000",0,0.00,100.00
1581,706632,聚積元富94購01,"2,500","2,500",0,0.00,100.00
1582,706633,合晶台新95購01,"5,000","5,000",0,0.00,100.00
1583,706634,六角康和94購01,"1,000","1,000",0,0.00,100.00
1584,706635,凡甲群益94購01,"1,000","1,000",0,0.00,100.00
1585,706636,大宇資群益94購02,800,800,0,0.00,100.00
1586,706637,台燿群益94購02,600,600,0,0.00,100.00
1587,706638,美琪瑪群益94購01,800,800,0,0.00,100.00
1588,706639,群聯群益94購02,700,700,0,0.00,100.00
