,證券代號,證券名稱,本週股額(A),上週股額(B),增減數額(A-B),增減比率(A-B)/B,發行比率(%)
3464,708259,神盾統一96購01,"5,000","5,000",0,0.00,100.00
3465,708260,群聯統一98購01,"5,000","5,000",0,0.00,100.00
3466,708261,頎邦統一96購01,"5,000","5,000",0,0.00,100.00
3467,708262,合晶國票97購02,"5,000","5,000",0,0.00,100.00
3468,708263,威剛國票97購01,"5,000","5,000",0,0.00,100.00
3469,708264,宣德國票97購02,"5,000","5,000",0,0.00,100.00
3470,708265,聚積國票97購02,"5,000","5,000",0,0.00,100.00
3471,708266,頎邦國票97購01,"1,500","1,500",0,0.00,100.00
3472,708267,M31國泰98購01,"3,100","3,100",0,0.00,100.00
3473,708268,聯亞國泰98購01,"2,600","2,600",0,0.00,100.00
3474,708269,頎邦國泰97購01,500,500,0,0.00,100.00
3475,708270,昂寶富邦98購01,"9,000","9,000",0,0.00,100.00
3476,708271,原相富邦98購01,"10,000","10,000",0,0.00,100.00
3477,708272,頎邦富邦98購01,"10,000","10,000",0,0.00,100.00
3478,708273,力旺元大96購02,"5,000","5,000",0,0.00,100.00
3479,708274,中美晶元大96購05,"5,000","5,000",0,0.00,100.00
3480,708275,六角元大98購01,"1,550","2,000",-450,-22.50,100.00
3481,708276,台半元大96購02,"10,000","10,000",0,0.00,100.00
3482,708277,金居元大97購01,691,"1,500",-809,-53.93,100.00
3483,708278,勝麗元大96購03,"8,000","8,000",0,0.00,100.00
3484,708279,頎邦元大96購02,"6,000","6,000",0,0.00,100.00
3485,708280,頎邦元大96購03,"5,000","5,000",0,0.00,100.00
3486,708281,頎邦元大97購01,"10,000","10,000",0,0.00,100.00
3487,708282,兆利群益98購01,700,700,0,0.00,100.00
3488,708283,頎邦群益97購01,"3,500","3,500",0,0.00,100.00
3489,708284,頎邦群益97購02,"3,500","3,500",0,0.00,100.00
3490,708285,頎邦群益98購01,"3,500","3,500",0,0.00,100.00
3491,708286,三貝德康和96購01,"5,000","5,000",0,0.00,100.00
3492,708287,兆利康和9C購01,"5,000","5,000",0,0.00,100.00
3493,708288,富喬康和96購01,"5,000","5,000",0,0.00,100.00
3494,708289,杰力群益96購01,"1,700","1,700",0,0.00,100.00
3495,708290,威剛群益97購01,"3,500","3,500",0,0.00,100.00
3496,708291,環宇群益98購01,900,900,0,0.00,100.00
3497,708292,M31國票97購02,"5,000","5,000",0,0.00,100.00
3498,708293,合晶國票98購01,"5,000","5,000",0,0.00,100.00
3499,708294,良維國票97購03,"1,500","1,500",0,0.00,100.00
3500,708295,昂寶國票97購04,500,"1,000",-500,-50.00,100.00
3501,708296,威剛國票97購02,"5,000","5,000",0,0.00,100.00
3502,708297,茂達國票97購02,"2,000","2,000",0,0.00,100.00
3503,708298,原相國票98購02,"5,000","5,000",0,0.00,100.00
3504,708299,穩懋國票97購02,"1,500","1,500",0,0.00,100.00
3505,708300,群聯日盛96購01,"10,000","10,000",0,0.00,100.00
3506,708301,優群永豐97購01,"1,500","1,500",0,0.00,100.00
3507,708302,穩懋永豐96購02,"2,000","2,000",0,0.00,100.00
3508,708303,伍豐中信9A購01,"10,000","10,000",0,0.00,100.00
3509,708304,同致中信98購02,"5,000","5,000",0,0.00,100.00
3510,708305,宜鼎中信9A購01,"10,000","10,000",0,0.00,100.00
3511,708306,閎康統一99購01,"5,000","5,000",0,0.00,100.00
3512,708307,頎邦統一96購02,"5,000","5,000",0,0.00,100.00
3513,708308,大中凱基98購01,500,"1,500",-1000,-66.66,100.00
3514,708309,大江凱基97購01,500,500,0,0.00,100.00
3515,708310,兆利凱基98購01,"1,400","1,400",0,0.00,100.00
3516,708311,迅得凱基97購01,500,"1,600",-1100,-68.75,100.00
3517,708312,佳邦凱基98購01,500,"5,000",-4500,-90.00,100.00
3518,708313,金居凱基98購01,500,"1,800",-1300,-72.22,100.00
3519,708314,聚積凱基98購01,500,"5,000",-4500,-90.00,100.00
3520,708315,廣明凱基98購01,500,500,0,0.00,100.00
3521,708316,緯軟凱基98購02,500,"1,400",-900,-64.28,100.00
3522,708317,環宇凱基98購01,500,"5,000",-4500,-90.00,100.00
3523,708318,聯亞凱基98購01,500,"1,100",-600,-54.54,100.00
3524,708319,穩懋凱基96購13,500,500,0,0.00,100.00
3525,708320,頎邦凱基96購01,500,"1,200",-700,-58.33,100.00
3526,708321,大學光元大97購01,"1,000","1,000",0,0.00,100.00
3527,708322,群聯元大97購04,649,"6,000",-5351,-89.18,100.00
3528,708323,聯亞元大97購03,500,"1,500",-1000,-66.66,100.00
3529,708324,新普兆豐97購01,"5,000","5,000",0,0.00,100.00
3530,708325,穩懋兆豐97購02,"5,000","5,000",0,0.00,100.00
3531,708326,大江日盛96購01,"10,000","10,000",0,0.00,100.00
3532,708327,鈊象第一96購01,"5,000","5,000",0,0.00,100.00
3533,708328,晶焱元大97購03,"1,000","1,000",0,0.00,100.00
3534,708329,頎邦康和96購01,"5,000","5,000",0,0.00,100.00
3535,708330,M31群益98購01,"1,600","1,600",0,0.00,100.00
3536,708331,中美晶群益96購03,"2,000","2,000",0,0.00,100.00
3537,708332,六角群益98購01,800,800,0,0.00,100.00
3538,708333,宇峻群益98購01,"4,700","4,700",0,0.00,100.00
3539,708334,佳邦群益98購01,"1,000","1,000",0,0.00,100.00
3540,708335,網龍群益96購01,"1,600","1,600",0,0.00,100.00
3541,708336,大宇資永豐97購01,"1,500","2,500",-1000,-40.00,100.00
3542,708337,大學光永豐96購02,500,500,0,0.00,100.00
3543,708338,伍豐永豐96購01,"1,000","1,000",0,0.00,100.00
3544,708339,旺矽永豐97購02,"1,000","1,000",0,0.00,100.00
3545,708340,昂寶永豐97購01,"1,000","1,000",0,0.00,100.00
3546,708341,美琪瑪永豐96購02,"1,000","1,000",0,0.00,100.00
3547,708342,群聯永豐96購02,"4,000","4,000",0,0.00,100.00
3548,708343,網龍永豐96購04,"2,000","3,000",-1000,-33.33,100.00
3549,708344,聯亞永豐96購03,"1,000","1,000",0,0.00,100.00
3550,708345,鈊象永豐96購05,"3,466","3,466",0,0.00,100.00
3551,708346,M31統一97購01,"5,000","5,000",0,0.00,100.00
3552,708347,環球晶統一96購02,"5,000","5,000",0,0.00,100.00
3553,708348,環球晶中信96購02,"5,000","5,000",0,0.00,100.00
3554,708349,鈺太中信97購01,"5,000","5,000",0,0.00,100.00
3555,708350,中美晶台新97購02,"5,000","5,000",0,0.00,100.00
3556,708351,穩懋台新97購02,"5,000","5,000",0,0.00,100.00
3557,708352,杰力凱基98購01,500,"1,300",-800,-61.53,100.00
3558,708353,中美晶富邦97購03,"10,000","10,000",0,0.00,100.00
3559,708354,合晶國票99購01,"5,000","5,000",0,0.00,100.00
3560,708355,昇達科國票97購01,"5,000","5,000",0,0.00,100.00
3561,708356,信昌電國票97購03,"1,500","1,500",0,0.00,100.00
3562,708357,神盾國票97購03,"5,000","5,000",0,0.00,100.00
3563,708358,群聯國票97購02,"5,000","5,000",0,0.00,100.00
3564,708359,中美晶國泰97購02,"2,450","2,450",0,0.00,100.00
3565,708360,宇峻國泰97購01,"1,000","1,000",0,0.00,100.00
3566,708361,鈊象國泰98購02,"5,000","5,000",0,0.00,100.00
3567,708362,環球晶統一96購04,"5,000","5,000",0,0.00,100.00
3568,708363,台燿中信98購01,"5,000","5,000",0,0.00,100.00
3569,708364,新普中信98購01,"5,000","5,000",0,0.00,100.00
3570,708365,凡甲凱基97購01,500,"1,600",-1100,-68.75,100.00
3571,708366,中美晶凱基97購01,500,500,0,0.00,100.00
3572,708367,良維凱基97購02,500,"1,200",-700,-58.33,100.00
3573,708368,宣德凱基97購01,500,500,0,0.00,100.00
3574,708369,雙美凱基98購01,"3,600","3,600",0,0.00,100.00
3575,708370,中美晶元大96購06,"6,000","6,000",0,0.00,100.00
3576,708371,信昌電元大96購04,500,"1,000",-500,-50.00,100.00
3577,708372,優群元大97購03,"1,000","1,000",0,0.00,100.00
3578,708373,中美晶元富96購02,"4,000","4,000",0,0.00,100.00
3579,708374,久元台新96購01,"5,000","5,000",0,0.00,100.00
3580,708375,久元台新96購02,"5,000","5,000",0,0.00,100.00
3581,708376,台半台新96購01,"5,000","5,000",0,0.00,100.00
3582,708377,鈊象台新96購02,"5,000","5,000",0,0.00,100.00
3583,708378,頎邦台新97購01,"5,000","5,000",0,0.00,100.00
3584,708379,穩懋亞東98購01,"2,300","20,000",-17700,-88.50,100.00
3585,708380,台半永豐96購01,"1,500","1,500",0,0.00,100.00
3586,708381,亞泰永豐96購01,"2,000","2,000",0,0.00,100.00
3587,708382,宜鼎永豐96購02,"1,000","1,000",0,0.00,100.00
3588,708383,信昌電永豐96購04,"1,018","1,018",0,0.00,100.00
3589,708384,雍智永豐97購01,"3,074","3,074",0,0.00,100.00
3590,708385,碩禾永豐96購02,"1,036","2,036",-1000,-49.11,100.00
3591,708386,雙鴻永豐97購03,"4,000","5,000",-1000,-20.00,100.00
3592,708387,瓦城康和96購01,"5,000","5,000",0,0.00,100.00
3593,708388,三貝德群益96購02,"1,800","1,800",0,0.00,100.00
3594,708389,台半群益96購02,"1,800","1,800",0,0.00,100.00
3595,708390,美琪瑪群益96購01,800,800,0,0.00,100.00
3596,708391,原相群益98購02,"2,600","2,600",0,0.00,100.00
3597,708392,大江國票97購05,"5,000","5,000",0,0.00,100.00
3598,708393,信昌電國泰98購01,"3,560","3,560",0,0.00,100.00
3599,708394,威剛國泰98購01,745,"2,000",-1255,-62.75,100.00
3600,708395,環球晶國泰97購03,500,"5,000",-4500,-90.00,100.00
3601,708396,信昌電富邦98購01,"6,000","6,000",0,0.00,100.00
3602,708397,群聯富邦97購03,"6,000","6,000",0,0.00,100.00
3603,708398,環球晶富邦99購01,"20,000","20,000",0,0.00,100.00
3604,708399,穩懋富邦97購03,"10,000","10,000",0,0.00,100.00
3605,708400,建榮國票98購01,"5,000","5,000",0,0.00,100.00
3606,708401,威剛國泰98購02,500,"1,000",-500,-50.00,100.00
3607,708402,優群國泰99購01,500,500,0,0.00,100.00
3608,708403,合晶元大98購02,"1,000","1,000",0,0.00,100.00
3609,708404,聖暉元大97購01,"1,500","1,500",0,0.00,100.00
3610,708405,頎邦元大97購02,"6,000","6,000",0,0.00,100.00
3611,708406,昂寶元富97購01,"2,500","2,500",0,0.00,100.00
3612,708407,環球晶元富97購01,"5,000","5,000",0,0.00,100.00
3613,708408,雙鴻統一97購01,"5,000","5,000",0,0.00,100.00
3614,708409,精測中信97購01,"5,000","5,000",0,0.00,100.00
3615,708410,頎邦中信9B購01,"10,000","10,000",0,0.00,100.00
3616,708411,宜鼎凱基99購01,500,500,0,0.00,100.00
3617,708412,直得凱基98購01,"1,100","1,100",0,0.00,100.00
3618,708413,信昌電凱基98購01,500,500,0,0.00,100.00
3619,708414,群聯凱基98購01,"2,100","2,100",0,0.00,100.00
3620,708415,VHQ永豐97購01,"1,000","1,000",0,0.00,100.00
3621,708416,大宇資永豐99購01,"2,000","3,000",-1000,-33.33,100.00
3622,708417,長科*永豐97購01,"1,000","1,000",0,0.00,100.00
3623,708418,廣明永豐97購01,"4,000","4,000",0,0.00,100.00
3624,708419,環宇永豐98購01,"1,018","1,018",0,0.00,100.00
3625,708420,宜鼎群益98購01,"5,000","5,000",0,0.00,100.00
3626,708421,群聯群益98購01,"5,000","5,000",0,0.00,100.00
3627,708422,群聯群益99購01,"1,400","1,400",0,0.00,100.00
3628,708423,世界麥證97購01,"20,000","20,000",0,0.00,100.00
3629,708424,原相台新97購02,"5,000","5,000",0,0.00,100.00
3630,708425,新鉅科台新98購01,"5,000","5,000",0,0.00,100.00
3631,708426,群聯台新97購03,"5,000","5,000",0,0.00,100.00
3632,708427,聯亞台新97購01,"5,000","5,000",0,0.00,100.00
3633,708428,鈺太台新97購01,"5,000","5,000",0,0.00,100.00
3634,708429,群聯統一97購01,"5,000","5,000",0,0.00,100.00
3635,708430,兆利中信9A購01,"10,000","10,000",0,0.00,100.00
3636,708431,原相中信99購01,"5,000","5,000",0,0.00,100.00
3637,708432,廣明中信9B購01,"20,000","20,000",0,0.00,100.00
3638,708433,穩懋中信99購01,"5,000","5,000",0,0.00,100.00
3639,708434,合晶凱基98購01,500,"1,600",-1100,-68.75,100.00
3640,708435,勝麗凱基97購02,500,"1,500",-1000,-66.66,100.00
3641,708436,博智凱基97購01,500,500,0,0.00,100.00
3642,708437,穩懋日盛97購01,"10,000","10,000",0,0.00,100.00
3643,708438,中美晶亞東97購01,"13,000","13,000",0,0.00,100.00
3644,708439,合晶亞東97購02,"10,000","10,000",0,0.00,100.00
3645,708440,大田元富97購01,"2,000","2,000",0,0.00,100.00
3646,708441,榮剛元富97購01,"5,000","5,000",0,0.00,100.00
3647,708442,聯亞台新99購01,"5,000","5,000",0,0.00,100.00
3648,708443,昂寶元大9A購01,"1,000","1,000",0,0.00,100.00
3649,708444,威剛元大99購01,"2,186","2,500",-314,-12.56,100.00
3650,708445,神盾元大99購02,"1,000","1,000",0,0.00,100.00
3651,708446,聯亞元大97購04,555,"5,000",-4445,-88.90,100.00
3652,708447,鈺太元大99購01,"1,000","1,000",0,0.00,100.00
3653,708448,大中永豐97購01,"1,000","1,000",0,0.00,100.00
3654,708449,大江永豐97購02,536,536,0,0.00,100.00
3655,708450,六角永豐97購01,"1,000","1,000",0,0.00,100.00
3656,708451,兆利永豐97購01,"1,000","1,000",0,0.00,100.00
3657,708452,波若威永豐98購01,500,500,0,0.00,100.00
3658,708453,宣德永豐97購02,"1,512","1,512",0,0.00,100.00
3659,708454,建榮永豐99購01,"5,000","5,000",0,0.00,100.00
3660,708455,森鉅永豐97購01,"3,000","3,000",0,0.00,100.00
3661,708456,榮剛永豐97購01,"3,000","3,000",0,0.00,100.00
3662,708457,廣積永豐97購01,"1,500","1,500",0,0.00,100.00
3663,708458,旺矽群益9A購01,900,900,0,0.00,100.00
3664,708459,昇達科群益98購01,"5,000","5,000",0,0.00,100.00
3665,708460,櫃200群益97購01,"1,500","1,500",0,0.00,100.00
3666,708461,櫃200群益97購02,"1,300","1,300",0,0.00,100.00
3667,708462,中美晶元大97購03,"5,000","5,000",0,0.00,100.00
3668,708463,宜鼎元大97購01,"1,000","1,000",0,0.00,100.00
3669,708464,昂寶元大98購01,"1,000","1,000",0,0.00,100.00
3670,708465,璟德元大97購01,"1,000","1,000",0,0.00,100.00
3671,708466,璟德元大97購02,"5,000","5,000",0,0.00,100.00
3672,708467,優群元大97購04,"1,000","1,000",0,0.00,100.00
3673,708468,兆利康和97購01,"5,000","5,000",0,0.00,100.00
3674,708469,璟德康和97購01,"5,000","5,000",0,0.00,100.00
3675,708470,璟德元富97購01,"2,000","2,000",0,0.00,100.00
3676,708471,璟德台新97購01,"5,000","5,000",0,0.00,100.00
3677,708472,三貝德凱基99購01,"5,000","5,000",0,0.00,100.00
3678,708473,大田凱基98購01,500,"5,000",-4500,-90.00,100.00
3679,708474,中美晶凱基97購02,500,"5,000",-4500,-90.00,100.00
3680,708475,宇峻凱基9A購01,981,981,0,0.00,100.00
3681,708476,網龍凱基98購01,500,500,0,0.00,100.00
3682,708477,鈊象凱基99購01,500,500,0,0.00,100.00
3683,708478,穩懋日盛97購02,"10,000","10,000",0,0.00,100.00
3684,708479,立端永豐97購01,"1,000","1,000",0,0.00,100.00
3685,708480,宇峻永豐97購01,"1,913","1,913",0,0.00,100.00
3686,708481,迅得永豐97購03,"1,000","1,000",0,0.00,100.00
3687,708482,神盾永豐97購01,"2,000","3,000",-1000,-33.33,100.00
3688,708483,璟德永豐97購02,"1,000","1,000",0,0.00,100.00
3689,708484,璟德國泰98購01,"2,150","3,000",-850,-28.33,100.00
3690,708485,六角國票97購01,"5,000","5,000",0,0.00,100.00
3691,708486,昂寶國票98購01,"1,000","5,000",-4000,-80.00,100.00
3692,708487,信昌電國票98購01,"5,000","5,000",0,0.00,100.00
3693,708488,威剛國票98購01,"5,000","5,000",0,0.00,100.00
3694,708489,群聯國票98購01,"5,000","5,000",0,0.00,100.00
3695,708490,雍智國票98購01,"5,000","5,000",0,0.00,100.00
3696,708491,雙美國票99購01,"5,000","5,000",0,0.00,100.00
3697,708492,雙鴻國票98購02,"5,000","5,000",0,0.00,100.00
3698,708493,鈊象國票98購01,"3,000","5,000",-2000,-40.00,100.00
3699,708494,大江群益97購02,"5,000","5,000",0,0.00,100.00
3700,708495,信昌電群益97購01,"2,500","2,500",0,0.00,100.00
3701,708496,建榮群益99購01,"1,700","1,700",0,0.00,100.00
3702,708497,原相群益99購01,"2,400","2,400",0,0.00,100.00
3703,708498,勝麗群益98購01,"5,000","5,000",0,0.00,100.00
3704,708499,璟德群益98購01,600,600,0,0.00,100.00
3705,708500,鈊象群益99購05,"1,400","1,400",0,0.00,100.00
3706,708501,力致元大97購01,"1,500","1,500",0,0.00,100.00
3707,708502,中美晶元大97購04,"5,000","5,000",0,0.00,100.00
3708,708503,世禾元大97購01,"8,000","8,000",0,0.00,100.00
3709,708504,尼克森元大97購01,"8,000","8,000",0,0.00,100.00
3710,708505,宇峻元大97購03,"8,000","8,000",0,0.00,100.00
3711,708506,信昌電元大98購01,500,"1,500",-1000,-66.66,100.00
3712,708507,碩禾元大98購02,500,"1,500",-1000,-66.66,100.00
3713,708508,雙鴻元大99購02,"1,000","1,000",0,0.00,100.00
3714,708509,尼克森統一99購01,"5,000","5,000",0,0.00,100.00
3715,708510,尼克森統一99購02,"5,000","5,000",0,0.00,100.00
3716,708511,迅得統一99購01,"5,000","5,000",0,0.00,100.00
3717,708512,頎邦統一97購01,"6,000","6,000",0,0.00,100.00
3718,708513,M31中信98購01,"5,000","5,000",0,0.00,100.00
3719,708514,大中中信97購01,"10,000","10,000",0,0.00,100.00
3720,708515,宇峻中信97購01,"5,000","5,000",0,0.00,100.00
3721,708516,博智中信97購01,"10,000","10,000",0,0.00,100.00
3722,708517,大中凱基98購02,500,"1,500",-1000,-66.66,100.00
3723,708518,同致凱基98購01,500,500,0,0.00,100.00
3724,708519,合晶凱基97購02,500,"1,500",-1000,-66.66,100.00
3725,708520,朋億凱基97購01,500,"1,200",-700,-58.33,100.00
3726,708521,南光凱基97購01,500,"6,600",-6100,-92.42,100.00
3727,708522,緯軟凱基98購03,500,"1,600",-1100,-68.75,100.00
3728,708523,大江兆豐97購01,"5,000","5,000",0,0.00,100.00
3729,708524,中美晶兆豐98購01,"5,000","5,000",0,0.00,100.00
3730,708525,台燿兆豐97購02,"5,000","5,000",0,0.00,100.00
3731,708526,精華兆豐98購01,"5,000","5,000",0,0.00,100.00
3732,708527,中美晶群益97購03,"2,000","2,000",0,0.00,100.00
3733,708528,太景*群益98購01,"5,000","5,000",0,0.00,100.00
3734,708529,立端群益97購01,"1,000","1,000",0,0.00,100.00
3735,708530,朋億群益98購01,"1,500","1,500",0,0.00,100.00
3736,708531,欣銓群益98購01,"1,400","1,400",0,0.00,100.00
3737,708532,群聯群益97購02,"1,900","1,900",0,0.00,100.00
3738,708533,緯軟群益98購01,"2,500","2,500",0,0.00,100.00
3739,708534,環球晶群益97購03,"1,600","1,600",0,0.00,100.00
3740,708535,譜瑞群益97購01,"3,000","3,000",0,0.00,100.00
3741,708536,建榮國票98購02,"3,500","3,500",0,0.00,100.00
3742,708537,力致國泰99購01,"5,000","5,000",0,0.00,100.00
3743,708538,凡甲國泰99購01,"1,000","1,000",0,0.00,100.00
3744,708539,中菲行國泰98購01,500,500,0,0.00,100.00
3745,708540,世禾國泰98購01,"1,000","1,000",0,0.00,100.00
3746,708541,尼克森國泰99購01,"3,250","3,250",0,0.00,100.00
3747,708542,幃翔國泰98購01,550,550,0,0.00,100.00
3748,708543,幃翔國泰98購02,500,500,0,0.00,100.00
3749,708544,群聯國泰99購01,"3,410","3,410",0,0.00,100.00
3750,708545,雙鴻國泰99購01,660,"1,000",-340,-34.00,100.00
3751,708546,力致永豐97購01,"1,000","1,000",0,0.00,100.00
3752,708547,世禾永豐97購01,"2,000","2,000",0,0.00,100.00
3753,708548,尼克森永豐97購01,"1,000","2,000",-1000,-50.00,100.00
3754,708549,立敦永豐97購01,"2,000","2,000",0,0.00,100.00
3755,708550,同亨永豐97購01,"4,000","4,000",0,0.00,100.00
3756,708551,直得永豐97購01,500,"1,000",-500,-50.00,100.00
3757,708552,南光永豐97購01,"3,000","4,000",-1000,-25.00,100.00
3758,708553,威剛永豐98購01,"5,000","5,000",0,0.00,100.00
3759,708554,幃翔永豐97購01,"1,500","1,500",0,0.00,100.00
3760,708555,新潤永豐97購01,"2,000","2,000",0,0.00,100.00
3761,708556,網龍永豐97購01,"2,000","3,000",-1000,-33.33,100.00
3762,708557,緯軟永豐97購01,500,500,0,0.00,100.00
3763,708558,環球晶永豐97購01,"1,000","1,000",0,0.00,100.00
3764,708559,聯上永豐97購01,"1,500","1,500",0,0.00,100.00
3765,708560,大中康和97購01,"5,000","5,000",0,0.00,100.00
3766,708561,亞泰康和97購01,"5,000","5,000",0,0.00,100.00
3767,708562,博智康和97購01,"5,000","5,000",0,0.00,100.00
3768,708563,力致元富97購01,"5,000","5,000",0,0.00,100.00
3769,708564,中菲行元富97購01,"2,000","2,000",0,0.00,100.00
3770,708565,太景*元富97購01,"3,500","3,500",0,0.00,100.00
3771,708566,世禾元富97購01,"2,000","2,000",0,0.00,100.00
3772,708567,尼克森元富97購01,"2,000","2,000",0,0.00,100.00
3773,708568,幃翔元富97購01,"2,500","2,500",0,0.00,100.00
3774,708569,力致統一97購01,"5,000","5,000",0,0.00,100.00
3775,708570,力致統一97購02,"5,000","5,000",0,0.00,100.00
3776,708571,環球晶統一97購01,"5,000","5,000",0,0.00,100.00
3777,708572,兆利凱基98購02,500,"1,600",-1100,-68.75,100.00
3778,708573,昂寶凱基98購02,500,"1,300",-800,-61.53,100.00
3779,708574,威剛凱基99購01,814,814,0,0.00,100.00
3780,708575,精測凱基98購01,500,"1,600",-1100,-68.75,100.00
3781,708576,聯亞凱基99購01,"1,410","1,410",0,0.00,100.00
3782,708577,頎邦凱基97購03,500,"1,300",-800,-61.53,100.00
3783,708578,中美晶麥證97購01,"10,000","10,000",0,0.00,100.00
3784,708579,原相麥證97購01,"5,000","5,000",0,0.00,100.00
3785,708580,神盾元富97購01,"5,000","5,000",0,0.00,100.00
3786,708581,神盾元富97購02,"5,000","5,000",0,0.00,100.00
3787,708582,宇峻元大97購04,500,"1,000",-500,-50.00,100.00
3788,708583,亞泰元大97購01,"8,000","8,000",0,0.00,100.00
3789,708584,威剛元大98購02,"2,000","2,500",-500,-20.00,100.00
3790,708585,建榮元大97購02,"5,500","5,500",0,0.00,100.00
3791,708586,原相元大98購01,500,"1,500",-1000,-66.66,100.00
3792,708587,原相元大99購01,"1,045","1,500",-455,-30.33,100.00
3793,708588,群聯元大98購01,632,"1,500",-868,-57.86,100.00
3794,708589,聯亞元大98購01,500,"1,000",-500,-50.00,100.00
3795,708590,雙美元大99購01,"1,500","1,500",0,0.00,100.00
3796,708591,雙鴻元大99購03,"1,500","1,500",0,0.00,100.00
3797,708592,穩懋元大97購03,500,"1,000",-500,-50.00,100.00
3798,708593,穩懋元大97購04,"1,000","10,000",-9000,-90.00,100.00
3799,708594,鈊象元大99購01,629,"1,500",-871,-58.06,100.00
3800,708595,大江兆豐97購02,"5,000","5,000",0,0.00,100.00
3801,708596,群聯兆豐98購01,"5,000","5,000",0,0.00,100.00
3802,708597,迅得康和97購01,"5,000","5,000",0,0.00,100.00
3803,708598,六角群益98購02,"1,800","1,800",0,0.00,100.00
3804,708599,亞泰群益97購01,"2,000","2,000",0,0.00,100.00
3805,708600,台燿亞東97購01,"13,000","13,000",0,0.00,100.00
3806,708601,光頡永豐97購01,"1,000","1,000",0,0.00,100.00
3807,708602,亞泰永豐97購01,"1,500","1,500",0,0.00,100.00
3808,708603,力致元富97購02,"5,000","5,000",0,0.00,100.00
3809,708604,鈺太元富97購01,"2,000","2,000",0,0.00,100.00
3810,708605,久元台新97購01,"5,000","5,000",0,0.00,100.00
3811,708606,大中台新97購01,"5,000","5,000",0,0.00,100.00
3812,708607,晶焱台新97購01,"5,000","5,000",0,0.00,100.00
3813,708608,光頡統一97購01,"5,000","5,000",0,0.00,100.00
3814,708609,光頡統一99購01,"5,000","5,000",0,0.00,100.00
3815,708610,合晶統一97購01,"5,000","5,000",0,0.00,100.00
3816,708611,大中中信99購01,"10,000","10,000",0,0.00,100.00
3817,708612,亞泰中信97購01,"10,000","10,000",0,0.00,100.00
3818,708613,博智中信99購01,"10,000","10,000",0,0.00,100.00
3819,708614,緯軟中信97購01,"5,000","5,000",0,0.00,100.00
3820,708615,台半凱基98購01,500,500,0,0.00,100.00
3821,708616,兆利凱基98購03,500,"1,700",-1200,-70.58,100.00
3822,708617,宇峻凱基99購01,500,500,0,0.00,100.00
3823,708618,新普凱基98購01,519,"1,300",-781,-60.07,100.00
3824,708619,璟德凱基98購01,"1,500","1,500",0,0.00,100.00
3825,708620,環球晶凱基97購02,500,"1,300",-800,-61.53,100.00
3826,708621,頎邦第一97購01,"5,000","5,000",0,0.00,100.00
3827,708622,光頡永豐97購02,"1,000","1,000",0,0.00,100.00
3828,708623,建榮永豐98購01,"5,000","5,000",0,0.00,100.00
3829,708624,雙美永豐98購01,"5,000","5,000",0,0.00,100.00
3830,708625,雙鴻永豐98購01,"4,000","5,000",-1000,-20.00,100.00
3831,708626,亞泰國票97購01,"5,000","5,000",0,0.00,100.00
3832,708627,新普國票98購01,"1,000","1,000",0,0.00,100.00
3833,708628,廣明國票98購01,"5,000","5,000",0,0.00,100.00
3834,708629,璟德國票98購01,"1,000","1,000",0,0.00,100.00
3835,708630,環宇國票98購01,"5,000","5,000",0,0.00,100.00
3836,708631,頎邦國票98購01,"1,000","1,000",0,0.00,100.00
3837,708632,M31元大98購01,"1,000","1,000",0,0.00,100.00
3838,708633,昂寶元大98購02,"1,000","1,000",0,0.00,100.00
3839,708634,信昌電元大98購02,500,"1,000",-500,-50.00,100.00
3840,708635,建榮元大97購03,"2,000","2,000",0,0.00,100.00
3841,708636,原相元大98購02,786,"1,500",-714,-47.60,100.00
3842,708637,群聯元大98購02,594,"1,000",-406,-40.60,100.00
3843,708638,精測元大97購04,500,"1,000",-500,-50.00,100.00
3844,708639,網龍元大97購01,"1,500","1,500",0,0.00,100.00
3845,708640,璟德元大97購03,"5,000","5,000",0,0.00,100.00
3846,708641,鈊象元大98購02,500,"1,000",-500,-50.00,100.00
3847,708642,頎邦元大97購03,"8,000","8,000",0,0.00,100.00
3848,708643,頎邦元大97購04,"1,500","1,500",0,0.00,100.00
3849,708644,雙美國泰99購01,"2,200","5,700",-3500,-61.40,100.00
3850,708645,聯亞兆豐98購01,"5,000","5,000",0,0.00,100.00
3851,708646,櫃200兆豐97購01,"5,000","5,000",0,0.00,100.00
3852,708647,泰博群益97購01,"3,000","3,000",0,0.00,100.00
3853,708648,VHQ中信97購01,"5,000","5,000",0,0.00,100.00
3854,708649,鈊象中信97購01,"5,000","5,000",0,0.00,100.00
3855,708650,迅得麥證98購01,"5,000","5,000",0,0.00,100.00
3856,708651,大學光元富99購01,"5,000","5,000",0,0.00,100.00
3857,708652,光頡元富97購01,"2,000","2,000",0,0.00,100.00
3858,708653,神盾元富97購03,"5,000","5,000",0,0.00,100.00
3859,708654,力致統一97購03,"5,000","5,000",0,0.00,100.00
3860,708655,波若威統一99購01,"5,000","5,000",0,0.00,100.00
3861,708656,信昌電統一98購01,"5,000","5,000",0,0.00,100.00
3862,708657,兆利台新97購01,"5,000","5,000",0,0.00,100.00
3863,708658,神盾台新98購01,"5,000","5,000",0,0.00,100.00
3864,708659,合晶凱基97購03,500,"1,500",-1000,-66.66,100.00
3865,708660,宇峻凱基99購02,551,551,0,0.00,100.00
3866,708661,良維凱基97購03,"3,700","3,700",0,0.00,100.00
