,證券代號,證券名稱,本週股額(A),上週股額(B),增減數額(A-B),增減比率(A-B)/B,發行比率(%)
1147,707162,旺矽國票96購01,500,500,0,0.00,100.00
1148,707163,信昌電國票96購01,700,"1,500",-800,-53.33,100.00
1149,707164,宣德國票96購01,"1,000","1,000",0,0.00,100.00
1150,707165,聚積國票96購01,"1,000","1,000",0,0.00,100.00
1151,707166,譜瑞國票96購01,500,500,0,0.00,100.00
1152,707167,中美晶國泰96購01,500,500,0,0.00,100.00
1153,707168,群聯國泰97購01,950,950,0,0.00,100.00
1154,707169,群聯富邦96購01,978,978,0,0.00,100.00
1155,707170,環宇富邦97購01,"8,000","8,000",0,0.00,100.00
1156,707171,弘塑中信99購01,"5,000","5,000",0,0.00,100.00
1157,707172,環球晶中信99購01,"15,000","15,000",0,0.00,100.00
1158,707173,鈺太中信96購01,"1,000","1,000",0,0.00,100.00
1159,707174,凡甲凱基96購01,500,500,0,0.00,100.00
1160,707175,大江凱基96購01,500,500,0,0.00,100.00
1161,707178,威剛凱基97購01,512,512,0,0.00,100.00
1162,707189,美琪瑪元大96購01,500,500,0,0.00,100.00
1163,707190,神盾元大96購02,"1,250","1,250",0,0.00,100.00
1164,707196,閎康群益96購01,"1,600","1,600",0,0.00,100.00
1165,707197,順達群益96購01,"1,500","1,500",0,0.00,100.00
1166,707198,VHQ國票96購01,500,500,0,0.00,100.00
1167,707200,網龍國票97購01,800,800,0,0.00,100.00
1168,707201,環球晶國票96購02,500,500,0,0.00,100.00
1169,707202,聯亞國票96購02,700,700,0,0.00,100.00
1170,707207,宇峻元大97購01,503,503,0,0.00,100.00
1171,707213,順達統一97購01,"2,100","2,100",0,0.00,100.00
1172,707233,迅得群益97購01,"2,000","2,000",0,0.00,100.00
1173,707235,群聯群益96購02,500,500,0,0.00,100.00
1174,707236,聚積群益97購01,700,700,0,0.00,100.00
1175,707241,昇達科國票96購01,620,620,0,0.00,100.00
1176,707242,信驊國票96購01,500,500,0,0.00,100.00
1177,707243,新普國票96購01,500,500,0,0.00,100.00
1178,707244,精華國票96購01,800,800,0,0.00,100.00
1179,707246,弘塑元大96購01,550,550,0,0.00,100.00
1180,707248,建榮元大96購02,500,500,0,0.00,100.00
1181,707252,鐿鈦元大96購01,500,500,0,0.00,100.00
1182,707253,穩懋亞東96購02,"1,400","1,400",0,0.00,100.00
1183,707254,同致中信97購01,"5,000","5,000",0,0.00,100.00
1184,707262,大宇資凱基97購01,500,500,0,0.00,100.00
1185,707263,神盾凱基96購02,500,500,0,0.00,100.00
1186,707275,元太元大96購01,"1,500","1,500",0,0.00,100.00
1187,707277,神盾元大97購02,"6,250","6,250",0,0.00,100.00
1188,707278,勝麗元大96購01,500,500,0,0.00,100.00
1189,707280,碩禾元大96購01,800,800,0,0.00,100.00
1190,707285,弘塑國泰97購01,"1,000","1,000",0,0.00,100.00
1191,707287,同致國票96購01,500,500,0,0.00,100.00
1192,707288,良維國票97購01,800,800,0,0.00,100.00
1193,707289,緯軟國票97購01,800,800,0,0.00,100.00
1194,707290,優群國票96購01,500,500,0,0.00,100.00
1195,707293,泰博兆豐96購01,"1,000","1,000",0,0.00,100.00
1196,707294,VHQ群益96購01,880,880,0,0.00,100.00
1197,707297,台燿凱基96購03,500,500,0,0.00,100.00
1198,707302,原相亞東96購01,550,550,0,0.00,100.00
1199,707309,合晶國票96購02,"1,000","1,500",-500,-33.33,100.00
1200,707310,原相國票96購01,500,500,0,0.00,100.00
1201,707315,大江元大96購04,"4,500","4,500",0,0.00,100.00
1202,707316,同致元大96購01,800,800,0,0.00,100.00
1203,707323,環宇元大96購01,"1,100","1,100",0,0.00,100.00
1204,707324,櫃200永昌96購04,500,500,0,0.00,100.00
1205,707325,M31中信96購01,"1,000","5,000",-4000,-80.00,100.00
1206,707326,穩懋中信97購01,"4,500","4,500",0,0.00,100.00
1207,707328,中美晶凱基96購01,500,500,0,0.00,100.00
1208,707333,大江國票96購04,500,500,0,0.00,100.00
1209,707334,合晶國票97購01,500,500,0,0.00,100.00
1210,707335,勝麗國票97購01,800,800,0,0.00,100.00
1211,707336,群聯國票96購01,500,500,0,0.00,100.00
1212,707337,網龍國票97購02,800,800,0,0.00,100.00
1213,707338,環球晶國票96購03,500,500,0,0.00,100.00
1214,707339,晟德國票97購01,500,500,0,0.00,100.00
1215,707340,神盾國泰97購01,500,500,0,0.00,100.00
1216,707341,博智國泰97購01,500,500,0,0.00,100.00
1217,707342,原相富邦99購01,"2,500","2,500",0,0.00,100.00
1218,707343,聯亞兆豐96購01,"1,000","1,000",0,0.00,100.00
1219,707345,宣德群益96購01,543,543,0,0.00,100.00
1220,707346,皇田群益97購01,"1,000","1,000",0,0.00,100.00
1221,707347,金居元大96購03,500,500,0,0.00,100.00
1222,707348,保瑞元大96購01,500,500,0,0.00,100.00
1223,707349,茂達元大96購01,500,500,0,0.00,100.00
1224,707350,優群元大96購01,500,500,0,0.00,100.00
1225,707351,環球晶元大96購01,600,600,0,0.00,100.00
1226,707352,櫃200元大96購03,"1,000","1,000",0,0.00,100.00
1227,707353,櫃200元大96購04,"1,000","1,000",0,0.00,100.00
1228,707354,昇達科中信97購01,"5,000","5,000",0,0.00,100.00
1229,707357,大江國票97購02,800,800,0,0.00,100.00
1230,707361,元太元大96購02,"10,000","10,000",0,0.00,100.00
1231,707363,合晶元大96購03,600,600,0,0.00,100.00
1232,707365,群聯元大97購01,947,947,0,0.00,100.00
1233,707366,廣明元大96購01,829,829,0,0.00,100.00
1234,707368,茂達永豐96購01,500,500,0,0.00,100.00
1235,707370,杰力國票96購02,500,800,-300,-37.50,100.00
1236,707371,大江富邦97購01,"5,000","5,000",0,0.00,100.00
1237,707372,原相凱基96購01,962,962,0,0.00,100.00
1238,707376,雙鴻凱基96購03,673,673,0,0.00,100.00
1239,707385,晶焱元大96購01,"1,000","1,000",0,0.00,100.00
1240,707395,大宇資群益97購01,"5,000","5,000",0,0.00,100.00
1241,707400,威剛元大96購02,500,500,0,0.00,100.00
1242,707402,大宇資永豐96購01,"1,000","1,000",0,0.00,100.00
1243,707403,旺矽永豐96購01,500,500,0,0.00,100.00
1244,707405,優群永豐96購01,500,500,0,0.00,100.00
1245,707406,M31國票96購01,500,500,0,0.00,100.00
1246,707407,中美晶國票96購03,500,500,0,0.00,100.00
1247,707408,兆利國票96購01,500,500,0,0.00,100.00
1248,707410,雙美國票96購01,500,500,0,0.00,100.00
1249,707415,櫃200T永昌96購01,500,500,0,0.00,100.00
1250,707416,櫃200T永昌96購02,500,500,0,0.00,100.00
1251,707417,櫃200T永昌96購03,500,500,0,0.00,100.00
1252,707418,櫃200T永昌96購04,500,500,0,0.00,100.00
1253,707421,緯軟凱基96購01,500,500,0,0.00,100.00
1254,707422,櫃200凱基99購01,"5,000","5,000",0,0.00,100.00
1255,707423,三貝德國票96購02,552,552,0,0.00,100.00
1256,707424,大學光國票96購02,500,500,0,0.00,100.00
1257,707425,台燿國票96購01,800,800,0,0.00,100.00
1258,707426,穩懋國票96購03,800,800,0,0.00,100.00
1259,707427,新普國泰96購01,500,500,0,0.00,100.00
1260,707428,譜瑞國泰97購01,500,500,0,0.00,100.00
1261,707432,雙鴻台新96購01,"1,000","1,000",0,0.00,100.00
1262,707434,環球晶元大96購02,"6,000","6,000",0,0.00,100.00
1263,707437,群聯兆豐96購01,"1,500","1,500",0,0.00,100.00
1264,707440,昇達科群益97購01,"2,300","2,300",0,0.00,100.00
1265,707441,晶焱群益96購01,"1,500","1,500",0,0.00,100.00
1266,707442,櫃200富邦9A購01,"1,019","1,019",0,0.00,100.00
1267,707443,櫃200富邦9A購02,"1,014","1,014",0,0.00,100.00
1268,707444,雙鴻富邦96購02,"3,000","3,000",0,0.00,100.00
1269,707450,大江中信96購01,"1,000","1,000",0,0.00,100.00
1270,707452,兆利元大96購01,"1,200","1,200",0,0.00,100.00
1271,707457,緯軟群益96購01,"1,500","1,500",0,0.00,100.00
1272,707459,迅得凱基98購01,500,500,0,0.00,100.00
1273,707461,信昌電凱基97購01,500,500,0,0.00,100.00
1274,707462,茂達凱基9B購01,500,500,0,0.00,100.00
1275,707463,神盾凱基9B購01,500,500,0,0.00,100.00
1276,707464,勝麗凱基97購01,500,500,0,0.00,100.00
1277,707465,閎康凱基97購01,545,545,0,0.00,100.00
1278,707466,環宇凱基97購01,500,500,0,0.00,100.00
1279,707467,環球晶凱基96購01,500,500,0,0.00,100.00
1280,707468,穩懋凱基96購03,500,500,0,0.00,100.00
1281,707469,鈺太凱基97購01,500,500,0,0.00,100.00
1282,707470,鐿鈦凱基96購01,500,500,0,0.00,100.00
1283,707471,信昌電國票96購02,"1,500","1,500",0,0.00,100.00
1284,707472,晶焱國票96購02,"1,000","1,000",0,0.00,100.00
1285,707473,群聯國票96購02,500,500,0,0.00,100.00
1286,707474,穩懋富邦97購01,"10,000","10,000",0,0.00,100.00
1287,707479,晶焱凱基96購01,500,500,0,0.00,100.00
1288,707480,環球晶凱基97購01,500,500,0,0.00,100.00
1289,707484,大江元大96購05,"1,000","1,000",0,0.00,100.00
1290,707485,同致元大97購01,500,500,0,0.00,100.00
1291,707487,迅得國票96購01,600,600,0,0.00,100.00
1292,707488,宜鼎國票96購02,500,500,0,0.00,100.00
1293,707489,美琪瑪國票96購01,800,800,0,0.00,100.00
1294,707490,智崴國泰96購01,"1,890","1,890",0,0.00,100.00
1295,707491,櫃200T永昌9C購01,880,880,0,0.00,100.00
1296,707492,櫃200T永昌9C購02,500,500,0,0.00,100.00
1297,707493,櫃200T永昌9C購03,500,500,0,0.00,100.00
1298,707494,櫃200T永昌9C購04,500,500,0,0.00,100.00
1299,707498,旺矽元大96購01,500,500,0,0.00,100.00
1300,707500,智崴國票96購01,500,500,0,0.00,100.00
1301,707501,閎康國票97購01,800,800,0,0.00,100.00
1302,707502,金可國泰97購01,500,500,0,0.00,100.00
1303,707503,精華國泰97購01,500,500,0,0.00,100.00
1304,707504,環球晶國泰96購03,500,500,0,0.00,100.00
1305,707505,穩懋國泰96購02,600,600,0,0.00,100.00
1306,707506,穩懋統一96購05,"5,000","5,000",0,0.00,100.00
1307,707507,三貝德凱基96購02,500,500,0,0.00,100.00
1308,707509,元太凱基96購01,516,516,0,0.00,100.00
1309,707511,建榮凱基97購01,500,500,0,0.00,100.00
1310,707512,穩懋凱基96購04,"1,411","1,411",0,0.00,100.00
1311,707517,穩懋兆豐96購02,"5,000","5,000",0,0.00,100.00
1312,707520,優群群益97購01,500,500,0,0.00,100.00
1313,707525,泰博中信97購01,500,"1,000",-500,-50.00,100.00
1314,707526,建榮凱基96購01,500,500,0,0.00,100.00
1315,707528,精華凱基96購01,500,500,0,0.00,100.00
1316,707529,精華統一97購01,"5,000","5,000",0,0.00,100.00
1317,707530,精華統一97購02,"5,000","5,000",0,0.00,100.00
1318,707531,神盾國票97購01,"1,000","1,500",-500,-33.33,100.00
1319,707532,群聯國票96購03,500,500,0,0.00,100.00
1320,707533,緯軟國票97購02,800,800,0,0.00,100.00
1321,707534,碩禾元大98購01,"1,500","1,500",0,0.00,100.00
1322,707535,精華元大96購01,"10,000","10,000",0,0.00,100.00
1323,707546,台半亞東96購01,"1,500","1,500",0,0.00,100.00
1324,707547,世界中信96購01,"5,000","5,000",0,0.00,100.00
1325,707549,精測凱基96購01,500,500,0,0.00,100.00
1326,707552,精測統一96購01,"1,000","1,000",0,0.00,100.00
1327,707556,精測永豐96購01,500,500,0,0.00,100.00
1328,707561,M31國票96購02,500,500,0,0.00,100.00
1329,707562,由田國票97購01,"1,000","1,000",0,0.00,100.00
1330,707563,宇峻國票96購01,500,500,0,0.00,100.00
1331,707564,環球晶國票96購04,500,500,0,0.00,100.00
1332,707566,大江元大96購06,"1,000","1,000",0,0.00,100.00
1333,707567,合晶元大96購04,500,500,0,0.00,100.00
1334,707571,優群元大97購01,600,600,0,0.00,100.00
1335,707573,穩懋元大96購02,"10,000","10,000",0,0.00,100.00
1336,707574,大江富邦97購03,"10,000","10,000",0,0.00,100.00
1337,707577,神盾群益97購01,"2,300","2,300",0,0.00,100.00
1338,707580,雙鴻群益96購03,"1,168","1,168",0,0.00,100.00
1339,707581,世界元大96購01,0,"5,000",-5000,-100.00,100.00
1340,707582,金可元大96購01,0,"1,500",-1500,-100.00,100.00
1341,707583,順達元大96購01,0,"1,500",-1500,-100.00,100.00
1342,707584,精測元大97購01,"1,000","1,000",0,0.00,100.00
1343,707585,精華元大96購02,0,500,-500,-100.00,100.00
1344,707586,新鉅科元富96購02,0,"2,000",-2000,-100.00,100.00
1345,707587,精測元富96購01,0,"1,000",-1000,-100.00,100.00
1346,707588,廣明元富96購01,0,"6,000",-6000,-100.00,100.00
1347,707589,宣德統一96購01,0,"5,000",-5000,-100.00,100.00
1348,707590,群聯統一96購03,0,"1,000",-1000,-100.00,100.00
1349,707591,精測統一97購01,"1,000","1,000",0,0.00,100.00
1350,707592,穩懋統一97購01,"5,000","5,000",0,0.00,100.00
1351,707593,穩懋統一98購01,"5,000","5,000",0,0.00,100.00
1352,707595,精測凱基97購01,500,500,0,0.00,100.00
1353,707596,精測凱基97購02,500,500,0,0.00,100.00
1354,707597,雙鴻凱基96購04,0,664,-664,-100.00,100.00
1355,707598,穩懋凱基96購05,0,500,-500,-100.00,100.00
1356,707599,大江永豐96購01,0,500,-500,-100.00,100.00
1357,707600,中美晶永豐96購01,0,500,-500,-100.00,100.00
1358,707601,精測永豐96購02,0,500,-500,-100.00,100.00
1359,707602,精測永豐97購01,"1,000","1,000",0,0.00,100.00
1360,707603,邦特國票97購01,500,500,0,0.00,100.00
1361,707604,金可國票97購01,"1,139","1,139",0,0.00,100.00
1362,707605,群聯富邦97購01,"1,574","1,574",0,0.00,100.00
1363,707606,精測富邦96購01,0,"3,000",-3000,-100.00,100.00
1364,707607,精測兆豐97購01,"1,000","1,000",0,0.00,100.00
1365,707608,東洋群益96購01,0,900,-900,-100.00,100.00
1366,707609,金居群益98購01,500,"1,500",-1000,-66.66,100.00
1367,707610,保瑞群益98購01,"2,000","2,000",0,0.00,100.00
1368,707611,新鉅科群益96購01,0,700,-700,-100.00,100.00
1369,707612,精測群益96購01,0,"1,000",-1000,-100.00,100.00
1370,707613,鈊象台新97購01,"1,000","1,000",0,0.00,100.00
1371,707614,精測中信96購02,0,"2,000",-2000,-100.00,100.00
1372,707615,鈊象中信96購01,0,"1,000",-1000,-100.00,100.00
1373,707616,M31凱基97購01,500,500,0,0.00,100.00
1374,707617,宣德凱基96購01,0,500,-500,-100.00,100.00
1375,707618,精測凱基97購03,500,500,0,0.00,100.00
1376,707619,璟德凱基96購01,0,500,-500,-100.00,100.00
1377,707620,鐿鈦凱基96購02,0,500,-500,-100.00,100.00
1378,707621,精測統一97購02,"1,000","1,000",0,0.00,100.00
1379,707622,鈊象統一96購01,0,"1,000",-1000,-100.00,100.00
1380,707623,勝麗兆豐96購01,0,"5,000",-5000,-100.00,100.00
1381,707624,精測康和96購02,0,"1,000",-1000,-100.00,100.00
1382,707625,鈊象康和96購01,0,"1,000",-1000,-100.00,100.00
1383,707626,環球晶永昌99購01,702,702,0,0.00,100.00
1384,707627,迅得永豐97購01,500,500,0,0.00,100.00
1385,707628,旺矽永豐97購01,"1,020","1,020",0,0.00,100.00
1386,707629,昇達科永豐97購01,"1,000","1,000",0,0.00,100.00
1387,707630,僑威永豐96購01,0,500,-500,-100.00,100.00
1388,707631,璟德永豐96購01,0,500,-500,-100.00,100.00
1389,707632,鈊象永豐96購01,0,500,-500,-100.00,100.00
1390,707633,鈊象永豐97購01,500,500,0,0.00,100.00
1391,707634,元太元大96購03,0,"10,000",-10000,-100.00,100.00
1392,707635,宣德元大96購02,0,500,-500,-100.00,100.00
1393,707636,新普元大96購01,0,"1,000",-1000,-100.00,100.00
1394,707637,群聯元大97購02,500,500,0,0.00,100.00
1395,707638,精測元大96購01,0,"1,000",-1000,-100.00,100.00
1396,707639,鈊象元大97購01,500,500,0,0.00,100.00
1397,707640,波若威國票97購01,693,693,0,0.00,100.00
1398,707641,聯亞國票97購01,500,500,0,0.00,100.00
1399,707642,宣德國泰97購01,850,850,0,0.00,100.00
1400,707643,原相國泰98購01,"2,500","2,500",0,0.00,100.00
1401,707644,精測國泰98購01,800,800,0,0.00,100.00
1402,707645,鈊象國泰98購01,500,500,0,0.00,100.00
1403,707646,鈊象群益99購01,"1,500","1,500",0,0.00,100.00
1404,707647,鈺太中信96購02,0,"1,500",-1500,-100.00,100.00
1405,707648,雙鴻統一96購01,0,"1,500",-1500,-100.00,100.00
1406,707649,鈊象統一96購02,0,"1,000",-1000,-100.00,100.00
1407,707650,宇峻凱基98購01,"1,580","1,580",0,0.00,100.00
1408,707651,精測凱基96購03,0,811,-811,-100.00,100.00
1409,707652,環球晶凱基96購03,0,500,-500,-100.00,100.00
1410,707653,櫃200凱基96購03,0,"5,000",-5000,-100.00,100.00
1411,707654,雙美凱基97購01,500,500,0,0.00,100.00
1412,707655,穩懋凱基96購06,0,500,-500,-100.00,100.00
1413,707656,鈊象凱基96購01,0,611,-611,-100.00,100.00
1414,707657,鈊象凱基97購01,500,500,0,0.00,100.00
1415,707658,信昌電元富96購01,0,"2,000",-2000,-100.00,100.00
1416,707659,精測元富96購02,0,"5,000",-5000,-100.00,100.00
1417,707660,鈊象元富96購01,0,"1,000",-1000,-100.00,100.00
1418,707661,宣德台新96購01,0,"5,000",-5000,-100.00,100.00
1419,707662,凡甲國票97購01,500,500,0,0.00,100.00
1420,707663,世界國票97購01,"1,000","1,000",0,0.00,100.00
1421,707664,杰力國票97購01,"1,000","1,000",0,0.00,100.00
1422,707665,原相國票98購01,500,500,0,0.00,100.00
1423,707666,鈊象國票96購02,0,500,-500,-100.00,100.00
1424,707667,精測國泰98購02,800,800,0,0.00,100.00
1425,707668,合晶富邦96購01,0,"9,000",-9000,-100.00,100.00
1426,707669,安勤永豐97購01,500,500,0,0.00,100.00
1427,707670,閎康永豐96購01,0,500,-500,-100.00,100.00
1428,707671,精測永豐96購04,0,500,-500,-100.00,100.00
1429,707672,晶焱兆豐97購01,"5,000","5,000",0,0.00,100.00
1430,707673,雙鴻兆豐97購02,"5,000","5,000",0,0.00,100.00
1431,707674,合晶元大97購01,500,"1,000",-500,-50.00,100.00
1432,707675,茂達元大97購01,500,500,0,0.00,100.00
1433,707676,原相元大97購02,600,600,0,0.00,100.00
1434,707677,勝麗元大96購02,0,600,-600,-100.00,100.00
1435,707678,精測元大98購01,"1,000","1,000",0,0.00,100.00
1436,707679,璟德元大96購01,0,"1,000",-1000,-100.00,100.00
1437,707680,鈊象元大98購01,500,500,0,0.00,100.00
1438,707681,力麒康和96購01,0,"5,000",-5000,-100.00,100.00
1439,707682,精測康和96購03,0,"15,000",-15000,-100.00,100.00
1440,707683,東隆興群益96購01,0,800,-800,-100.00,100.00
1441,707684,金居群益98購02,"1,500","1,500",0,0.00,100.00
1442,707685,保瑞群益98購02,"1,500","1,500",0,0.00,100.00
1443,707686,神盾群益98購01,"5,000","5,000",0,0.00,100.00
1444,707687,順達群益96購02,0,"1,500",-1500,-100.00,100.00
1445,707688,緯軟統一96購01,0,"5,000",-5000,-100.00,100.00
1446,707689,穩懋統一96購06,0,"5,000",-5000,-100.00,100.00
1447,707690,鈊象統一96購03,0,"1,000",-1000,-100.00,100.00
1448,707691,同致元大97購02,500,500,0,0.00,100.00
1449,707692,迅得元大97購01,"1,000","7,000",-6000,-85.71,100.00
1450,707693,晶焱元大97購01,500,"1,000",-500,-50.00,100.00
1451,707694,群聯元大97購03,531,531,0,0.00,100.00
1452,707695,優群元大97購02,600,600,0,0.00,100.00
1453,707696,聯亞元大97購01,500,500,0,0.00,100.00
1454,707697,穩懋元大96購03,0,"1,500",-1500,-100.00,100.00
1455,707698,鈊象元大97購02,500,500,0,0.00,100.00
1456,707699,原相元富96購01,0,500,-500,-100.00,100.00
1457,707700,精華元富96購01,0,"2,000",-2000,-100.00,100.00
1458,707701,環球晶元富96購01,0,"5,000",-5000,-100.00,100.00
1459,707702,鈊象台新98購01,"5,000","5,000",0,0.00,100.00
1460,707703,M31凱基96購01,0,500,-500,-100.00,100.00
1461,707704,金可凱基97購01,500,500,0,0.00,100.00
1462,707705,金居凱基96購01,0,500,-500,-100.00,100.00
1463,707706,精華凱基96購02,0,500,-500,-100.00,100.00
1464,707707,環球晶凱基96購04,0,500,-500,-100.00,100.00
1465,707708,聯亞凱基96購01,0,500,-500,-100.00,100.00
1466,707709,鐿鈦凱基97購01,500,500,0,0.00,100.00
1467,707710,大田國票97購01,500,500,0,0.00,100.00
1468,707711,六角國票98購01,500,500,0,0.00,100.00
1469,707713,晶焱國票97購01,"1,000","1,000",0,0.00,100.00
1470,707714,群聯國票97購01,500,500,0,0.00,100.00
1471,707715,大江國泰98購01,500,500,0,0.00,100.00
1472,707716,晶焱國泰98購01,"1,000","1,000",0,0.00,100.00
1473,707717,穩懋國泰97購01,800,800,0,0.00,100.00
1474,707718,良維永豐96購01,0,500,-500,-100.00,100.00
1475,707719,威剛永豐96購01,0,500,-500,-100.00,100.00
1476,707720,宣德永豐97購01,500,500,0,0.00,100.00
1477,707721,鈊象永豐96購03,0,500,-500,-100.00,100.00
1478,707722,三貝德群益96購01,0,600,-600,-100.00,100.00
1479,707723,宜鼎群益96購02,0,700,-700,-100.00,100.00
1480,707724,長科*群益96購01,0,"2,600",-2600,-100.00,100.00
1481,707725,閎康群益97購01,"1,250","1,250",0,0.00,100.00
1482,707726,晟德群益96購01,0,"1,400",-1400,-100.00,100.00
1483,707727,鈊象群益99購02,"5,000","5,000",0,0.00,100.00
1484,707728,鈊象康和96購03,"1,000","1,000",0,0.00,100.00
1485,707729,鈊象凱基98購01,500,500,0,0.00,100.00
1486,707730,穩懋元富96購01,"2,500","2,500",0,0.00,100.00
1487,707731,環球晶亞東97購01,"1,990","2,000",-10,-0.50,100.00
1488,707732,凡甲永豐97購01,"1,027","1,027",0,0.00,100.00
1489,707733,大宇資永豐96購02,500,500,0,0.00,100.00
1490,707734,元太國票97購01,500,700,-200,-28.57,100.00
1491,707735,台燿國票97購01,500,500,0,0.00,100.00
1492,707736,信驊國票97購01,500,500,0,0.00,100.00
1493,707737,新普國票97購01,500,500,0,0.00,100.00
1494,707738,聖暉國泰96購01,600,600,0,0.00,100.00
1495,707739,網家國泰97購01,"1,197","1,197",0,0.00,100.00
1496,707740,金可兆豐96購01,"5,000","5,000",0,0.00,100.00
1497,707741,胡連康和96購01,"5,000","5,000",0,0.00,100.00
1498,707742,佳邦群益96購01,800,800,0,0.00,100.00
1499,707743,旺矽群益97購01,700,700,0,0.00,100.00
1500,707744,新普群益98購01,"1,000","1,000",0,0.00,100.00
1501,707745,網龍群益98購01,"2,500","2,500",0,0.00,100.00
1502,707746,由田元大96購01,500,500,0,0.00,100.00
1503,707747,信昌電元大97購01,"1,000","1,000",0,0.00,100.00
1504,707748,神盾元大99購01,"2,000","2,000",0,0.00,100.00
1505,707749,精華元大97購01,500,500,0,0.00,100.00
1506,707750,穩懋元大97購01,"1,019","1,019",0,0.00,100.00
1507,707751,鈺太元大97購01,"6,600","8,000",-1400,-17.50,100.00
1508,707752,世界中信98購01,"5,000","5,000",0,0.00,100.00
1509,707753,環球晶中信99購02,"25,000","25,000",0,0.00,100.00
1510,707754,環球晶統一96購01,"5,000","5,000",0,0.00,100.00
1511,707755,穩懋統一96購07,"5,000","5,000",0,0.00,100.00
1512,707756,世界凱基96購01,500,500,0,0.00,100.00
1513,707757,網龍凱基97購01,500,500,0,0.00,100.00
1514,707758,穩懋凱基96購07,500,500,0,0.00,100.00
1515,707759,大江元大97購01,500,"1,000",-500,-50.00,100.00
1516,707760,世界元大96購02,"8,000","8,000",0,0.00,100.00
1517,707761,迅得元大98購01,"1,000","1,000",0,0.00,100.00
1518,707762,宣德元大96購03,500,500,0,0.00,100.00
1519,707763,群聯元大96購04,500,500,0,0.00,100.00
1520,707764,鈊象元大96購03,"1,000","1,000",0,0.00,100.00
1521,707765,原相永昌99購01,790,790,0,0.00,100.00
1522,707766,大田永豐96購01,500,500,0,0.00,100.00
1523,707767,中美晶永豐96購02,500,500,0,0.00,100.00
1524,707768,世界永豐96購02,500,500,0,0.00,100.00
1525,707769,光頡永豐96購01,500,500,0,0.00,100.00
1526,707770,合晶永豐97購01,"1,000","1,000",0,0.00,100.00
1527,707771,精測永豐96購06,500,500,0,0.00,100.00
1528,707772,精測永豐96購07,500,500,0,0.00,100.00
1529,707773,穩懋永豐96購01,500,500,0,0.00,100.00
1530,707774,大宇資國票97購01,"1,000","1,000",0,0.00,100.00
1531,707775,良維國票97購02,"1,000","1,000",0,0.00,100.00
1532,707776,宜鼎國票97購01,500,500,0,0.00,100.00
1533,707777,金居國票97購01,500,500,0,0.00,100.00
1534,707778,信昌電國票97購01,"5,000","5,500",-500,-9.09,100.00
1535,707779,保瑞國票97購01,"1,000","1,000",0,0.00,100.00
1536,707780,昇達科富邦98購01,"10,000","10,000",0,0.00,100.00
1537,707781,宣德麥證96購01,"10,000","10,000",0,0.00,100.00
1538,707782,世界台新97購01,"5,000","5,000",0,0.00,100.00
1539,707783,泰博兆豐96購02,"1,000","1,000",0,0.00,100.00
1540,707784,聚積康和96購01,"1,000","1,000",0,0.00,100.00
1541,707785,凡甲群益98購01,"2,000","2,000",0,0.00,100.00
1542,707786,中美晶群益96購01,600,600,0,0.00,100.00
1543,707787,合晶群益96購01,500,500,0,0.00,100.00
1544,707788,晶焱群益98購01,"2,000","2,000",0,0.00,100.00
1545,707789,精測群益96購04,"1,200","1,200",0,0.00,100.00
1546,707790,廣明群益96購01,"2,200","2,200",0,0.00,100.00
1547,707791,聯亞群益96購02,600,600,0,0.00,100.00
1548,707792,鐿鈦群益97購01,550,550,0,0.00,100.00
1549,707793,中美晶元大96購02,500,500,0,0.00,100.00
1550,707794,世界元大96購03,"1,000","1,000",0,0.00,100.00
1551,707795,精測元大96購02,"1,000","1,000",0,0.00,100.00
1552,707796,聯亞元大96購02,503,503,0,0.00,100.00
1553,707797,鈊象元大96購04,500,500,0,0.00,100.00
1554,707798,世界統一97購01,"5,000","5,000",0,0.00,100.00
1555,707799,神盾統一98購01,"5,000","5,000",0,0.00,100.00
1556,707800,穩懋統一98購02,"5,000","5,000",0,0.00,100.00
1557,707801,鈊象統一97購02,"1,000","1,000",0,0.00,100.00
1558,707802,宣德中信9A購01,"10,000","10,000",0,0.00,100.00
1559,707803,中光電凱基96購01,500,500,0,0.00,100.00
1560,707804,世界凱基96購02,500,500,0,0.00,100.00
1561,707805,旺矽凱基96購01,500,500,0,0.00,100.00
1562,707806,信昌電凱基97購02,500,500,0,0.00,100.00
1563,707807,佳邦國票97購01,"1,000","1,000",0,0.00,100.00
1564,707808,優群國票98購01,500,500,0,0.00,100.00
1565,707809,中美晶國泰97購01,600,600,0,0.00,100.00
1566,707810,穩懋麥證96購01,"10,000","10,000",0,0.00,100.00
1567,707811,世界元富96購01,"2,000","2,000",0,0.00,100.00
1568,707812,茂達元富96購01,"2,000","2,000",0,0.00,100.00
1569,707813,群聯元富96購02,"1,000","1,000",0,0.00,100.00
1570,707814,穩懋富邦98購01,"15,000","15,000",0,0.00,100.00
1571,707815,中美晶台新97購01,"5,000","5,000",0,0.00,100.00
1572,707816,良維台新97購01,"5,000","5,000",0,0.00,100.00
1573,707817,閎康台新96購01,"5,000","5,000",0,0.00,100.00
1574,707818,群聯台新97購02,"2,000","2,000",0,0.00,100.00
1575,707819,碩禾台新97購01,"1,000","1,000",0,0.00,100.00
1576,707820,世界康和96購01,"5,000","5,000",0,0.00,100.00
1577,707821,凡甲群益96購01,690,690,0,0.00,100.00
1578,707822,中美晶群益96購02,600,600,0,0.00,100.00
