,證券代號,證券名稱,本週股額(A),上週股額(B),增減數額(A-B),增減比率(A-B)/B,發行比率(%)
86,00859B,群益0-1年美債,"12,011","12,011",0,0.00,100.00
87,00860B,群益1-5年IG債,"35,171","35,171",0,0.00,100.00
88,00862B,中信投資級公司債,"33,881","33,881",0,0.00,100.00
89,00863B,中信全球電信債,"100,964","100,964",0,0.00,100.00
90,00864B,中信美國公債0-1,"15,222","15,222",0,0.00,100.00
91,00867B,新光A-BBB電信債,"38,650","38,650",0,0.00,100.00
92,00868B,FT1-3年美公債,"5,324","5,324",0,0.00,100.00
93,00869B,FT10-25年公司債,"6,282","6,282",0,0.00,100.00
94,00870B,元大15年EM主權債,"246,651","224,651","22,000",9.79,100.00
95,00871B,元大中國政金債,"3,570","3,570",0,0.00,100.00
96,00872B,凱基美債1-3,"5,110","5,110",0,0.00,100.00
97,00873B,凱基新興債1-5,"1,877","1,877",0,0.00,100.00
98,00874B,凱基BBB公司債15+,"16,290","16,290",0,0.00,100.00
99,020001,富邦存股雙十N,"40,000","40,000",0,0.00,100.00
100,020003,統一漲升股利150N,"20,000","20,000",0,0.00,100.00
101,020009,群益A50綠碳N,"10,000","10,000",0,0.00,100.00
102,020010,永昌富櫃200N,"20,000","20,000",0,0.00,100.00
103,020013,元富亞洲高股息N,"20,000","20,000",0,0.00,100.00
104,020014,元大富櫃200N,"60,000","60,000",0,0.00,100.00
105,1240  ,茂生農經,"33,990","33,990",0,0.00,100.00
106,1258  ,其祥-KY,"36,819","36,819",0,0.00,100.00
107,12582 ,其祥二KY,"2,999","2,999",0,0.00,99.96
108,1259  ,安心,"32,389","32,389",0,0.00,100.00
109,1264  ,德麥,"33,695","33,695",0,0.00,100.00
110,1268  ,漢來美食,"37,723","37,723",0,0.00,100.00
111,13163 ,上曜三,"4,556","4,556",0,0.00,91.12
112,1333  ,恩得利,"51,060","51,060",0,0.00,100.00
113,1336  ,台翰,"77,098","77,098",0,0.00,100.00
114,14361 ,華友聯一,"3,000","3,000",0,0.00,100.00
115,14423 ,名軒三,"6,389","6,389",0,0.00,79.86
116,14721 ,三洋紡一,"2,889","2,889",0,0.00,96.30
117,15131 ,中興電一,"15,000","15,000",0,0.00,100.00
118,1565  ,精華,"50,416","50,416",0,0.00,100.00
119,1569  ,濱川,"113,443","113,443",0,0.00,100.00
120,15696 ,濱川六,"1,832","1,832",0,0.00,91.60
121,1570  ,力肯,"51,500","51,500",0,0.00,100.00
122,1580  ,新麥,"50,230","50,230",0,0.00,100.00
123,1584  ,精剛,"82,470","82,470",0,0.00,100.00
124,1586  ,和勤,"80,151","80,151",0,0.00,100.00
125,15892 ,永冠二KY,64,64,0,0.00,0.25
126,1591  ,駿吉-KY,"33,164","33,164",0,0.00,100.00
127,15921 ,英瑞一KY,"2,000","2,000",0,0.00,100.00
128,1593  ,祺驊,"31,948","31,948",0,0.00,100.00
129,1595  ,川寶,"47,148","47,148",0,0.00,100.00
130,1597  ,直得,"81,187","81,187",0,0.00,100.00
131,15981 ,岱宇一,"4,495","4,956",-461,-9.30,74.91
132,1599  ,宏佳騰,"73,458","73,458",0,0.00,100.00
133,16262 ,艾美特二KY,"4,432","4,432",0,0.00,88.64
134,16263 ,艾美特三KY,"3,000","3,000",0,0.00,100.00
135,17333 ,五鼎三,"3,918","3,918",0,0.00,97.95
136,1742  ,台蠟,"41,461","41,461",0,0.00,100.00
137,1752  ,南光,"100,988","100,988",0,0.00,100.00
138,1777  ,生泰,"30,059","30,059",0,0.00,100.00
139,1781  ,合世,"47,407","47,407",0,0.00,100.00
140,1784  ,訊聯,"49,626","49,626",0,0.00,100.00
141,1785  ,光洋科,"397,431","397,431",0,0.00,100.00
142,17861 ,科妍一,"3,000","3,000",0,0.00,100.00
143,1788  ,杏昌,"36,000","36,000",0,0.00,100.00
144,17881 ,杏昌一,"4,200","4,200",0,0.00,100.00
145,1796  ,金穎生技,"27,893","27,893",0,0.00,100.00
146,17961 ,金穎生技一,"3,000","3,000",0,0.00,100.00
147,1799  ,易威,"57,517","57,517",0,0.00,100.00
148,1813  ,寶利徠,"46,635","46,635",0,0.00,100.00
149,1815  ,富喬,"422,946","422,946",0,0.00,100.00
150,18155 ,富喬五,"6,000","6,000",0,0.00,100.00
151,20067 ,東和鋼鐵七,"20,000","20,000",0,0.00,100.00
152,20315 ,新光鋼五,"4,398","4,398",0,0.00,73.30
153,2035  ,唐榮,"350,000","350,000",0,0.00,100.00
154,2061  ,風青,"58,660","58,660",0,0.00,100.00
155,2063  ,世鎧,"45,000","45,000",0,0.00,100.00
156,20631 ,世鎧一,"3,000","3,000",0,0.00,100.00
157,2064  ,晉椿,"69,630","69,630",0,0.00,100.00
158,2065  ,世豐,"32,919","32,919",0,0.00,100.00
159,20651 ,世豐一,"3,888","3,888",0,0.00,97.20
160,2066  ,世德,"36,502","36,502",0,0.00,100.00
161,2067  ,嘉鋼,"45,138","45,138",0,0.00,100.00
162,20693 ,運錩三,"3,998","3,998",0,0.00,99.95
163,2070  ,精湛,"35,782","35,782",0,0.00,100.00
164,22081 ,台船一,"20,000","20,000",0,0.00,100.00
165,2221  ,大甲,"42,325","42,325",0,0.00,100.00
166,2230  ,泰茂,"39,913","39,913",0,0.00,100.00
167,2235  ,謚源,"35,878","35,878",0,0.00,100.00
168,22392 ,英利二KY,"4,000","4,000",0,0.00,100.00
169,22431 ,宏旭一KY,"3,589","3,589",0,0.00,89.72
170,233201,友訊Ｅ１,"2,953","2,953",0,0.00,24.60
171,23834 ,台光電四,"14,254","14,254",0,0.00,95.02
172,24064 ,國碩四,"12,000","12,000",0,0.00,100.00
173,24392 ,美律二,"22,895","22,895",0,0.00,76.31
174,24564 ,奇力新四,0,4,-4,-100.00,0.02
175,24565 ,奇力新五,"1,422","1,422",0,0.00,10.15
176,24566 ,奇力新六,"13,579","13,579",0,0.00,67.89
177,24663 ,冠西三,"3,000","3,000",0,0.00,100.00
178,24722 ,立隆電二,"6,000","6,000",0,0.00,100.00
179,24921 ,華新科一,"48,000","48,000",0,0.00,100.00
180,25282 ,皇普二,"7,000","7,000",0,0.00,100.00
181,25355 ,達欣工五,"3,155","3,155",0,0.00,31.55
182,25391 ,櫻花建一,"2,000","2,000",0,0.00,100.00
183,25392 ,櫻花建二,"1,497","1,497",0,0.00,51.26
184,25425 ,興富發五,"99,999","99,999",0,0.00,99.99
185,2596  ,綠意,"100,000","100,000",0,0.00,100.00
186,26095 ,陽明五,"76,000","76,000",0,0.00,100.00
187,26106 ,華航六,"60,000","60,000",0,0.00,100.00
188,26183 ,長榮航三,"65,489","65,489",0,0.00,93.55
189,26301 ,亞航一,"2,000","2,000",0,0.00,100.00
190,26302 ,亞航二,"3,000","3,000",0,0.00,100.00
191,26372 ,慧洋二KY,"3,972","3,972",0,0.00,99.30
192,26373 ,慧洋三KY,"1,010","1,010",0,0.00,12.62
193,2640  ,大車隊,"53,755","53,755",0,0.00,100.00
194,2641  ,正德,"151,124","151,124",0,0.00,100.00
195,26413 ,正德三,"2,500","2,500",0,0.00,100.00
196,26414 ,正德四,"1,408","1,408",0,0.00,46.93
197,2643  ,捷迅,"30,000","30,000",0,0.00,100.00
198,27072 ,晶華二,"13,828","13,828",0,0.00,92.18
199,2718  ,晶悅,"42,576","42,576",0,0.00,100.00
200,2719  ,燦星旅,"18,272","18,272",0,0.00,100.00
201,2724  ,富驛-KY,"38,172","38,172",0,0.00,100.00
202,2726  ,雅茗-KY,"34,908","34,908",0,0.00,100.00
203,2729  ,瓦城,"23,266","23,266",0,0.00,100.00
204,27291 ,瓦城一,"8,000","8,000",0,0.00,100.00
205,2732  ,六角,"40,642","40,642",0,0.00,100.00
206,27322 ,六角二,"3,326","3,327",-1,-0.03,73.91
207,2734  ,易飛網,"30,259","30,259",0,0.00,100.00
208,2736  ,高野,"48,992","48,992",0,0.00,100.00
209,2740  ,天蔥,"8,613","8,613",0,0.00,100.00
210,2743  ,山富,"32,031","32,031",0,0.00,100.00
211,2745  ,五福,"29,308","29,308",0,0.00,100.00
212,27481 ,雲品一,"8,000","8,000",0,0.00,100.00
213,2752  ,豆府,"21,872","21,872",0,0.00,100.00
214,28885 ,新光金四,"15,039","15,039",0,0.00,37.59
215,28886 ,新光金五,"50,000","50,000",0,0.00,100.00
216,2916  ,滿心,"54,626","54,626",0,0.00,100.00
217,2924  ,東凌-KY,"32,805","32,805",0,0.00,100.00
218,2926  ,誠品生活,"47,389","47,389",0,0.00,100.00
219,2928  ,紅馬-KY,"47,301","47,301",0,0.00,100.00
220,2937  ,集雅社,"32,860","32,860",0,0.00,100.00
221,30163 ,嘉晶三,"6,000","6,000",0,0.00,100.00
222,30183 ,同開三,892,892,0,0.00,44.60
223,30366 ,文曄六,"6,510","6,700",-190,-2.83,54.25
224,30453 ,台灣大三,"9,283","9,283",0,0.00,9.28
225,3064  ,泰偉,"72,105","72,105",0,0.00,100.00
226,3066  ,李洲,"77,570","77,570",0,0.00,100.00
227,3067  ,全域,"29,025","29,025",0,0.00,100.00
228,3071  ,協禧,"110,000","110,000",0,0.00,100.00
229,3073  ,凱柏,"12,596","12,596",0,0.00,100.00
230,3078  ,僑威,"227,391","227,391",0,0.00,100.00
231,3081  ,聯亞,"90,932","90,932",0,0.00,100.00
232,3083  ,網龍,"85,704","85,704",0,0.00,100.00
233,3085  ,新零售,"49,004","49,004",0,0.00,100.00
234,3086  ,華義,"6,836","6,836",0,0.00,100.00
235,3088  ,艾訊,"82,073","82,041",32,0.03,100.00
236,30881 ,艾訊一,"3,127","3,131",-4,-0.12,74.45
237,3089  ,元炬,"29,620","29,620",0,0.00,100.00
238,3092  ,鴻碩,"74,562","74,562",0,0.00,100.00
239,3093  ,港建,"36,288","36,288",0,0.00,100.00
240,3095  ,及成,"90,060","90,060",0,0.00,100.00
241,3105  ,穩懋,"404,056","404,056",0,0.00,100.00
242,3114  ,好德,"56,000","56,000",0,0.00,100.00
243,3115  ,寶島極,"20,697","20,697",0,0.00,100.00
244,3118  ,進階,"32,452","32,452",0,0.00,100.00
245,3122  ,笙泉,"38,299","38,299",0,0.00,100.00
246,3128  ,昇銳,"42,000","42,000",0,0.00,100.00
247,3131  ,弘塑,"29,216","29,216",0,0.00,100.00
248,3141  ,晶宏,"63,917","63,917",0,0.00,100.00
249,3144  ,新揚科,"100,637","100,637",0,0.00,100.00
250,3147  ,大綜,"34,006","34,006",0,0.00,100.00
251,3152  ,璟德,"69,016","69,016",0,0.00,100.00
252,3162  ,精確,"56,531","56,531",0,0.00,100.00
253,3163  ,波若威,"75,286","75,286",0,0.00,100.00
254,3169  ,亞信,"54,440","54,440",0,0.00,100.00
255,3171  ,新洲,"39,203","39,203",0,0.00,100.00
256,3176  ,基亞,"138,985","138,985",0,0.00,100.00
257,3178  ,公準,"45,050","45,050",0,0.00,100.00
258,3188  ,鑫龍騰,"120,295","120,295",0,0.00,100.00
259,31881 ,鑫龍騰一,"3,000","3,000",0,0.00,100.00
260,3191  ,和進,"54,694","54,694",0,0.00,100.00
261,3202  ,樺晟,"117,164","117,164",0,0.00,100.00
262,3205  ,佰研,"32,772","32,772",0,0.00,100.00
263,3206  ,志豐,"53,916","53,916",0,0.00,100.00
264,3207  ,耀勝,"39,520","39,520",0,0.00,100.00
265,32093 ,全科三,"1,607","1,607",0,0.00,53.56
266,3211  ,順達科,"147,480","147,480",0,0.00,100.00
267,3213  ,茂訊,"58,685","58,685",0,0.00,100.00
268,3217  ,優群,"82,104","82,104",0,0.00,100.00
269,3218  ,大學光,"76,123","76,123",0,0.00,100.00
270,3219  ,倚強,"10,723","10,723",0,0.00,100.00
271,3221  ,台嘉碩,"96,322","96,322",0,0.00,100.00
272,3224  ,三顧,"58,016","58,016",0,0.00,100.00
273,32243 ,三顧三,"1,500","1,500",0,0.00,100.00
274,3226  ,至寶電,"64,430","64,430",0,0.00,100.00
275,3227  ,原相,"139,396","139,396",0,0.00,100.00
276,3228  ,金麗科,"62,758","62,758",0,0.00,100.00
277,3230  ,錦明,"107,746","107,746",0,0.00,100.00
278,3232  ,昱捷,"36,567","36,567",0,0.00,100.00
279,3234  ,光環,"75,988","75,988",0,0.00,100.00
280,3236  ,千如,"84,852","84,852",0,0.00,100.00
281,3252  ,海灣,"50,195","50,195",0,0.00,100.00
282,3259  ,鑫創,"67,633","67,633",0,0.00,100.00
283,3260  ,威剛,"227,518","227,518",0,0.00,100.00
284,32606 ,威剛六,"10,932","10,932",0,0.00,72.88
285,3264  ,欣銓,"490,259","490,259",0,0.00,100.00
286,3265  ,台星科,"136,261","136,261",0,0.00,100.00
287,3268  ,海德威,"33,426","33,426",0,0.00,100.00
288,3272  ,東碩,"52,264","52,264",0,0.00,100.00
289,32722 ,東碩二,"4,000","4,000",0,0.00,100.00
290,3276  ,宇環,"69,712","69,712",0,0.00,100.00
291,3284  ,太普高,"55,961","55,961",0,0.00,100.00
292,3285  ,微端,"44,109","44,109",0,0.00,100.00
293,3287  ,廣寰科,"43,970","43,970",0,0.00,100.00
294,3288  ,點晶,"19,390","19,390",0,0.00,100.00
295,3289  ,宜特,"92,975","92,975",0,0.00,100.00
296,32895 ,宜特五,"14,520","14,551",-31,-0.21,96.80
297,3290  ,東浦,"99,548","99,548",0,0.00,100.00
298,3293  ,鈊象,"70,450","70,450",0,0.00,100.00
299,3294  ,英濟,"132,015","132,015",0,0.00,100.00
300,3297  ,杭特,"36,839","36,839",0,0.00,100.00
301,3303  ,岱稜,"96,089","96,089",0,0.00,100.00
302,3306  ,鼎天,"50,607","50,607",0,0.00,100.00
303,3310  ,佳穎,"50,225","50,225",0,0.00,100.00
304,3313  ,斐成,"60,390","60,390",0,0.00,100.00
305,3317  ,尼克森,"61,251","61,251",0,0.00,100.00
306,3322  ,建舜電,"96,651","96,651",0,0.00,100.00
307,3323  ,加百裕,"83,305","83,305",0,0.00,100.00
308,3324  ,雙鴻,"86,545","86,545",0,0.00,100.00
309,33243 ,雙鴻三,"2,385","2,385",0,0.00,39.75
310,3325  ,旭品,"72,252","72,252",0,0.00,100.00
311,3332  ,幸康,"48,104","48,104",0,0.00,100.00
312,33382 ,泰碩二,"2,481","2,481",0,0.00,82.70
313,3339  ,泰谷,"61,943","61,943",0,0.00,100.00
314,33461 ,麗清一,63,63,0,0.00,0.90
315,33462 ,麗清二,"3,500","3,500",0,0.00,100.00
316,3354  ,律勝,"70,112","70,112",0,0.00,100.00
317,3360  ,尚立,"68,831","68,831",0,0.00,100.00
318,3362  ,先進光,"111,545","111,545",0,0.00,100.00
319,3363  ,上詮,"90,595","90,595",0,0.00,100.00
320,33632 ,上詮二,493,493,0,0.00,12.32
321,3372  ,典範,"146,087","146,087",0,0.00,100.00
322,3373  ,熱映,"43,289","43,289",0,0.00,100.00
323,3374  ,精材,"271,364","271,364",0,0.00,100.00
324,3379  ,彬台,"38,041","38,041",0,0.00,100.00
325,3388  ,崇越電,"74,061","74,061",0,0.00,100.00
326,3390  ,旭軟,"67,505","67,505",0,0.00,100.00
327,3402  ,漢科,"73,047","73,047",0,0.00,100.00
328,34131 ,京鼎一,"10,000","10,000",0,0.00,100.00
329,3426  ,台興,"26,400","26,400",0,0.00,100.00
330,3434  ,哲固,"22,700","22,700",0,0.00,100.00
331,3438  ,類比科,"67,379","67,379",0,0.00,100.00
332,3441  ,聯一光,"40,039","40,039",0,0.00,100.00
333,3444  ,利機,"39,114","39,114",0,0.00,100.00
334,3455  ,由田,"61,468","61,468",0,0.00,100.00
335,3465  ,進泰電子,"9,660","9,660",0,0.00,100.00
336,3466  ,致振,"60,887","60,887",0,0.00,100.00
337,3479  ,安勤,"70,194","70,194",0,0.00,100.00
338,3483  ,力致,"61,027","61,027",0,0.00,100.00
339,34832 ,力致二,"2,000","2,000",0,0.00,100.00
340,3484  ,崧騰,"69,736","69,736",0,0.00,100.00
341,3489  ,森寶,"83,130","83,130",0,0.00,100.00
342,3490  ,單井,"57,006","57,006",0,0.00,100.00
343,3491  ,昇達科,"60,863","60,863",0,0.00,100.00
344,3492  ,長盛,"35,531","35,531",0,0.00,100.00
345,3498  ,陽程,"54,373","54,373",0,0.00,100.00
346,3499  ,環天科,"54,970","54,970",0,0.00,100.00
347,3508  ,位速,"97,267","97,267",0,0.00,100.00
348,3511  ,矽瑪,"49,972","49,972",0,0.00,100.00
349,3512  ,皇龍,"44,000","44,000",0,0.00,100.00
350,3516  ,亞帝歐,"50,590","50,590",0,0.00,100.00
351,3520  ,振維,"26,900","26,900",0,0.00,100.00
352,3521  ,鴻翊,"31,730","31,730",0,0.00,100.00
353,3522  ,御頂,"46,900","46,900",0,0.00,100.00
354,3523  ,迎輝,"48,049","48,049",0,0.00,100.00
355,3526  ,凡甲,"72,047","72,047",0,0.00,100.00
356,35264 ,凡甲四,"6,000","6,000",0,0.00,100.00
357,3527  ,聚積,"40,945","40,945",0,0.00,100.00
358,3529  ,力旺,"75,833","75,833",0,0.00,100.00
359,3531  ,先益,"61,175","61,175",0,0.00,100.00
360,3537  ,堡達,"48,695","48,695",0,0.00,100.00
361,3540  ,曜越,"66,613","66,613",0,0.00,100.00
362,3541  ,西柏,"49,321","49,321",0,0.00,100.00
363,3546  ,宇峻,"41,747","41,747",0,0.00,100.00
364,3548  ,兆利,"60,121","60,121",0,0.00,100.00
365,3551  ,世禾,"56,774","56,774",0,0.00,100.00
366,3552  ,同致,"85,592","85,592",0,0.00,100.00
367,3555  ,重鵬,"19,311","19,311",0,0.00,100.00
368,3556  ,禾瑞亞,"59,468","59,468",0,0.00,100.00
369,3558  ,神準,"49,060","49,060",0,0.00,100.00
370,3564  ,其陽,"23,123","23,123",0,0.00,100.00
371,3567  ,逸昌,"34,127","34,127",0,0.00,100.00
372,3570  ,大塚,"17,097","17,097",0,0.00,100.00
373,3577  ,泓格,"52,864","52,864",0,0.00,100.00
374,3580  ,友威科,"39,470","39,470",0,0.00,100.00
375,3581  ,博磊,"51,006","51,006",0,0.00,100.00
376,3587  ,閎康,"62,313","62,313",0,0.00,100.00
377,3594  ,磐儀,"57,733","57,733",0,0.00,100.00
378,35942 ,磐儀二,"1,173","1,173",0,0.00,58.65
379,35943 ,磐儀三,"3,000","3,000",0,0.00,100.00
380,35961 ,智易一,"10,000","10,000",0,0.00,100.00
381,3597  ,映興,"35,146","35,146",0,0.00,100.00
382,3609  ,東林,"30,679","30,679",0,0.00,100.00
383,3611  ,鼎翰,"42,476","42,476",0,0.00,100.00
384,3615  ,安可,"68,466","68,466",0,0.00,100.00
385,36171 ,碩天一,"12,000","12,000",0,0.00,100.00
386,3623  ,富晶通,"29,209","29,209",0,0.00,100.00
387,3624  ,光頡,"117,340","117,340",0,0.00,100.00
388,3625  ,西勝,"78,296","78,296",0,0.00,100.00
389,36252 ,西勝二,52,52,0,0.00,1.30
390,3628  ,盈正,"45,000","45,000",0,0.00,100.00
391,3629  ,地心引力,"7,434","7,434",0,0.00,100.00
392,3630  ,新鉅科,"127,904","127,904",0,0.00,100.00
393,3631  ,晟楠,"79,920","79,920",0,0.00,100.00
394,3632  ,研勤,"58,089","58,089",0,0.00,100.00
395,3642  ,駿熠電,"30,368","30,368",0,0.00,100.00
396,3646  ,艾恩特,"39,297","39,297",0,0.00,100.00
397,3652  ,精聯,"47,097","47,097",0,0.00,100.00
398,3663  ,鑫科,"58,956","58,956",0,0.00,100.00
399,3664  ,安瑞-KY,"51,098","51,098",0,0.00,100.00
400,3666  ,光耀,"48,299","48,299",0,0.00,100.00
401,3672  ,康聯訊,"32,668","32,668",0,0.00,100.00
402,3675  ,德微,"44,428","44,428",0,0.00,100.00
403,3680  ,家登,"74,509","74,060",449,0.60,100.00
404,36802 ,家登二,"2,446","2,505",-59,-2.35,81.53
405,3684  ,榮昌,"24,591","24,591",0,0.00,100.00
406,3685  ,元創精密,"79,990","79,990",0,0.00,100.00
407,3687  ,歐買尬,"30,059","30,059",0,0.00,100.00
408,3689  ,湧德,"69,675","69,675",0,0.00,100.00
409,36892 ,湧德二,"2,913","2,913",0,0.00,97.10
410,3691  ,碩禾,"60,989","60,989",0,0.00,100.00
411,36912 ,碩禾二,"18,599","18,739",-140,-0.74,92.99
412,3693  ,營邦,"38,490","38,490",0,0.00,100.00
413,3707  ,漢磊,"296,036","296,036",0,0.00,100.00
414,37072 ,漢磊二,"4,515","4,515",0,0.00,60.20
415,3709  ,鑫聯大投控,"79,569","79,569",0,0.00,100.00
416,3710  ,連展投控,"207,290","207,290",0,0.00,100.00
417,37101 ,連展投控一,"3,000","3,000",0,0.00,100.00
418,3713  ,新晶投控,"72,590","72,590",0,0.00,100.00
419,4102  ,永日,"42,373","42,373",0,0.00,100.00
420,4105  ,東洋,"248,649","248,649",0,0.00,100.00
421,4107  ,邦特,"69,298","69,298",0,0.00,100.00
422,4109  ,加捷生醫,"67,134","67,134",0,0.00,100.00
423,4111  ,濟生,"56,982","56,982",0,0.00,100.00
424,4113  ,聯上,"211,138","211,138",0,0.00,100.00
425,4114  ,健喬,"244,168","244,168",0,0.00,100.00
426,4116  ,明基醫,"44,566","44,566",0,0.00,100.00
427,4120  ,友華,"86,747","86,747",0,0.00,100.00
428,4121  ,優盛,"73,316","73,316",0,0.00,100.00
429,4123  ,晟德,"392,272","392,272",0,0.00,100.00
430,41233 ,晟德三,"7,273","7,273",0,0.00,21.39
431,4126  ,太醫,"66,015","66,015",0,0.00,100.00
432,4127  ,天良,"45,760","45,760",0,0.00,100.00
433,4128  ,中天,"425,342","425,342",0,0.00,100.00
434,4129  ,聯合,"80,420","80,420",0,0.00,100.00
435,41292 ,聯合二,"4,000","4,000",0,0.00,100.00
