,證券代號,證券名稱,本週股額(A),上週股額(B),增減數額(A-B),增減比率(A-B)/B,發行比率(%)
3171,709578,聚積元大9A購01,"1,000","1,000",0,0.00,100.00
3172,709579,環球晶元大98購15,"10,000","10,000",0,0.00,100.00
3173,709580,宇峻中信98購01,"5,000","5,000",0,0.00,100.00
3174,709581,原相統一99購02,"5,000","5,000",0,0.00,100.00
3175,709582,雙鴻統一99購02,"2,800","2,800",0,0.00,100.00
3176,709583,大宇資凱基99購01,500,500,0,0.00,100.00
3177,709584,威剛凱基98購01,500,500,0,0.00,100.00
3178,709585,博智凱基9A購01,"5,609","5,609",0,0.00,100.00
3179,709586,精測凱基99購02,500,500,0,0.00,100.00
3180,709587,譜瑞凱基98購02,541,541,0,0.00,100.00
3181,709588,中美晶群益98購04,"1,700","1,700",0,0.00,100.00
3182,709589,元太群益99購01,"1,500","1,500",0,0.00,100.00
3183,709590,網家群益98購03,"1,500","1,500",0,0.00,100.00
3184,709591,譜瑞群益98購03,"1,600","1,600",0,0.00,100.00
3185,709592,泰博國票99購03,600,600,0,0.00,100.00
3186,709593,合晶國泰99購02,"1,500","1,500",0,0.00,100.00
3187,709594,保瑞國泰9A購01,"4,000","4,000",0,0.00,100.00
3188,709595,璟德兆豐99購01,"10,000","10,000",0,0.00,100.00
3189,709596,亞泰永豐99購02,"1,500","1,500",0,0.00,100.00
3190,709597,保瑞永豐98購01,"1,000","1,000",0,0.00,100.00
3191,709598,建榮永豐99購03,"5,000","5,000",0,0.00,100.00
3192,709599,神盾永豐98購01,"5,000","5,000",0,0.00,100.00
3193,709600,新鉅科永豐98購02,"1,300","1,300",0,0.00,100.00
3194,709601,雙美永豐99購02,"5,000","5,000",0,0.00,100.00
3195,709602,穩懋永豐98購03,"1,500","1,500",0,0.00,100.00
3196,709603,晟德永豐98購01,"1,000","1,000",0,0.00,100.00
3197,709604,鈊象永豐98購03,"4,000","5,000",-1000,-20.00,100.00
3198,709605,中美晶元富99購02,"5,000","5,000",0,0.00,100.00
3199,709606,尼克森元富98購01,"5,000","5,000",0,0.00,100.00
3200,709607,博智元富98購02,"5,000","5,000",0,0.00,100.00
3201,709608,網龍元富98購01,"5,000","5,000",0,0.00,100.00
3202,709609,穩懋元富02購01,"4,500","4,500",0,0.00,100.00
3203,709610,穩懋元富02購02,"3,500","3,500",0,0.00,100.00
3204,709611,穩懋元富02購03,"3,500","3,500",0,0.00,100.00
3205,709612,穩懋元富02購04,"3,500","3,500",0,0.00,100.00
3206,709613,凡甲凱基98購02,500,500,0,0.00,100.00
3207,709614,中美晶凱基99購03,500,500,0,0.00,100.00
3208,709615,緯軟凱基98購04,500,500,0,0.00,100.00
3209,709616,大江兆豐99購01,"5,000","5,000",0,0.00,100.00
3210,709617,大江群益98購03,"1,600","1,600",0,0.00,100.00
3211,709618,安勤群益98購01,"2,500","2,500",0,0.00,100.00
3212,709619,杰力群益98購01,"5,000","5,000",0,0.00,100.00
3213,709620,群聯群益98購03,500,500,0,0.00,100.00
3214,709621,環球晶群益98購04,"1,550","1,550",0,0.00,100.00
3215,709622,M31永豐98購02,"1,000","1,500",-500,-33.33,100.00
3216,709623,尼克森永豐98購02,"3,000","3,000",0,0.00,100.00
3217,709624,泰博永豐99購01,"1,500","1,500",0,0.00,100.00
3218,709625,力旺國票99購01,700,700,0,0.00,100.00
3219,709626,建榮國票9A購01,500,500,0,0.00,100.00
3220,709627,博智國票99購01,800,800,0,0.00,100.00
3221,709628,優群國票99購01,500,500,0,0.00,100.00
3222,709629,環球晶國票99購02,500,500,0,0.00,100.00
3223,709630,聯亞國票99購03,500,500,0,0.00,100.00
3224,709631,大中元大98購01,"1,500","1,500",0,0.00,100.00
3225,709632,合晶元大99購01,"8,000","8,000",0,0.00,100.00
3226,709633,宜鼎元大99購01,"1,000","1,000",0,0.00,100.00
3227,709634,保瑞元大98購02,"8,000","8,000",0,0.00,100.00
3228,709635,譜瑞元大98購07,"8,000","8,000",0,0.00,100.00
3229,709636,晟德元大98購01,"1,000","1,000",0,0.00,100.00
3230,709637,安勤元富98購01,"4,000","4,000",0,0.00,100.00
3231,709638,威剛富邦9A購01,"10,000","10,000",0,0.00,100.00
3232,709639,雙鴻富邦99購01,"9,000","9,000",0,0.00,100.00
3233,709640,博智台新98購01,"5,000","5,000",0,0.00,100.00
3234,709641,久元群益98購01,"1,600","1,600",0,0.00,100.00
3235,709642,群聯群益98購04,500,500,0,0.00,100.00
3236,709643,聖暉群益98購01,"2,000","2,000",0,0.00,100.00
3237,709644,璟德中信98購01,"5,000","5,000",0,0.00,100.00
3238,709645,合晶統一9A購01,"5,000","5,000",0,0.00,100.00
3239,709646,神盾統一99購01,"5,000","5,000",0,0.00,100.00
3240,709647,環球晶統一99購04,"15,000","15,000",0,0.00,100.00
3241,709648,穩懋統一98購06,"20,000","20,000",0,0.00,100.00
3242,709649,中美晶凱基99購04,500,500,0,0.00,100.00
3243,709650,精測凱基98購05,500,500,0,0.00,100.00
3244,709651,聯亞凱基99購04,500,500,0,0.00,100.00
3245,709652,大學光國票99購01,500,500,0,0.00,100.00
3246,709653,原相國票99購02,"1,000","1,000",0,0.00,100.00
3247,709654,安勤國泰99購01,"1,400","1,400",0,0.00,100.00
3248,709655,大江元大98購03,"1,000","1,000",0,0.00,100.00
3249,709656,中美晶元大99購03,"6,000","6,000",0,0.00,100.00
3250,709657,宇峻元大99購03,"1,000","1,000",0,0.00,100.00
3251,709658,博智元大99購01,"1,000","1,000",0,0.00,100.00
3252,709659,網家元大99購02,"5,000","5,000",0,0.00,100.00
3253,709660,環球晶元大98購16,"8,000","8,000",0,0.00,100.00
3254,709661,環球晶元大99購02,"8,000","8,000",0,0.00,100.00
3255,709662,穩懋元大98購10,"5,000","5,000",0,0.00,100.00
3256,709663,譜瑞元大98購08,"5,000","5,000",0,0.00,100.00
3257,709664,神盾第一9C購02,"5,000","5,000",0,0.00,100.00
3258,709665,台半永豐98購01,"1,000","1,000",0,0.00,100.00
3259,709666,兆利永豐98購02,"1,000","1,000",0,0.00,100.00
3260,709667,金居永豐98購02,"1,000","1,000",0,0.00,100.00
3261,709668,宣德永豐98購03,"1,000","1,000",0,0.00,100.00
3262,709669,博智永豐99購01,"2,500","2,500",0,0.00,100.00
3263,709670,晶焱永豐98購03,"1,500","1,500",0,0.00,100.00
3264,709671,雍智永豐99購01,"2,075","2,075",0,0.00,100.00
3265,709672,環宇永豐98購03,"1,000","1,000",0,0.00,100.00
3266,709673,環球晶元富98購04,500,500,0,0.00,100.00
3267,709674,力旺元大98購01,"5,000","5,000",0,0.00,100.00
3268,709675,力旺元大98購02,"6,000","6,000",0,0.00,100.00
3269,709676,中美晶元大98購08,"6,000","6,000",0,0.00,100.00
3270,709677,聚積元大99購01,"1,000","1,000",0,0.00,100.00
3271,709678,聯亞元大98購05,"1,000","1,000",0,0.00,100.00
3272,709679,譜瑞元大98購09,"8,000","8,000",0,0.00,100.00
3273,709680,中美晶國票99購01,"1,000","1,000",0,0.00,100.00
3274,709681,宣德國票98購02,"1,500","1,500",0,0.00,100.00
3275,709682,建榮國票9A購02,500,500,0,0.00,100.00
3276,709683,網家國票99購02,600,600,0,0.00,100.00
3277,709684,雍智國泰9A購01,"4,000","4,000",0,0.00,100.00
3278,709685,安勤統一98購01,"2,000","2,000",0,0.00,100.00
3279,709686,元太中信9A購01,"5,000","5,000",0,0.00,100.00
3280,709687,台燿中信9A購01,"5,000","5,000",0,0.00,100.00
3281,709688,合晶中信9A購02,"10,000","10,000",0,0.00,100.00
3282,709689,中美晶凱基99購05,500,500,0,0.00,100.00
3283,709690,六角凱基99購03,500,500,0,0.00,100.00
3284,709691,智崴凱基98購01,500,500,0,0.00,100.00
3285,709692,昇達科永豐98購01,"1,000","1,000",0,0.00,100.00
3286,709693,建榮永豐99購04,"5,000","5,000",0,0.00,100.00
3287,709694,順達永豐98購01,500,500,0,0.00,100.00
3288,709695,精測永豐98購01,"1,000","1,000",0,0.00,100.00
3289,709696,穩懋永豐98購04,"2,000","2,000",0,0.00,100.00
3290,709697,鈊象永豐99購01,"5,000","5,000",0,0.00,100.00
3291,709698,力旺中信99購01,500,"5,000",-4500,-90.00,100.00
3292,709699,凡甲元大9A購02,500,500,0,0.00,100.00
3293,709700,安勤元大99購01,"1,000","1,000",0,0.00,100.00
3294,709701,宏捷科元大99購01,"5,000","5,000",0,0.00,100.00
3295,709702,宜鼎元大9A購01,"1,200","1,200",0,0.00,100.00
3296,709703,直得元大99購01,"1,000","1,000",0,0.00,100.00
3297,709704,南光元大99購01,"3,500","3,500",0,0.00,100.00
3298,709705,原相元大99購03,"1,500","1,500",0,0.00,100.00
3299,709706,新鉅科元大99購01,"8,000","8,000",0,0.00,100.00
3300,709707,穩懋元大99購02,"5,000","5,000",0,0.00,100.00
3301,709708,晟德元大99購01,"1,000","10,000",-9000,-90.00,100.00
3302,709709,大宇資國票9A購01,"4,000","4,000",0,0.00,100.00
3303,709710,宏捷科國票9A購01,500,500,0,0.00,100.00
3304,709711,穩懋國泰9A購01,"4,000","4,000",0,0.00,100.00
3305,709712,穩懋國泰9B購01,500,500,0,0.00,100.00
3306,709713,亞泰元富99購01,"3,500","3,500",0,0.00,100.00
3307,709714,合晶統一9A購02,"2,100","2,100",0,0.00,100.00
3308,709715,宏捷科統一9A購01,"5,000","5,000",0,0.00,100.00
3309,709716,泰博統一9A購01,"2,000","2,000",0,0.00,100.00
3310,709717,神盾統一9A購01,"5,000","5,000",0,0.00,100.00
3311,709718,雙鴻統一9A購01,"5,000","5,000",0,0.00,100.00
3312,709719,宏捷科日盛99購01,"10,000","10,000",0,0.00,100.00
3313,709720,VHQ凱基9A購01,500,500,0,0.00,100.00
3314,709721,三貝德凱基9A購01,500,500,0,0.00,100.00
3315,709722,太景*凱基99購01,500,500,0,0.00,100.00
3316,709723,宏捷科凱基99購01,500,500,0,0.00,100.00
3317,709724,晶焱凱基99購01,500,500,0,0.00,100.00
3318,709725,大學光永豐99購01,"1,000","1,000",0,0.00,100.00
3319,709726,宏捷科永豐99購01,"4,000","4,000",0,0.00,100.00
3320,709727,信驊永豐99購01,500,500,0,0.00,100.00
3321,709728,威剛永豐99購02,"3,000","3,000",0,0.00,100.00
3322,709729,環球晶永豐99購01,"1,000","1,000",0,0.00,100.00
3323,709730,宏捷科康和99購01,"5,000","5,000",0,0.00,100.00
3324,709731,宏捷科群益99購01,"1,400","1,400",0,0.00,100.00
3325,709732,宏捷科元富99購01,"5,000","5,000",0,0.00,100.00
3326,709733,智擎元富99購01,"3,500","3,500",0,0.00,100.00
3327,709734,中美晶統一9B購02,"14,000","14,000",0,0.00,100.00
3328,709735,宏捷科統一9B購01,"5,000","5,000",0,0.00,100.00
3329,709736,宏捷科凱基9B購01,500,500,0,0.00,100.00
3330,709737,威剛凱基9B購01,650,650,0,0.00,100.00
3331,709738,建榮凱基9A購02,500,500,0,0.00,100.00
3332,709739,神盾凱基9A購01,500,500,0,0.00,100.00
3333,709740,新鉅科凱基99購01,"5,977","5,977",0,0.00,100.00
3334,709741,聚積凱基9A購01,500,500,0,0.00,100.00
3335,709742,久元元大99購01,"1,500","1,500",0,0.00,100.00
3336,709743,久元元大99購02,"2,000","2,000",0,0.00,100.00
3337,709744,光頡元大99購01,"8,000","8,000",0,0.00,100.00
3338,709745,合晶元大99購02,"1,000","1,000",0,0.00,100.00
3339,709746,宏捷科元大99購03,"5,000","5,000",0,0.00,100.00
3340,709747,迅得元大9B購01,"1,000","1,000",0,0.00,100.00
3341,709748,勝麗元大99購01,"1,000","1,000",0,0.00,100.00
3342,709749,宏捷科群益99購02,"2,000","2,000",0,0.00,100.00
3343,709750,信昌電群益99購01,"1,300","1,300",0,0.00,100.00
3344,709751,安勤國票99購01,800,800,0,0.00,100.00
3345,709752,中美晶富邦9B購01,"10,000","10,000",0,0.00,100.00
3346,709753,宏捷科富邦9B購01,"10,000","10,000",0,0.00,100.00
3347,709754,穩懋富邦9B購01,"15,000","15,000",0,0.00,100.00
3348,709755,力致永豐99購02,"3,000","3,000",0,0.00,100.00
3349,709756,大學光永豐99購02,"1,500","1,500",0,0.00,100.00
3350,709757,宏捷科永豐99購02,"10,000","10,000",0,0.00,100.00
3351,709758,精華永豐99購01,"1,000","1,000",0,0.00,100.00
3352,709759,鈺太永豐99購01,"2,000","2,000",0,0.00,100.00
3353,709760,合晶凱基9A購01,500,500,0,0.00,100.00
3354,709761,雙鴻凱基9A購01,677,677,0,0.00,100.00
3355,709762,宏捷科統一9B購02,"2,300","5,000",-2700,-54.00,100.00
3356,709763,宣德統一99購01,"2,200","5,000",-2800,-56.00,100.00
3357,709764,建榮統一9B購01,"5,000","5,000",0,0.00,100.00
3358,709765,海韻電永豐99購01,"3,000","3,000",0,0.00,100.00
3359,709766,優群永豐99購01,500,500,0,0.00,100.00
3360,709767,穩懋永豐9A購01,"2,000","2,000",0,0.00,100.00
3361,709768,海韻電元富99購01,"5,000","5,000",0,0.00,100.00
3362,709769,宏捷科國票99購02,800,800,0,0.00,100.00
3363,709770,威剛國票9A購01,"1,000","1,000",0,0.00,100.00
3364,709771,宏捷科元大99購04,"5,000","5,000",0,0.00,100.00
3365,709772,穩懋元大99購03,"5,000","5,000",0,0.00,100.00
3366,709773,宏捷科國泰9A購01,500,500,0,0.00,100.00
3367,709774,海韻電國泰9B購01,"2,000","2,000",0,0.00,100.00
3368,709775,原相富邦9B購01,"1,000","1,000",0,0.00,100.00
3369,709776,環球晶富邦9B購02,"10,000","10,000",0,0.00,100.00
3370,709777,神盾群益9B購01,"2,400","2,400",0,0.00,100.00
3371,709778,波若威永豐99購02,"1,500","1,500",0,0.00,100.00
3372,709779,信昌電永豐99購01,"1,000","1,000",0,0.00,100.00
3373,709780,晶焱永豐99購01,"1,500","1,500",0,0.00,100.00
3374,709781,緯軟永豐99購01,"1,000","1,000",0,0.00,100.00
3375,709782,雙鴻永豐99購02,"5,000","5,000",0,0.00,100.00
3376,709783,宏捷科元富9C購01,"5,000","5,000",0,0.00,100.00
3377,709784,閎康中信99購01,"5,000","5,000",0,0.00,100.00
3378,709785,合晶凱基9A購02,500,500,0,0.00,100.00
3379,709786,金居凱基99購01,500,500,0,0.00,100.00
3380,709787,金居凱基9A購01,500,500,0,0.00,100.00
3381,709788,泰博凱基9A購01,500,500,0,0.00,100.00
3382,709789,神盾凱基99購02,500,500,0,0.00,100.00
3383,709790,網龍凱基9A購01,500,500,0,0.00,100.00
3384,709791,雙鴻凱基99購01,"5,500","5,500",0,0.00,100.00
3385,709792,穩懋凱基99購03,500,500,0,0.00,100.00
3386,709793,威剛統一9B購01,"5,000","5,000",0,0.00,100.00
3387,709794,原相統一9B購01,"5,000","5,000",0,0.00,100.00
3388,709795,穩懋統一9B購01,"15,000","15,000",0,0.00,100.00
3389,709796,三貝德國票9A購01,"5,000","5,000",0,0.00,100.00
3390,709797,群聯國票9A購01,500,500,0,0.00,100.00
3391,709798,優群國票9A購01,500,500,0,0.00,100.00
3392,709799,鈺太國泰9C購01,"4,000","4,000",0,0.00,100.00
3393,709800,建榮富邦9B購01,"10,000","10,000",0,0.00,100.00
3394,709801,凡甲兆豐99購01,"5,000","5,000",0,0.00,100.00
3395,709802,中美晶兆豐9A購01,"5,000","5,000",0,0.00,100.00
3396,709803,穩懋兆豐99購02,"5,000","5,000",0,0.00,100.00
3397,709804,譜瑞兆豐99購01,"5,000","5,000",0,0.00,100.00
3398,709805,VHQ群益9B購01,"5,000","5,000",0,0.00,100.00
3399,709806,建榮群益9B購01,"1,400","1,400",0,0.00,100.00
3400,709807,博智群益99購01,"5,000","5,000",0,0.00,100.00
3401,709808,聚積群益99購01,"1,300","1,300",0,0.00,100.00
3402,709809,力致元大9A購01,500,500,0,0.00,100.00
3403,709810,大宇資元大99購01,"1,000","1,000",0,0.00,100.00
3404,709811,大江元大99購03,"1,000","1,000",0,0.00,100.00
3405,709812,光頡元大99購02,"10,000","10,000",0,0.00,100.00
3406,709813,迅得元大99購02,"1,000","1,000",0,0.00,100.00
3407,709814,建榮元大99購01,"1,100","1,100",0,0.00,100.00
3408,709815,網龍元大9A購01,"1,000","1,000",0,0.00,100.00
3409,709816,環宇元大99購01,"1,000","1,000",0,0.00,100.00
3410,709817,網家群益99購01,"1,500","1,500",0,0.00,100.00
3411,709818,安勤永豐9A購01,"1,500","1,500",0,0.00,100.00
3412,709819,宏捷科永豐99購03,"4,000","5,000",-1000,-20.00,100.00
3413,709820,迅得永豐99購01,"3,000","3,000",0,0.00,100.00
3414,709821,宣德永豐99購01,"1,500","1,500",0,0.00,100.00
3415,709822,原相永豐9A購01,"5,000","5,000",0,0.00,100.00
3416,709823,博智永豐9A購01,"4,066","4,066",0,0.00,100.00
3417,709824,新普永豐99購01,"1,000","1,000",0,0.00,100.00
3418,709825,聖暉永豐99購01,"1,500","1,500",0,0.00,100.00
3419,709826,優群永豐9A購01,"1,520","1,520",0,0.00,100.00
3420,709827,穩懋永豐99購01,"1,000","1,000",0,0.00,100.00
3421,709828,信驊國票9A購01,500,500,0,0.00,100.00
3422,709829,聖暉國票9A購01,500,500,0,0.00,100.00
3423,709830,信驊國泰9B購01,"5,000","5,000",0,0.00,100.00
3424,709831,原相富邦9C購01,"5,000","5,000",0,0.00,100.00
3425,709832,宏捷科元富9C購02,"5,000","5,000",0,0.00,100.00
3426,709833,聖暉元富99購01,"3,500","3,500",0,0.00,100.00
3427,709834,建榮統一9B購02,"5,000","5,000",0,0.00,100.00
3428,709835,台半元大99購01,"9,000","9,000",0,0.00,100.00
3429,709836,金居元大99購03,"1,000","1,000",0,0.00,100.00
3430,709837,博智元大99購02,"5,000","5,000",0,0.00,100.00
3431,709838,網龍元大9A購02,"1,000","1,000",0,0.00,100.00
3432,709839,力旺凱基99購01,500,500,0,0.00,100.00
3433,709840,合晶凱基9A購03,500,500,0,0.00,100.00
3434,709841,聯亞凱基9A購01,500,500,0,0.00,100.00
3435,709842,譜瑞凱基9A購02,500,500,0,0.00,100.00
3436,709843,雙鴻中信9B購01,"10,000","10,000",0,0.00,100.00
3437,709844,宏捷科凱基9A購01,500,500,0,0.00,100.00
3438,709845,金可凱基9A購01,500,500,0,0.00,100.00
3439,709846,凡甲元大99購01,500,"5,000",-4500,-90.00,100.00
3440,709847,宇峻元大9C購01,"1,000","1,000",0,0.00,100.00
3441,709848,金可元大99購01,"10,000","10,000",0,0.00,100.00
3442,709849,保瑞元大9A購01,"1,000","1,000",0,0.00,100.00
3443,709850,建榮元大99購02,"9,000","9,000",0,0.00,100.00
3444,709851,晶焱元大9A購01,"1,000","1,000",0,0.00,100.00
3445,709852,群聯元大99購04,500,500,0,0.00,100.00
3446,709853,大江國票9A購01,"1,200","1,200",0,0.00,100.00
3447,709854,穩懋國票99購02,500,500,0,0.00,100.00
3448,709855,穩懋富邦9B購02,"20,000","20,000",0,0.00,100.00
3449,709856,晶焱兆豐9A購01,"5,000","5,000",0,0.00,100.00
3450,709857,環球晶兆豐99購01,"5,000","5,000",0,0.00,100.00
3451,709858,穩懋兆豐9A購01,"5,000","5,000",0,0.00,100.00
3452,709859,安勤群益99購01,"1,400","1,400",0,0.00,100.00
3453,709860,新鉅科群益9A購01,"2,000","2,000",0,0.00,100.00
3454,709861,環球晶群益99購01,"1,600","1,600",0,0.00,100.00
3455,709862,碩禾永豐99購01,"2,000","2,000",0,0.00,100.00
3456,709863,網龍永豐9A購01,"1,500","1,500",0,0.00,100.00
3457,709864,璟德元富99購01,"4,000","4,000",0,0.00,100.00
3458,709865,鈺太元富99購01,"3,500","3,500",0,0.00,100.00
3459,709866,凡甲永豐9A購01,"3,000","3,000",0,0.00,100.00
3460,709867,兆利永豐99購01,"2,000","2,000",0,0.00,100.00
3461,709868,欣銓永豐99購01,"3,000","3,000",0,0.00,100.00
3462,709869,信驊永豐99購02,"2,000","2,000",0,0.00,100.00
3463,709870,群聯永豐99購01,"1,000","1,000",0,0.00,100.00
3464,709871,聚積永豐99購01,"2,000","2,000",0,0.00,100.00
3465,709872,環球晶永豐99購02,"1,000","1,000",0,0.00,100.00
3466,709873,東洋統一9B購01,"8,000","8,000",0,0.00,100.00
3467,709874,建榮凱基9A購03,500,500,0,0.00,100.00
3468,709875,大中國票9A購01,"2,500","2,500",0,0.00,100.00
3469,709876,台燿國票9A購01,500,500,0,0.00,100.00
3470,709877,泰博國泰9A購01,"5,000","5,000",0,0.00,100.00
3471,709878,大江元大99購04,500,"1,200",-700,-58.33,100.00
3472,709879,安勤元大99購02,"1,200","1,200",0,0.00,100.00
3473,709880,宏捷科元大99購06,"1,000","1,000",0,0.00,100.00
3474,709881,聖暉元大99購01,"1,500","1,500",0,0.00,100.00
3475,709882,優群元大99購03,700,"1,300",-600,-46.15,100.00
3476,709883,優群元大9B購01,"1,200","1,200",0,0.00,100.00
3477,709884,穩懋元大99購05,"5,000","5,000",0,0.00,100.00
3478,709885,信驊兆豐99購01,"5,000","5,000",0,0.00,100.00
3479,709886,中美晶群益9A購01,"1,600","1,600",0,0.00,100.00
3480,709887,神盾群益9B購02,"5,000","5,000",0,0.00,100.00
3481,709888,聯亞群益99購01,"1,600","1,600",0,0.00,100.00
3482,709889,台燿元富9C購01,"5,000","5,000",0,0.00,100.00
3483,709890,原相統一9A購01,"5,000","5,000",0,0.00,100.00
3484,709891,大宇資凱基9B購01,500,500,0,0.00,100.00
3485,709892,宇峻凱基9B購01,"5,000","5,000",0,0.00,100.00
3486,709893,信驊凱基9A購01,"2,100","2,100",0,0.00,100.00
3487,709894,統新凱基9B購01,500,500,0,0.00,100.00
3488,709895,順達凱基99購01,"2,100","2,100",0,0.00,100.00
3489,709896,雙美凱基9B購01,500,500,0,0.00,100.00
3490,709897,雙鴻元大99購06,"1,000","1,000",0,0.00,100.00
3491,709898,穩懋元大99購06,"5,000","5,000",0,0.00,100.00
3492,709899,穩懋元大99購07,"1,500","1,500",0,0.00,100.00
3493,709900,力致永豐99購03,"4,500","4,500",0,0.00,100.00
3494,709901,光頡永豐99購01,"4,500","4,500",0,0.00,100.00
3495,709902,新鉅科永豐99購01,"3,000","3,000",0,0.00,100.00
3496,709903,精測永豐9A購01,"2,000","2,000",0,0.00,100.00
3497,709904,璟德永豐99購01,"1,000","1,000",0,0.00,100.00
3498,709905,環球晶永豐99購03,"1,000","1,000",0,0.00,100.00
3499,709906,兆利國票99購01,800,800,0,0.00,100.00
3500,709907,金居國票9A購01,500,500,0,0.00,100.00
3501,709908,信驊國票9A購02,500,500,0,0.00,100.00
3502,709909,兆利國泰9A購01,"5,000","5,000",0,0.00,100.00
3503,709910,宏捷科國泰9B購01,"3,000","3,000",0,0.00,100.00
3504,709911,精測國泰9C購01,500,500,0,0.00,100.00
3505,709912,威剛富邦9C購01,"5,000","5,000",0,0.00,100.00
3506,709913,M31群益99購01,"1,700","1,700",0,0.00,100.00
3507,709914,中美晶群益9B購01,"1,300","1,300",0,0.00,100.00
3508,709915,台燿群益99購02,"2,000","2,500",-500,-20.00,100.00
3509,709916,合晶群益9A購01,"1,400","1,400",0,0.00,100.00
3510,709917,緯軟群益9A購01,"1,500","1,500",0,0.00,100.00
3511,709918,璟德群益99購01,"1,500","1,500",0,0.00,100.00
3512,709919,環球晶群益99購02,"1,300","1,300",0,0.00,100.00
3513,709920,原相日盛9B購01,"10,000","10,000",0,0.00,100.00
3514,709921,雍智國泰9C購01,"4,000","4,000",0,0.00,100.00
3515,709922,璟德國泰9A購01,"3,000","3,000",0,0.00,100.00
3516,709923,VHQ群益99購01,"5,000","5,000",0,0.00,100.00
3517,709924,中美晶群益99購03,"1,400","1,400",0,0.00,100.00
3518,709925,精測群益99購01,"1,400","1,400",0,0.00,100.00
3519,709926,精測富邦9A購01,"10,000","10,000",0,0.00,100.00
3520,709927,聯亞國票9A購01,500,500,0,0.00,100.00
3521,709928,穩懋國票99購03,500,500,0,0.00,100.00
3522,709929,大江永豐99購01,"2,000","2,000",0,0.00,100.00
3523,709930,精測永豐99購01,"2,000","2,000",0,0.00,100.00
3524,709931,建榮統一9B購03,"5,000","5,000",0,0.00,100.00
3525,709932,中美晶凱基99購07,"2,100","2,100",0,0.00,100.00
3526,709933,碩禾凱基9B購01,"5,500","5,500",0,0.00,100.00
3527,709934,精測元富99購02,"5,000","5,000",0,0.00,100.00
3528,709935,鈺太元富99購02,"5,000","5,000",0,0.00,100.00
3529,709936,元太元大99購01,800,"8,000",-7200,-90.00,100.00
3530,709937,兆利元大9B購01,"1,000","1,000",0,0.00,100.00
3531,709938,宏捷科元大99購07,"1,000","1,000",0,0.00,100.00
3532,709939,良維元大99購01,"1,500","1,500",0,0.00,100.00
3533,709940,信驊元大99購01,"5,000","5,000",0,0.00,100.00
3534,709941,信驊元大99購02,"5,000","5,000",0,0.00,100.00
3535,709942,威剛元大9A購02,"5,000","5,000",0,0.00,100.00
3536,709943,泰博元大99購01,"1,000","1,500",-500,-33.33,100.00
3537,709944,順達元大99購01,"1,500","1,500",0,0.00,100.00
3538,709945,群聯元大99購05,500,500,0,0.00,100.00
3539,709946,精華元大99購01,"2,500","2,500",0,0.00,100.00
3540,709947,神盾永豐99購02,"5,000","5,000",0,0.00,100.00
3541,709948,穩懋永豐99購02,"2,000","2,000",0,0.00,100.00
3542,709949,中美晶日盛99購01,"10,000","10,000",0,0.00,100.00
3543,709950,大學光元大99購02,500,500,0,0.00,100.00
3544,709951,台燿元大99購01,"14,000","14,000",0,0.00,100.00
3545,709952,良維元大99購02,"1,000","1,000",0,0.00,100.00
3546,709953,建榮元大9B購01,500,500,0,0.00,100.00
3547,709954,M31國票9A購01,800,800,0,0.00,100.00
3548,709955,大江國票9A購02,500,500,0,0.00,100.00
3549,709956,群聯統一9B購01,"2,200","2,200",0,0.00,100.00
3550,709957,璟德兆豐99購02,"5,000","5,000",0,0.00,100.00
3551,709958,迅得凱基99購01,"5,000","5,000",0,0.00,100.00
3552,709959,保瑞凱基9B購01,"5,000","5,000",0,0.00,100.00
3553,709960,原相凱基9A購01,500,500,0,0.00,100.00
3554,709961,雍智凱基9B購01,"1,394","1,394",0,0.00,100.00
3555,709962,精測凱基99購03,"2,500","5,000",-2500,-50.00,100.00
3556,709963,廣明凱基99購02,500,"2,100",-1600,-76.19,100.00
3557,709964,璟德凱基99購01,"2,000","2,000",0,0.00,100.00
3558,709965,環球晶凱基99購07,"2,000","2,000",0,0.00,100.00
3559,709966,金居群益9B購01,"1,500","1,500",0,0.00,100.00
3560,709967,信驊群益99購01,"1,700","1,700",0,0.00,100.00
3561,709968,聯亞群益99購02,"1,600","1,600",0,0.00,100.00
3562,709969,譜瑞兆豐99購02,"5,000","5,000",0,0.00,100.00
3563,709970,宏捷科元大9A購01,"1,500","1,500",0,0.00,100.00
3564,709971,邦特元大99購01,"15,000","15,000",0,0.00,100.00
3565,709972,旺矽元大9B購01,600,"1,000",-400,-40.00,100.00
3566,709973,中美晶國票9A購01,500,500,0,0.00,100.00
3567,709974,旺矽國票99購02,500,500,0,0.00,100.00
3568,709975,宣德國票9A購01,"2,000","2,000",0,0.00,100.00
3569,709976,鈺太國票9A購01,700,700,0,0.00,100.00
3570,709977,M31永豐99購02,"1,000","1,000",0,0.00,100.00
3571,709978,建榮永豐9A購02,"4,000","4,000",0,0.00,100.00
3572,709979,晶焱永豐9A購01,"2,500","2,500",0,0.00,100.00
3573,709980,鈊象永豐9A購01,"4,000","5,000",-1000,-20.00,100.00
3574,709981,M31凱基99購02,"2,100","2,100",0,0.00,100.00
3575,709982,穩懋凱基99購05,"2,100","2,100",0,0.00,100.00
3576,709983,群聯日盛9B購01,"10,000","10,000",0,0.00,100.00
3577,709984,原相群益9C購01,"1,000","1,000",0,0.00,100.00
